chelonoidis_abingdonii ENSCABG00000010635
gopherus_agassizii ENSGAGG00000016658
chrysemys_picta_bellii ENSCPBG00000005604
crocodylus_porosus ENSCPRG00005001624
anas_platyrhynchos_platyrhynchos ENSAPLG00000023444
anser_brachyrhynchus ENSABRG00000010770
numida_meleagris ENSNMEG00000003731
gallus_gallus ENSGALG00000053653
calidris_pygmaea ENSCPGG00000008329
calidris_pugnax ENSCPUG00000000543
melopsittacus_undulatus ENSMUNG00000009378
lepidothrix_coronata ENSLCOG00000004418
junco_hyemalis ENSJHYG00000008987
apteryx_rowi ENSARWG00000012188
dromaius_novaehollandiae ENSDNVG00000000112
nothoprocta_perdicaria ENSNPEG00000009333
heterocephalus_glaber_female ENSHGLG00000006841
heterocephalus_glaber_male ENSHGLG00100003726
fukomys_damarensis ENSFDAG00000015174
cavia_porcellus ENSCPOG00000011001
cavia_aperea ENSCAPG00000009941
chinchilla_lanigera ENSCLAG00000001505
octodon_degus ENSODEG00000011823
dipodomys_ordii ENSDORG00000013066
urocitellus_parryii ENSUPAG00010020709
ictidomys_tridecemlineatus ENSSTOG00000025878
marmota_marmota_marmota ENSMMMG00000006797
mus_musculus ENSMUSG00000068551
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029339
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028335
mus_pahari MGP_PahariEiJ_G0022092
rattus_norvegicus ENSRNOG00000007707
meriones_unguiculatus ENSMUGG00000002009
peromyscus_maniculatus_bairdii ENSPEMG00000018389
microtus_ochrogaster ENSMOCG00000019287
cricetulus_griseus_chok1gshd ENSCGRG00001014572
cricetulus_griseus_crigri ENSCGRG00000013424
cricetulus_griseus_crigri-picr ENSCGRG00015008139
mesocricetus_auratus ENSMAUG00000019196
nannospalax_galili ENSNGAG00000009699
jaculus_jaculus ENSJJAG00000015349
castor_canadensis ENSCCNG00000014532
oryctolagus_cuniculus ENSOCUG00000022122
ochotona_princeps ENSOPRG00000009332
papio_anubis ENSPANG00000006708
cercocebus_atys ENSCATG00000036459
macaca_fascicularis ENSMFAG00000032275
macaca_nemestrina ENSMNEG00000033754
theropithecus_gelada ENSTGEG00000003069
chlorocebus_sabaeus ENSCSAG00000006913
piliocolobus_tephrosceles ENSPTEG00000029879
colobus_angolensis_palliatus ENSCANG00000003249
rhinopithecus_roxellana ENSRROG00000032178
rhinopithecus_bieti ENSRBIG00000037177
gorilla_gorilla ENSGGOG00000011227
homo_sapiens ENSG00000181444
pan_troglodytes ENSPTRG00000046550
pan_troglodytes ENSPTRG00000019839
pan_paniscus ENSPPAG00000039762
pongo_abelii ENSPPYG00000018158
cebus_capucinus ENSCCAG00000020491
saimiri_boliviensis_boliviensis ENSSBOG00000035911
callithrix_jacchus ENSCJAG00000010366
aotus_nancymaae ENSANAG00000030826
carlito_syrichta ENSTSYG00000027368
propithecus_coquereli ENSPCOG00000019427
microcebus_murinus ENSMICG00000031746
prolemur_simus ENSPSMG00000015008
otolemur_garnettii ENSOGAG00000034209
bos_taurus ENSBTAG00000019844
bos_mutus ENSBMUG00000010380
capra_hircus ENSCHIG00000005888
ovis_aries ENSOARG00000000639
tursiops_truncatus ENSTTRG00000002660
sus_scrofa ENSSSCG00000039041
equus_asinus_asinus ENSEASG00005020669
equus_caballus ENSECAG00000034239
ursus_americanus ENSUAMG00000023266
ailuropoda_melanoleuca ENSAMEG00000002652
mustela_putorius_furo ENSMPUG00000006763
canis_lupus_familiaris ENSCAFG00000004465
canis_lupus_dingo ENSCAFG00020006655
vulpes_vulpes ENSVVUG00000009529
felis_catus ENSFCAG00000011431
panthera_pardus ENSPPRG00000020845
pteropus_vampyrus ENSPVAG00000011422
dasypus_novemcinctus ENSDNOG00000033629
loxodonta_africana ENSLAFG00000003599
phascolarctos_cinereus ENSPCIG00000009138
monodelphis_domestica ENSMODG00000002740
notamacropus_eugenii ENSMEUG00000016644
sarcophilus_harrisii ENSSHAG00000005922
