chelonoidis_abingdonii ENSCABG00000008233
xenopus_tropicalis ENSXETG00000027716
lepisosteus_oculatus ENSLOCG00000002098
paramormyrops_kingsleyae ENSPKIG00000024803
salvator_merianae ENSSMRG00000002333
pogona_vitticeps ENSPVIG00000025217
sphenodon_punctatus ENSSPUG00000017067
apteryx_rowi ENSARWG00000006633
apteryx_haastii ENSAHAG00000000339
apteryx_owenii ENSAOWG00000013771
dromaius_novaehollandiae ENSDNVG00000006863
lepidothrix_coronata ENSLCOG00000001478
manacus_vitellinus ENSMVIG00005011776
lonchura_striata_domestica ENSLSDG00000006354
taeniopygia_guttata ENSTGUG00000013382
serinus_canaria ENSSCAG00000009708
junco_hyemalis ENSJHYG00000000931
ficedula_albicollis ENSFALG00000005381
gallus_gallus ENSGALG00000014981
coturnix_japonica ENSCJPG00005017368
meleagris_gallopavo ENSMGAG00000014290
numida_meleagris ENSNMEG00000017019
anas_platyrhynchos_platyrhynchos ENSAPLG00000011097
anas_platyrhynchos_platyrhynchos ENSAPLG00000030204
anser_brachyrhynchus ENSABRG00000010266
calidris_pugnax ENSCPUG00000006538
calidris_pygmaea ENSCPGG00000008851
melopsittacus_undulatus ENSMUNG00000001002
crocodylus_porosus ENSCPRG00005003500
monodelphis_domestica ENSMODG00000018206
danio_rerio ENSDARG00000069920
astyanax_mexicanus ENSAMXG00000031750
monopterus_albus ENSMALG00000016284
mastacembelus_armatus ENSMAMG00000020570
anabas_testudineus ENSATEG00000001336
haplochromis_burtoni ENSHBUG00000004005
pundamilia_nyererei ENSPNYG00000006463
maylandia_zebra ENSMZEG00005019303
astatotilapia_calliptera ENSACLG00000017423
neolamprologus_brichardi ENSNBRG00000011265
oreochromis_niloticus ENSONIG00000015706
amphilophus_citrinellus ENSACIG00000006619
seriola_lalandi_dorsalis ENSSLDG00000013106
seriola_dumerili ENSSDUG00000014100
scophthalmus_maximus ENSSMAG00000008035
cynoglossus_semilaevis ENSCSEG00000009184
hippocampus_comes ENSHCOG00000018401
takifugu_rubripes ENSTRUG00000015927
tetraodon_nigroviridis ENSTNIG00000001444
mola_mola ENSMMOG00000019445
gasterosteus_aculeatus ENSGACG00000001415
labrus_bergylta ENSLBEG00000014168
amphiprion_ocellaris ENSAOCG00000016701
amphiprion_ocellaris ENSAOCG00000010371
amphiprion_percula ENSAPEG00000017672
acanthochromis_polyacanthus ENSAPOG00000005589
stegastes_partitus ENSSPAG00000022579
cyprinodon_variegatus ENSCVAG00000017658
fundulus_heteroclitus ENSFHEG00000015505
xiphophorus_couchianus ENSXCOG00000018135
xiphophorus_maculatus ENSXMAG00000014931
poecilia_formosa ENSPFOG00000018106
poecilia_latipinna ENSPLAG00000006450
poecilia_mexicana ENSPMEG00000014835
poecilia_reticulata ENSPREG00000000732
gambusia_affinis ENSGAFG00000013368
kryptolebias_marmoratus ENSKMAG00000014248
oryzias_latipes ENSORLG00000008633
oryzias_latipes_asm223469v1 ENSORLG00015000799
oryzias_latipes ENSORLG00020022473
oryzias_melastigma ENSOMEG00000016872
periophthalmus_magnuspinnatus ENSPMGG00000022641
gadus_morhua ENSGMOG00000004939
esox_lucius ENSELUG00000006208
scleropages_formosus ENSSFOG00015000791
eptatretus_burgeri ENSEBUG00000009967
ciona_intestinalis ENSCING00000024777
drosophila_melanogaster FBgn0030610
caenorhabditis_elegans_strain_n2 WBGene00018240
