xiphophorus_maculatus ENSXMAG00000022689
xiphophorus_couchianus ENSXCOG00000005480
poecilia_formosa ENSPFOG00000018534
poecilia_latipinna ENSPLAG00000003536
gambusia_affinis ENSGAFG00000011239
poecilia_reticulata ENSPREG00000003548
cyprinodon_variegatus ENSCVAG00000007198
fundulus_heteroclitus ENSFHEG00000004880
kryptolebias_marmoratus ENSKMAG00000019641
oryzias_latipes_asm223469v1 ENSORLG00015021079
oryzias_latipes ENSORLG00020001262
oryzias_latipes ENSORLG00000010399
oryzias_melastigma ENSOMEG00000019806
maylandia_zebra ENSMZEG00005017280
pundamilia_nyererei ENSPNYG00000022660
astatotilapia_calliptera ENSACLG00000004602
haplochromis_burtoni ENSHBUG00000022607
neolamprologus_brichardi ENSNBRG00000021000
oreochromis_niloticus ENSONIG00000001727
amphilophus_citrinellus ENSACIG00000012304
amphiprion_percula ENSAPEG00000012482
amphiprion_ocellaris ENSAOCG00000024603
acanthochromis_polyacanthus ENSAPOG00000018525
stegastes_partitus ENSSPAG00000004813
mastacembelus_armatus ENSMAMG00000006979
monopterus_albus ENSMALG00000018880
anabas_testudineus ENSATEG00000014565
seriola_lalandi_dorsalis ENSSLDG00000001251
seriola_lalandi_dorsalis ENSSLDG00000011890
seriola_dumerili ENSSDUG00000000778
scophthalmus_maximus ENSSMAG00000012609
takifugu_rubripes ENSTRUG00000007421
tetraodon_nigroviridis ENSTNIG00000002590
mola_mola ENSMMOG00000020301
labrus_bergylta ENSLBEG00000021182
labrus_bergylta ENSLBEG00000018657
gasterosteus_aculeatus ENSGACG00000004172
cynoglossus_semilaevis ENSCSEG00000011830
hippocampus_comes ENSHCOG00000021181
periophthalmus_magnuspinnatus ENSPMGG00000004130
gadus_morhua ENSGMOG00000000292
esox_lucius ENSELUG00000003420
pygocentrus_nattereri ENSPNAG00000008554
astyanax_mexicanus ENSAMXG00000002860
ictalurus_punctatus ENSIPUG00000001412
danio_rerio ENSDARG00000102608
scleropages_formosus ENSSFOG00015013998
paramormyrops_kingsleyae ENSPKIG00000002034
ictidomys_tridecemlineatus ENSSTOG00000024975
spermophilus_dauricus ENSSDAG00000012204
urocitellus_parryii ENSUPAG00010001684
marmota_marmota_marmota ENSMMMG00000006634
castor_canadensis ENSCCNG00000025708
mus_spicilegus ENSMSIG00000030775
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018599
mus_musculus ENSMUSG00000062198
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017753
mus_pahari MGP_PahariEiJ_G0029509
rattus_norvegicus ENSRNOG00000006986
meriones_unguiculatus ENSMUGG00000013014
microtus_ochrogaster ENSMOCG00000004049
microtus_ochrogaster ENSMOCG00000016951
peromyscus_maniculatus_bairdii ENSPEMG00000019771
cricetulus_griseus_crigri ENSCGRG00000010723
cricetulus_griseus_crigri-picr ENSCGRG00015012118
cricetulus_griseus_chok1gshd ENSCGRG00001023053
nannospalax_galili ENSNGAG00000001161
jaculus_jaculus ENSJJAG00000022781
chinchilla_lanigera ENSCLAG00000012880
octodon_degus ENSODEG00000004997
cavia_porcellus ENSCPOG00000026661
cavia_aperea ENSCAPG00000012489
heterocephalus_glaber_female ENSHGLG00000000845
heterocephalus_glaber_male ENSHGLG00100014976
fukomys_damarensis ENSFDAG00000007915
oryctolagus_cuniculus ENSOCUG00000022589
propithecus_coquereli ENSPCOG00000028316
microcebus_murinus ENSMICG00000039090
otolemur_garnettii ENSOGAG00000031729
carlito_syrichta ENSTSYG00000031638
capra_hircus ENSCHIG00000023755
ovis_aries ENSOARG00000007087
bos_taurus ENSBTAG00000037938
bos_mutus ENSBMUG00000003535
bison_bison_bison ENSBBBG00000007487
myotis_lucifugus ENSMLUG00000023750
equus_caballus ENSECAG00000015906
equus_asinus_asinus ENSEASG00005002053
ursus_maritimus ENSUMAG00000011238
ursus_americanus ENSUAMG00000012391
ailuropoda_melanoleuca ENSAMEG00000015534
canis_lupus_dingo ENSCAFG00020023434
canis_lupus_familiaris ENSCAFG00000013321
vulpes_vulpes ENSVVUG00000019944
neovison_vison ENSNVIG00000002515
mustela_putorius_furo ENSMPUG00000016304
panthera_tigris_altaica ENSPTIG00000001158
panthera_pardus ENSPPRG00000010130
felis_catus ENSFCAG00000029463
loxodonta_africana ENSLAFG00000025618
dasypus_novemcinctus ENSDNOG00000049185
sus_scrofa ENSSSCG00000001956
prolemur_simus ENSPSMG00000019037
sarcophilus_harrisii ENSSHAG00000001967
phascolarctos_cinereus ENSPCIG00000016177
monodelphis_domestica ENSMODG00000012929
ornithorhynchus_anatinus ENSOANG00000014050
pogona_vitticeps ENSPVIG00000006848
anolis_carolinensis ENSACAG00000002294
notechis_scutatus ENSNSUG00000003653
salvator_merianae ENSSMRG00000012800
sphenodon_punctatus ENSSPUG00000013118
taeniopygia_guttata ENSTGUG00000011942
taeniopygia_guttata ENSTGUG00000015594
lonchura_striata_domestica ENSLSDG00000002412
serinus_canaria ENSSCAG00000010491
zonotrichia_albicollis ENSZALG00000002615
