xiphophorus_maculatus ENSXMAG00000019975
xiphophorus_couchianus ENSXCOG00000015497
gambusia_affinis ENSGAFG00000017773
poecilia_latipinna ENSPLAG00000020056
kryptolebias_marmoratus ENSKMAG00000003742
oryzias_latipes ENSORLG00000027441
oryzias_latipes_asm223469v1 ENSORLG00015012294
oryzias_latipes ENSORLG00020017610
oryzias_melastigma ENSOMEG00000020360
cynoglossus_semilaevis ENSCSEG00000012461
labrus_bergylta ENSLBEG00000027303
labrus_bergylta ENSLBEG00000011442
gadus_morhua ENSGMOG00000019850
taeniopygia_guttata ENSTGUG00000004818
myotis_lucifugus ENSMLUG00000024812
