meleagris_gallopavo ENSMGAG00000011231
coturnix_japonica ENSCJPG00005012836
gallus_gallus ENSGALG00000054787
numida_meleagris ENSNMEG00000010190
anas_platyrhynchos ENSAPLG00000026179
anser_brachyrhynchus ENSABRG00000003680
calidris_pugnax ENSCPUG00000010211
calidris_pygmaea ENSCPGG00000000211
melopsittacus_undulatus ENSMUNG00000000763
zonotrichia_albicollis ENSZALG00000002518
junco_hyemalis ENSJHYG00000009170
serinus_canaria ENSSCAG00000000836
taeniopygia_guttata ENSTGUG00000003809
lonchura_striata ENSLSDG00000008506
parus_major ENSPMJG00000007541
cyanistes_caeruleus ENSCCEG00000009230
lepidothrix_coronata ENSLCOG00000013806
manacus_vitellinus ENSMVIG00005013785
apteryx_haastii ENSAHAG00000014345
apteryx_owenii ENSAOWG00000006736
apteryx_rowi ENSARWG00000013059
dromaius_novaehollandiae ENSDNVG00000007115
nothoprocta_perdicaria ENSNPEG00000008963
crocodylus_porosus ENSCPRG00005004937
gopherus_agassizii ENSGAGG00000005743
chelonoidis_abingdonii ENSCABG00000015860
chrysemys_picta ENSCPBG00000022747
pelodiscus_sinensis ENSPSIG00000004381
pogona_vitticeps ENSPVIG00000005516
ursus_americanus ENSUAMG00000007642
ursus_maritimus ENSUMAG00000015283
neovison_vison ENSNVIG00000003771
mustela_putorius ENSMPUG00000012903
canis_lupus ENSCAFG00000004424
canis_lupus ENSCAFG00020005672
vulpes_vulpes ENSVVUG00000022169
panthera_pardus ENSPPRG00000008934
panthera_tigris ENSPTIG00000013534
felis_catus ENSFCAG00000027563
sorex_araneus ENSSARG00000005469
ovis_aries ENSOARG00000004287
capra_hircus ENSCHIG00000009315
bos_indicus ENSBIXG00005002524
bos_indicus ENSBIXG00000008491
bos_taurus ENSBTAG00000044167
bison_bison ENSBBBG00000018065
bos_mutus ENSBMUG00000018027
tursiops_truncatus ENSTTRG00000006307
sus_scrofa ENSSSCG00000029268
vicugna_pacos ENSVPAG00000001832
pteropus_vampyrus ENSPVAG00000013590
myotis_lucifugus ENSMLUG00000001186
equus_asinus ENSEASG00005007956
equus_caballus ENSECAG00000022033
cavia_porcellus ENSCPOG00000001921
cavia_aperea ENSCAPG00000016147
chinchilla_lanigera ENSCLAG00000015843
heterocephalus_glaber ENSHGLG00000016986
heterocephalus_glaber ENSHGLG00100004421
fukomys_damarensis ENSFDAG00000006508
urocitellus_parryii ENSUPAG00010011889
ictidomys_tridecemlineatus ENSSTOG00000027179
marmota_marmota ENSMMMG00000008975
spermophilus_dauricus ENSSDAG00000009128
castor_canadensis ENSCCNG00000013886
dipodomys_ordii ENSDORG00000008136
mus_musculus ENSMUSG00000094985
mus_spretus MGP_SPRETEiJ_G0033991
mus_spicilegus ENSMSIG00000022649
mus_caroli MGP_CAROLIEiJ_G0032843
mus_pahari MGP_PahariEiJ_G0015709
rattus_norvegicus ENSRNOG00000025601
meriones_unguiculatus ENSMUGG00000008471
cricetulus_griseus ENSCGRG00015011544
cricetulus_griseus ENSCGRG00001014292
cricetulus_griseus ENSCGRG00000017300
mesocricetus_auratus ENSMAUG00000017724
microtus_ochrogaster ENSMOCG00000011800
peromyscus_maniculatus ENSPEMG00000010517
nannospalax_galili ENSNGAG00000015410
jaculus_jaculus ENSJJAG00000015611
oryctolagus_cuniculus ENSOCUG00000009016
tupaia_belangeri ENSTBEG00000014979
prolemur_simus ENSPSMG00000022561
propithecus_coquereli ENSPCOG00000015773
microcebus_murinus ENSMICG00000033686
otolemur_garnettii ENSOGAG00000033226
pan_troglodytes ENSPTRG00000014813
pan_paniscus ENSPPAG00000030482
homo_sapiens ENSG00000173769
gorilla_gorilla ENSGGOG00000025876
pongo_abelii ENSPPYG00000013963
nomascus_leucogenys ENSNLEG00000005926
macaca_mulatta ENSMMUG00000015127
macaca_nemestrina ENSMNEG00000031144
macaca_fascicularis ENSMFAG00000040339
cercocebus_atys ENSCATG00000042211
mandrillus_leucophaeus ENSMLEG00000034440
theropithecus_gelada ENSTGEG00000013593
papio_anubis ENSPANG00000019677
chlorocebus_sabaeus ENSCSAG00000016686
colobus_angolensis ENSCANG00000037102
piliocolobus_tephrosceles ENSPTEG00000012971
rhinopithecus_bieti ENSRBIG00000037888
rhinopithecus_roxellana ENSRROG00000031934
cebus_capucinus ENSCCAG00000036560
saimiri_boliviensis ENSSBOG00000024621
callithrix_jacchus ENSCJAG00000001760
aotus_nancymaae ENSANAG00000034745
loxodonta_africana ENSLAFG00000005642
vombatus_ursinus ENSVURG00010022890
vombatus_ursinus ENSVURG00010018480
phascolarctos_cinereus ENSPCIG00000026161
sarcophilus_harrisii ENSSHAG00000017638
monodelphis_domestica ENSMODG00000029231
xenopus_tropicalis ENSXETG00000004903
latimeria_chalumnae ENSLACG00000007951
astyanax_mexicanus ENSAMXG00000042198
astyanax_mexicanus ENSAMXG00005012906
pygocentrus_nattereri ENSPNAG00000002040
ictalurus_punctatus ENSIPUG00000016795
danio_rerio ENSDARG00000099801
clupea_harengus ENSCHAG00000005439
hucho_hucho ENSHHUG00000028561
esox_lucius ENSELUG00000024619
poecilia_mexicana ENSPMEG00000007044
poecilia_latipinna ENSPLAG00000017190
xiphophorus_maculatus ENSXMAG00000027488
fundulus_heteroclitus ENSFHEG00000017029
oryzias_latipes ENSORLG00000025699
hippocampus_comes ENSHCOG00000000553
betta_splendens ENSBSLG00000002423
takifugu_rubripes ENSTRUG00000024505
astatotilapia_calliptera ENSACLG00000005405
maylandia_zebra ENSMZEG00005011692
cynoglossus_semilaevis ENSCSEG00000010622
cottoperca_gobio ENSCGOG00000002778
larimichthys_crocea ENSLCRG00005008559
labrus_bergylta ENSLBEG00000024593
scophthalmus_maximus ENSSMAG00000020708
seriola_dumerili ENSSDUG00000001401
paramormyrops_kingsleyae ENSPKIG00000012229
lepisosteus_oculatus ENSLOCG00000001212
erpetoichthys_calabaricus ENSECRG00000018494
callorhinchus_milii ENSCMIG00000014139
