lepidothrix_coronata ENSLCOG00000008675
junco_hyemalis ENSJHYG00000007153
manacus_vitellinus ENSMVIG00005019561
serinus_canaria ENSSCAG00000012041
lonchura_striata_domestica ENSLSDG00000011367
anas_platyrhynchos_platyrhynchos ENSAPLG00000019147
apteryx_haastii ENSAHAG00000019539
apteryx_rowi ENSARWG00000008534
apteryx_owenii ENSAOWG00000012986
nothoprocta_perdicaria ENSNPEG00000012090
salvator_merianae ENSSMRG00000013804
notechis_scutatus ENSNSUG00000010144
rhinopithecus_bieti ENSRBIG00000029412
microtus_ochrogaster ENSMOCG00000016411
bos_taurus ENSBTAG00000052694
cynoglossus_semilaevis ENSCSEG00000000295
periophthalmus_magnuspinnatus ENSPMGG00000015949
cyprinodon_variegatus ENSCVAG00000019063
acanthochromis_polyacanthus ENSAPOG00000011789
ictalurus_punctatus ENSIPUG00000022933
pygocentrus_nattereri ENSPNAG00000014247
paramormyrops_kingsleyae ENSPKIG00000008963
