ursus_americanus ENSUAMG00000004980
ursus_maritimus ENSUMAG00000023927
ailuropoda_melanoleuca ENSAMEG00000020202
mustela_putorius ENSMPUG00000000730
neovison_vison ENSNVIG00000009570
canis_lupus ENSCAFG00020003565
canis_lupus ENSCAFG00000000271
vulpes_vulpes ENSVVUG00000001223
panthera_pardus ENSPPRG00000016090
panthera_tigris ENSPTIG00000008063
felis_catus ENSFCAG00000022525
panthera_pardus ENSPPRG00000011161
panthera_tigris ENSPTIG00000008066
sus_scrofa ENSSSCG00000051188
sus_scrofa ENSSSCG00000044183
pteropus_vampyrus ENSPVAG00000016530
equus_asinus ENSEASG00005007167
equus_caballus ENSECAG00000005363
erinaceus_europaeus ENSEEUG00000006934
prolemur_simus ENSPSMG00000024451
callithrix_jacchus ENSCJAG00000012069
tupaia_belangeri ENSTBEG00000015484
chinchilla_lanigera ENSCLAG00000017710
chinchilla_lanigera ENSCLAG00000010643
octodon_degus ENSODEG00000007859
heterocephalus_glaber ENSHGLG00100000844
heterocephalus_glaber ENSHGLG00000008226
heterocephalus_glaber ENSHGLG00100001109
heterocephalus_glaber ENSHGLG00000020562
heterocephalus_glaber ENSHGLG00100019735
heterocephalus_glaber ENSHGLG00100019683
heterocephalus_glaber ENSHGLG00000020761
fukomys_damarensis ENSFDAG00000018698
fukomys_damarensis ENSFDAG00000013831
fukomys_damarensis ENSFDAG00000007482
cavia_aperea ENSCAPG00000013603
cavia_porcellus ENSCPOG00000025194
cavia_aperea ENSCAPG00000016962
cavia_aperea ENSCAPG00000015561
cavia_porcellus ENSCPOG00000037406
spermophilus_dauricus ENSSDAG00000019032
ictidomys_tridecemlineatus ENSSTOG00000025716
castor_canadensis ENSCCNG00000002967
castor_canadensis ENSCCNG00000002962
mus_musculus ENSMUSG00000060918
mus_spretus MGP_SPRETEiJ_G0017148
mus_spicilegus ENSMSIG00000008960
mus_caroli MGP_CAROLIEiJ_G0016304
mus_pahari MGP_PahariEiJ_G0017439
rattus_norvegicus ENSRNOG00000047056
meriones_unguiculatus ENSMUGG00000002622
cricetulus_griseus ENSCGRG00001006382
cricetulus_griseus ENSCGRG00000019806
cricetulus_griseus ENSCGRG00015025764
peromyscus_maniculatus ENSPEMG00000030226
mus_spicilegus ENSMSIG00000010084
mus_spretus MGP_SPRETEiJ_G0017146
mus_caroli MGP_CAROLIEiJ_G0016302
mus_musculus ENSMUSG00000050343
mus_pahari MGP_PahariEiJ_G0017437
rattus_norvegicus ENSRNOG00000003668
meriones_unguiculatus ENSMUGG00000002643
cricetulus_griseus ENSCGRG00001007584
cricetulus_griseus ENSCGRG00000000290
peromyscus_maniculatus ENSPEMG00000029264
mus_spretus MGP_SPRETEiJ_G0017147
mus_spicilegus ENSMSIG00000010102
mus_musculus ENSMUSG00000061952
mus_pahari MGP_PahariEiJ_G0017438
rattus_norvegicus ENSRNOG00000047313
meriones_unguiculatus ENSMUGG00000002629
cricetulus_griseus ENSCGRG00015025768
cricetulus_griseus ENSCGRG00001005982
peromyscus_maniculatus ENSPEMG00000026849
peromyscus_maniculatus ENSPEMG00000025212
cricetulus_griseus ENSCGRG00015025765
cricetulus_griseus ENSCGRG00001005203
rattus_norvegicus ENSRNOG00000029930
mus_caroli MGP_CAROLIEiJ_G0016303
loxodonta_africana ENSLAFG00000017519
echinops_telfairi ENSETEG00000014329
dasypus_novemcinctus ENSDNOG00000007717
dasypus_novemcinctus ENSDNOG00000048356
phascolarctos_cinereus ENSPCIG00000013974
sarcophilus_harrisii ENSSHAG00000018642
monodelphis_domestica ENSMODG00000007750
monodelphis_domestica ENSMODG00000007741
monodelphis_domestica ENSMODG00000007702
sarcophilus_harrisii ENSSHAG00000018483
