caenorhabditis_elegans_strain_n2 WBGene00018508
piliocolobus_tephrosceles ENSPTEG00000004830
ornithorhynchus_anatinus ENSOANG00000028673
ornithorhynchus_anatinus ENSOANG00000031418
chelonoidis_abingdonii ENSCABG00000002157
gopherus_agassizii ENSGAGG00000000614
chrysemys_picta_bellii ENSCPBG00000024219
pelodiscus_sinensis ENSPSIG00000009502
anser_brachyrhynchus ENSABRG00000004270
anas_platyrhynchos_platyrhynchos ENSAPLG00000010796
gallus_gallus ENSGALG00000008385
meleagris_gallopavo ENSMGAG00000010658
coturnix_japonica ENSCJPG00005000591
numida_meleagris ENSNMEG00000009943
taeniopygia_guttata ENSTGUG00000010276
lonchura_striata_domestica ENSLSDG00000010259
serinus_canaria ENSSCAG00000014713
zonotrichia_albicollis ENSZALG00000008384
junco_hyemalis ENSJHYG00000001203
ficedula_albicollis ENSFALG00000011369
cyanistes_caeruleus ENSCCEG00000004920
parus_major ENSPMJG00000012036
lepidothrix_coronata ENSLCOG00000005914
manacus_vitellinus ENSMVIG00005006212
calidris_pugnax ENSCPUG00000009819
calidris_pygmaea ENSCPGG00000002063
melopsittacus_undulatus ENSMUNG00000006202
apteryx_haastii ENSAHAG00000004056
apteryx_owenii ENSAOWG00000008336
apteryx_rowi ENSARWG00000017599
dromaius_novaehollandiae ENSDNVG00000017688
nothoprocta_perdicaria ENSNPEG00000009940
meriones_unguiculatus ENSMUGG00000024531
sphenodon_punctatus ENSSPUG00000014426
sphenodon_punctatus ENSSPUG00000014458
sphenodon_punctatus ENSSPUG00000014445
pogona_vitticeps ENSPVIG00000025318
anolis_carolinensis ENSACAG00000005024
notechis_scutatus ENSNSUG00000020218
salvator_merianae ENSSMRG00000019444
monodelphis_domestica ENSMODG00000017788
sarcophilus_harrisii ENSSHAG00000013952
notamacropus_eugenii ENSMEUG00000003904
phascolarctos_cinereus ENSPCIG00000018313
pongo_abelii ENSPPYG00000006419
gorilla_gorilla ENSGGOG00000039820
rhinopithecus_bieti ENSRBIG00000020270
colobus_angolensis_palliatus ENSCANG00000031915
theropithecus_gelada ENSTGEG00000007475
papio_anubis ENSPANG00000036103
mandrillus_leucophaeus ENSMLEG00000031104
cercocebus_atys ENSCATG00000042906
pan_troglodytes ENSPTRG00000022996
pan_troglodytes ENSPTRG00000050120
homo_sapiens ENSG00000168781
gorilla_gorilla ENSGGOG00000004640
pongo_abelii ENSPPYG00000006416
nomascus_leucogenys ENSNLEG00000005103
piliocolobus_tephrosceles ENSPTEG00000019984
piliocolobus_tephrosceles ENSPTEG00000013373
colobus_angolensis_palliatus ENSCANG00000015456
rhinopithecus_bieti ENSRBIG00000035527
theropithecus_gelada ENSTGEG00000007243
papio_anubis ENSPANG00000018331
macaca_fascicularis ENSMFAG00000000656
macaca_mulatta ENSMMUG00000007860
macaca_nemestrina ENSMNEG00000024607
mandrillus_leucophaeus ENSMLEG00000030968
cercocebus_atys ENSCATG00000031676
chlorocebus_sabaeus ENSCSAG00000009247
saimiri_boliviensis_boliviensis ENSSBOG00000036037
cebus_capucinus ENSCCAG00000032121
callithrix_jacchus ENSCJAG00000002715
aotus_nancymaae ENSANAG00000031948
carlito_syrichta ENSTSYG00000004832
propithecus_coquereli ENSPCOG00000021519
microcebus_murinus ENSMICG00000010125
prolemur_simus ENSPSMG00000008854
otolemur_garnettii ENSOGAG00000006084
tupaia_belangeri ENSTBEG00000011767
castor_canadensis ENSCCNG00000000037
dipodomys_ordii ENSDORG00000024763
mus_spicilegus ENSMSIG00000028650
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025104
mus_musculus ENSMUSG00000033526
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024188
mus_pahari MGP_PahariEiJ_G0025630
rattus_norvegicus ENSRNOG00000014436
meriones_unguiculatus ENSMUGG00000019664
cricetulus_griseus_crigri-picr ENSCGRG00015019948
cricetulus_griseus_crigri ENSCGRG00000009115
cricetulus_griseus_chok1gshd ENSCGRG00001018749
mesocricetus_auratus ENSMAUG00000001229
peromyscus_maniculatus_bairdii ENSPEMG00000003736
nannospalax_galili ENSNGAG00000015262
jaculus_jaculus ENSJJAG00000012352
ictidomys_tridecemlineatus ENSSTOG00000007074
urocitellus_parryii ENSUPAG00010010520
spermophilus_dauricus ENSSDAG00000013824
marmota_marmota_marmota ENSMMMG00000018436
chinchilla_lanigera ENSCLAG00000008772
octodon_degus ENSODEG00000016403
cavia_porcellus ENSCPOG00000001790
cavia_aperea ENSCAPG00000017926
heterocephalus_glaber_male ENSHGLG00100014800
heterocephalus_glaber_female ENSHGLG00000013903
fukomys_damarensis ENSFDAG00000009210
oryctolagus_cuniculus ENSOCUG00000003096
ochotona_princeps ENSOPRG00000008343
pteropus_vampyrus ENSPVAG00000008853
myotis_lucifugus ENSMLUG00000014016
equus_caballus ENSECAG00000015951
equus_asinus_asinus ENSEASG00005006216
canis_lupus_dingo ENSCAFG00020000688
canis_lupus_familiaris ENSCAFG00000012999
vulpes_vulpes ENSVVUG00000009875
mustela_putorius_furo ENSMPUG00000010280
neovison_vison ENSNVIG00000020362
panthera_pardus ENSPPRG00000024488
panthera_tigris_altaica ENSPTIG00000008294
felis_catus ENSFCAG00000004223
bos_mutus ENSBMUG00000020411
bos_taurus ENSBTAG00000014005
bison_bison_bison ENSBBBG00000010069
capra_hircus ENSCHIG00000007418
ovis_aries ENSOARG00000010381
tursiops_truncatus ENSTTRG00000005820
sus_scrofa ENSSSCG00000004704
vicugna_pacos ENSVPAG00000006288
sorex_araneus ENSSARG00000000922
ursus_maritimus ENSUMAG00000008525
ursus_americanus ENSUAMG00000015040
ailuropoda_melanoleuca ENSAMEG00000015308
erinaceus_europaeus ENSEEUG00000001585
loxodonta_africana ENSLAFG00000027623
procavia_capensis ENSPCAG00000005576
echinops_telfairi ENSETEG00000019745
choloepus_hoffmanni ENSCHOG00000007765
dasypus_novemcinctus ENSDNOG00000005820
ornithorhynchus_anatinus ENSOANG00000020382
xenopus_tropicalis ENSXETG00000004653
latimeria_chalumnae ENSLACG00000011206
gadus_morhua ENSGMOG00000009069
gadus_morhua ENSGMOG00000009057
amphilophus_citrinellus ENSACIG00000013125
amphiprion_ocellaris ENSAOCG00000000304
cyprinodon_variegatus ENSCVAG00000003768
fundulus_heteroclitus ENSFHEG00000016856
poecilia_formosa ENSPFOG00000002078
poecilia_mexicana ENSPMEG00000021112
poecilia_latipinna ENSPLAG00000019845
poecilia_reticulata ENSPREG00000017639
xiphophorus_maculatus ENSXMAG00000018275
xiphophorus_couchianus ENSXCOG00000002858
gambusia_affinis ENSGAFG00000017696
kryptolebias_marmoratus ENSKMAG00000007205
oryzias_latipes_asm223469v1 ENSORLG00015006844
oryzias_latipes ENSORLG00020004501
oryzias_latipes ENSORLG00000000107
oryzias_melastigma ENSOMEG00000014620
takifugu_rubripes ENSTRUG00000013135
tetraodon_nigroviridis ENSTNIG00000003948
cynoglossus_semilaevis ENSCSEG00000009909
gasterosteus_aculeatus ENSGACG00000017465
gasterosteus_aculeatus ENSGACG00000017468
mola_mola ENSMMOG00000016674
labrus_bergylta ENSLBEG00000015863
seriola_dumerili ENSSDUG00000019578
seriola_lalandi_dorsalis ENSSLDG00000024437
scophthalmus_maximus ENSSMAG00000004957
acanthochromis_polyacanthus ENSAPOG00000008639
amphiprion_percula ENSAPEG00000000197
stegastes_partitus ENSSPAG00000022600
anabas_testudineus ENSATEG00000017985
haplochromis_burtoni ENSHBUG00000002656
pundamilia_nyererei ENSPNYG00000001994
maylandia_zebra ENSMZEG00005016039
astatotilapia_calliptera ENSACLG00000007007
oreochromis_niloticus ENSONIG00000007022
neolamprologus_brichardi ENSNBRG00000011086
monopterus_albus ENSMALG00000009352
hippocampus_comes ENSHCOG00000006504
periophthalmus_magnuspinnatus ENSPMGG00000011218
periophthalmus_magnuspinnatus ENSPMGG00000021241
esox_lucius ENSELUG00000003283
pygocentrus_nattereri ENSPNAG00000021348
astyanax_mexicanus ENSAMXG00000008287
ictalurus_punctatus ENSIPUG00000022957
danio_rerio ENSDARG00000076143
paramormyrops_kingsleyae ENSPKIG00000003190
scleropages_formosus ENSSFOG00015015231
paramormyrops_kingsleyae ENSPKIG00000015535
lepisosteus_oculatus ENSLOCG00000014203
scleropages_formosus ENSSFOG00015018209
labrus_bergylta ENSLBEG00000019441
takifugu_rubripes ENSTRUG00000015871
scophthalmus_maximus ENSSMAG00000004747
cynoglossus_semilaevis ENSCSEG00000000686
seriola_dumerili ENSSDUG00000023574
seriola_lalandi_dorsalis ENSSLDG00000002528
monopterus_albus ENSMALG00000016167
mastacembelus_armatus ENSMAMG00000023066
anabas_testudineus ENSATEG00000021582
amphiprion_ocellaris ENSAOCG00000011734
amphiprion_percula ENSAPEG00000012316
acanthochromis_polyacanthus ENSAPOG00000011164
stegastes_partitus ENSSPAG00000020287
astatotilapia_calliptera ENSACLG00000023567
maylandia_zebra ENSMZEG00005011301
pundamilia_nyererei ENSPNYG00000009853
haplochromis_burtoni ENSHBUG00000008112
oreochromis_niloticus ENSONIG00000015640
neolamprologus_brichardi ENSNBRG00000016908
amphilophus_citrinellus ENSACIG00000012248
fundulus_heteroclitus ENSFHEG00000018336
cyprinodon_variegatus ENSCVAG00000001641
poecilia_formosa ENSPFOG00000004141
poecilia_latipinna ENSPLAG00000006912
poecilia_mexicana ENSPMEG00000016452
poecilia_reticulata ENSPREG00000006124
xiphophorus_maculatus ENSXMAG00000012976
xiphophorus_couchianus ENSXCOG00000000643
gambusia_affinis ENSGAFG00000005541
kryptolebias_marmoratus ENSKMAG00000006865
oryzias_latipes_asm223469v1 ENSORLG00015015890
oryzias_latipes ENSORLG00000001575
oryzias_latipes ENSORLG00020022205
oryzias_melastigma ENSOMEG00000004199
gasterosteus_aculeatus ENSGACG00000007114
mola_mola ENSMMOG00000018993
tetraodon_nigroviridis ENSTNIG00000010395
hippocampus_comes ENSHCOG00000008460
gadus_morhua ENSGMOG00000019258
esox_lucius ENSELUG00000003069
pygocentrus_nattereri ENSPNAG00000022113
astyanax_mexicanus ENSAMXG00000013519
ictalurus_punctatus ENSIPUG00000003478
danio_rerio ENSDARG00000073909
petromyzon_marinus ENSPMAG00000007816
eptatretus_burgeri ENSEBUG00000006355
gadus_morhua ENSGMOG00000001736
gadus_morhua ENSGMOG00000001748
astyanax_mexicanus ENSAMXG00000011364
pygocentrus_nattereri ENSPNAG00000020717
ictalurus_punctatus ENSIPUG00000001177
danio_rerio ENSDARG00000078441
esox_lucius ENSELUG00000017466
scleropages_formosus ENSSFOG00015007301
paramormyrops_kingsleyae ENSPKIG00000024863
lepisosteus_oculatus ENSLOCG00000009118
phascolarctos_cinereus ENSPCIG00000003145
notamacropus_eugenii ENSMEUG00000008237
sarcophilus_harrisii ENSSHAG00000001399
monodelphis_domestica ENSMODG00000019292
dipodomys_ordii ENSDORG00000004885
castor_canadensis ENSCCNG00000020293
cricetulus_griseus_crigri-picr ENSCGRG00015018388
cricetulus_griseus_chok1gshd ENSCGRG00001002274
cricetulus_griseus_crigri ENSCGRG00000001000
mesocricetus_auratus ENSMAUG00000008533
microtus_ochrogaster ENSMOCG00000020966
peromyscus_maniculatus_bairdii ENSPEMG00000010567
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015280
mus_musculus ENSMUSG00000040648
mus_spicilegus ENSMSIG00000024118
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014476
mus_pahari MGP_PahariEiJ_G0027712
nannospalax_galili ENSNGAG00000021019
jaculus_jaculus ENSJJAG00000017958
chinchilla_lanigera ENSCLAG00000013304
octodon_degus ENSODEG00000012976
cavia_porcellus ENSCPOG00000013078
cavia_aperea ENSCAPG00000009431
heterocephalus_glaber_female ENSHGLG00000004969
heterocephalus_glaber_male ENSHGLG00100000848
fukomys_damarensis ENSFDAG00000004480
urocitellus_parryii ENSUPAG00010023117
ictidomys_tridecemlineatus ENSSTOG00000023063
spermophilus_dauricus ENSSDAG00000023522
marmota_marmota_marmota ENSMMMG00000008005
pan_troglodytes ENSPTRG00000017112
pan_paniscus ENSPPAG00000027206
gorilla_gorilla ENSGGOG00000012250
homo_sapiens ENSG00000145725
pongo_abelii ENSPPYG00000015667
nomascus_leucogenys ENSNLEG00000011109
theropithecus_gelada ENSTGEG00000008675
papio_anubis ENSPANG00000020013
mandrillus_leucophaeus ENSMLEG00000030975
cercocebus_atys ENSCATG00000038434
macaca_fascicularis ENSMFAG00000031770
macaca_mulatta ENSMMUG00000007787
macaca_nemestrina ENSMNEG00000044524
chlorocebus_sabaeus ENSCSAG00000015149
colobus_angolensis_palliatus ENSCANG00000041846
piliocolobus_tephrosceles ENSPTEG00000018862
rhinopithecus_roxellana ENSRROG00000041846
rhinopithecus_bieti ENSRBIG00000028329
cebus_capucinus ENSCCAG00000013531
callithrix_jacchus ENSCJAG00000009127
saimiri_boliviensis_boliviensis ENSSBOG00000020817
aotus_nancymaae ENSANAG00000037695
carlito_syrichta ENSTSYG00000002492
microcebus_murinus ENSMICG00000004779
propithecus_coquereli ENSPCOG00000018179
prolemur_simus ENSPSMG00000011140
otolemur_garnettii ENSOGAG00000008268
