vombatus_ursinus ENSVURG00010010396
phascolarctos_cinereus ENSPCIG00000019606
notamacropus_eugenii ENSMEUG00000012305
sarcophilus_harrisii ENSSHAG00000004536
monodelphis_domestica ENSMODG00000014992
dipodomys_ordii ENSDORG00000010014
rattus_norvegicus ENSRNOG00000048622
oryctolagus_cuniculus ENSOCUG00000039448
vicugna_pacos ENSVPAG00000008871
oryctolagus_cuniculus ENSOCUG00000026276
ursus_maritimus ENSUMAG00000012367
loxodonta_africana ENSLAFG00000007273
procavia_capensis ENSPCAG00000011901
echinops_telfairi ENSETEG00000004523
panthera_tigris ENSPTIG00000007062
panthera_tigris ENSPTIG00000006764
ailuropoda_melanoleuca ENSAMEG00000010148
ursus_americanus ENSUAMG00000010262
equus_asinus ENSEASG00005000531
equus_caballus ENSECAG00000008366
neovison_vison ENSNVIG00000015425
mustela_putorius ENSMPUG00000016012
canis_lupus ENSCAFG00000015616
canis_lupus ENSCAFG00020010296
vulpes_vulpes ENSVVUG00000016480
panthera_pardus ENSPPRG00000020039
felis_catus ENSFCAG00000001576
myotis_lucifugus ENSMLUG00000013916
pteropus_vampyrus ENSPVAG00000004332
capra_hircus ENSCHIG00000016199
ovis_aries ENSOARG00000018503
bos_indicus ENSBIXG00005015805
bos_indicus ENSBIXG00000026552
bos_taurus ENSBTAG00000009330
bos_mutus ENSBMUG00000025053
bison_bison ENSBBBG00000012458
tursiops_truncatus ENSTTRG00000015025
sus_scrofa ENSSSCG00000013867
prolemur_simus ENSPSMG00000016105
microcebus_murinus ENSMICG00000003468
propithecus_coquereli ENSPCOG00000008105
otolemur_garnettii ENSOGAG00000006074
pan_troglodytes ENSPTRG00000010654
pan_paniscus ENSPPAG00000043909
homo_sapiens ENSG00000127511
gorilla_gorilla ENSGGOG00000009520
pongo_abelii ENSPPYG00000009697
nomascus_leucogenys ENSNLEG00000005595
colobus_angolensis ENSCANG00000038027
piliocolobus_tephrosceles ENSPTEG00000033578
rhinopithecus_roxellana ENSRROG00000040763
rhinopithecus_bieti ENSRBIG00000026669
cercocebus_atys ENSCATG00000043735
mandrillus_leucophaeus ENSMLEG00000042048
macaca_nemestrina ENSMNEG00000031515
macaca_fascicularis ENSMFAG00000001377
macaca_mulatta ENSMMUG00000018504
chlorocebus_sabaeus ENSCSAG00000005690
papio_anubis ENSPANG00000004466
theropithecus_gelada ENSTGEG00000011288
saimiri_boliviensis ENSSBOG00000025410
callithrix_jacchus ENSCJAG00000016111
cebus_capucinus ENSCCAG00000021888
aotus_nancymaae ENSANAG00000024196
urocitellus_parryii ENSUPAG00010021629
spermophilus_dauricus ENSSDAG00000008166
marmota_marmota ENSMMMG00000023221
ictidomys_tridecemlineatus ENSSTOG00000014634
carlito_syrichta ENSTSYG00000031803
tupaia_belangeri ENSTBEG00000000603
cricetulus_griseus ENSCGRG00015006267
cricetulus_griseus ENSCGRG00001018859
cricetulus_griseus ENSCGRG00000018281
mesocricetus_auratus ENSMAUG00000009943
microtus_ochrogaster ENSMOCG00000000965
peromyscus_maniculatus ENSPEMG00000001072
mus_spicilegus ENSMSIG00000026848
mus_musculus ENSMUSG00000031622
mus_spretus MGP_SPRETEiJ_G0032347
mus_caroli MGP_CAROLIEiJ_G0031226
mus_pahari MGP_PahariEiJ_G0021691
meriones_unguiculatus ENSMUGG00000002697
nannospalax_galili ENSNGAG00000023179
castor_canadensis ENSCCNG00000019870
chinchilla_lanigera ENSCLAG00000006937
octodon_degus ENSODEG00000001769
cavia_porcellus ENSCPOG00000025963
cavia_aperea ENSCAPG00000000309
heterocephalus_glaber ENSHGLG00100012939
heterocephalus_glaber ENSHGLG00000003523
fukomys_damarensis ENSFDAG00000019014
ochotona_princeps ENSOPRG00000009248
sorex_araneus ENSSARG00000014444
ornithorhynchus_anatinus ENSOANG00000013064
nothoprocta_perdicaria ENSNPEG00000011113
nothoprocta_perdicaria ENSNPEG00000011111
apteryx_haastii ENSAHAG00000013678
apteryx_owenii ENSAOWG00000012625
apteryx_rowi ENSARWG00000018661
