scleropages_formosus ENSSFOG00015007130
paramormyrops_kingsleyae ENSPKIG00000017832
anabas_testudineus ENSATEG00000017481
scophthalmus_maximus ENSSMAG00000003224
labrus_bergylta ENSLBEG00000018885
gasterosteus_aculeatus ENSGACG00000006692
mastacembelus_armatus ENSMAMG00000020714
takifugu_rubripes ENSTRUG00000022525
tetraodon_nigroviridis ENSTNIG00000016675
mola_mola ENSMMOG00000001130
monopterus_albus ENSMALG00000017751
monopterus_albus ENSMALG00000000707
seriola_lalandi_dorsalis ENSSLDG00000019200
seriola_dumerili ENSSDUG00000002563
amphiprion_ocellaris ENSAOCG00000011524
amphiprion_percula ENSAPEG00000006411
acanthochromis_polyacanthus ENSAPOG00000018910
stegastes_partitus ENSSPAG00000009212
haplochromis_burtoni ENSHBUG00000003576
pundamilia_nyererei ENSPNYG00000015930
maylandia_zebra ENSMZEG00005007193
astatotilapia_calliptera ENSACLG00000013910
neolamprologus_brichardi ENSNBRG00000014657
oreochromis_niloticus ENSONIG00000015212
amphilophus_citrinellus ENSACIG00000004138
xiphophorus_couchianus ENSXCOG00000006692
xiphophorus_maculatus ENSXMAG00000027872
gambusia_affinis ENSGAFG00000012150
poecilia_formosa ENSPFOG00000007743
poecilia_mexicana ENSPMEG00000010535
poecilia_latipinna ENSPLAG00000003261
poecilia_reticulata ENSPREG00000015919
cyprinodon_variegatus ENSCVAG00000020768
fundulus_heteroclitus ENSFHEG00000018442
kryptolebias_marmoratus ENSKMAG00000000245
oryzias_latipes ENSORLG00000003918
oryzias_latipes_asm223469v1 ENSORLG00015011456
oryzias_latipes ENSORLG00020002725
oryzias_melastigma ENSOMEG00000020780
cynoglossus_semilaevis ENSCSEG00000017772
periophthalmus_magnuspinnatus ENSPMGG00000017139
gadus_morhua ENSGMOG00000007601
esox_lucius ENSELUG00000002596
pygocentrus_nattereri ENSPNAG00000000646
astyanax_mexicanus ENSAMXG00000021096
ictalurus_punctatus ENSIPUG00000025062
danio_rerio ENSDARG00000089837
lepisosteus_oculatus ENSLOCG00000009217
sphenodon_punctatus ENSSPUG00000004523
sphenodon_punctatus ENSSPUG00000004528
pogona_vitticeps ENSPVIG00000015704
anolis_carolinensis ENSACAG00000012938
notechis_scutatus ENSNSUG00000014353
salvator_merianae ENSSMRG00000019213
apteryx_owenii ENSAOWG00000014549
apteryx_rowi ENSARWG00000010973
apteryx_haastii ENSAHAG00000011291
dromaius_novaehollandiae ENSDNVG00000009228
nothoprocta_perdicaria ENSNPEG00000007072
calidris_pugnax ENSCPUG00000015015
calidris_pygmaea ENSCPGG00000007690
melopsittacus_undulatus ENSMUNG00000011965
parus_major ENSPMJG00000001468
cyanistes_caeruleus ENSCCEG00000010102
ficedula_albicollis ENSFALG00000003362
lonchura_striata_domestica ENSLSDG00000013087
lonchura_striata_domestica ENSLSDG00000013094
taeniopygia_guttata ENSTGUG00000000518
serinus_canaria ENSSCAG00000003562
zonotrichia_albicollis ENSZALG00000012378
manacus_vitellinus ENSMVIG00005020030
lepidothrix_coronata ENSLCOG00000004841
anser_brachyrhynchus ENSABRG00000016141
anas_platyrhynchos_platyrhynchos ENSAPLG00000024320
numida_meleagris ENSNMEG00000017652
gallus_gallus ENSGALG00000052503
crocodylus_porosus ENSCPRG00005010116
gopherus_agassizii ENSGAGG00000021671
chelonoidis_abingdonii ENSCABG00000019587
chrysemys_picta_bellii ENSCPBG00000005433
pelodiscus_sinensis ENSPSIG00000011644
phascolarctos_cinereus ENSPCIG00000011965
sarcophilus_harrisii ENSSHAG00000008061
notamacropus_eugenii ENSMEUG00000002161
monodelphis_domestica ENSMODG00000000488
dasypus_novemcinctus ENSDNOG00000040183
choloepus_hoffmanni ENSCHOG00000012494
pan_troglodytes ENSPTRG00000021151
homo_sapiens ENSG00000130958
gorilla_gorilla ENSGGOG00000007499
pongo_abelii ENSPPYG00000019415
nomascus_leucogenys ENSNLEG00000016807
macaca_fascicularis ENSMFAG00000000700
macaca_mulatta ENSMMUG00000007992
macaca_nemestrina ENSMNEG00000039536
theropithecus_gelada ENSTGEG00000004983
papio_anubis ENSPANG00000024634
mandrillus_leucophaeus ENSMLEG00000038387
chlorocebus_sabaeus ENSCSAG00000006682
rhinopithecus_bieti ENSRBIG00000034500
rhinopithecus_roxellana ENSRROG00000013075
piliocolobus_tephrosceles ENSPTEG00000025217
colobus_angolensis_palliatus ENSCANG00000036084
homo_sapiens ENSG00000285269
pan_paniscus ENSPPAG00000039175
cercocebus_atys ENSCATG00000036124
cebus_capucinus ENSCCAG00000019726
saimiri_boliviensis_boliviensis ENSSBOG00000031140
callithrix_jacchus ENSCJAG00000012556
aotus_nancymaae ENSANAG00000028518
carlito_syrichta ENSTSYG00000009931
propithecus_coquereli ENSPCOG00000027921
microcebus_murinus ENSMICG00000002006
prolemur_simus ENSPSMG00000009490
otolemur_garnettii ENSOGAG00000004333
dipodomys_ordii ENSDORG00000010744
castor_canadensis ENSCCNG00000025440
heterocephalus_glaber_female ENSHGLG00000017371
heterocephalus_glaber_male ENSHGLG00100000471
fukomys_damarensis ENSFDAG00000009871
octodon_degus ENSODEG00000016013
cavia_porcellus ENSCPOG00000003734
cavia_aperea ENSCAPG00000006957
urocitellus_parryii ENSUPAG00010003656
ictidomys_tridecemlineatus ENSSTOG00000005639
marmota_marmota_marmota ENSMMMG00000002267
mus_spicilegus ENSMSIG00000021264
mus_musculus ENSMUSG00000033114
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019517
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018637
mus_pahari MGP_PahariEiJ_G0019701
rattus_norvegicus ENSRNOG00000027229
meriones_unguiculatus ENSMUGG00000018445
peromyscus_maniculatus_bairdii ENSPEMG00000021173
microtus_ochrogaster ENSMOCG00000017626
cricetulus_griseus_crigri ENSCGRG00000004014
cricetulus_griseus_crigri-picr ENSCGRG00015013082
cricetulus_griseus_chok1gshd ENSCGRG00001020192
mesocricetus_auratus ENSMAUG00000016504
nannospalax_galili ENSNGAG00000013360
jaculus_jaculus ENSJJAG00000011235
ursus_maritimus ENSUMAG00000009849
ursus_americanus ENSUAMG00000007170
ailuropoda_melanoleuca ENSAMEG00000012082
mustela_putorius_furo ENSMPUG00000006856
neovison_vison ENSNVIG00000012075
canis_lupus_familiaris ENSCAFG00000001216
canis_lupus_dingo ENSCAFG00020022723
vulpes_vulpes ENSVVUG00000022922
panthera_pardus ENSPPRG00000020058
panthera_tigris_altaica ENSPTIG00000010233
felis_catus ENSFCAG00000015586
sorex_araneus ENSSARG00000002731
sus_scrofa ENSSSCG00000039368
vicugna_pacos ENSVPAG00000002181
capra_hircus ENSCHIG00000020406
ovis_aries ENSOARG00000008491
bos_taurus ENSBTAG00000019939
bos_mutus ENSBMUG00000015644
bison_bison_bison ENSBBBG00000011173
tursiops_truncatus ENSTTRG00000001731
equus_caballus ENSECAG00000009749
pteropus_vampyrus ENSPVAG00000007648
oryctolagus_cuniculus ENSOCUG00000008540
ochotona_princeps ENSOPRG00000011700
tupaia_belangeri ENSTBEG00000001308
equus_asinus_asinus ENSEASG00005020016
bos_mutus ENSBMUG00000002090
myotis_lucifugus ENSMLUG00000017274
loxodonta_africana ENSLAFG00000002986
procavia_capensis ENSPCAG00000008096
echinops_telfairi ENSETEG00000017063
