cyanistes_caeruleus ENSCCEG00000003907
parus_major ENSPMJG00000000778
ficedula_albicollis ENSFALG00000001265
junco_hyemalis ENSJHYG00000001622
lepidothrix_coronata ENSLCOG00000007684
gallus_gallus ENSGALG00000028664
apteryx_owenii ENSAOWG00000017848
apteryx_haastii ENSAHAG00000001297
apteryx_rowi ENSARWG00000007913
crocodylus_porosus ENSCPRG00005013794
chrysemys_picta_bellii ENSCPBG00000025650
gopherus_agassizii ENSGAGG00000009932
notechis_scutatus ENSNSUG00000007418
salvator_merianae ENSSMRG00000011890
colobus_angolensis_palliatus ENSCANG00000042184
rhinopithecus_roxellana ENSRROG00000025109
aotus_nancymaae ENSANAG00000030072
microcebus_murinus ENSMICG00000046559
peromyscus_maniculatus_bairdii ENSPEMG00000025507
jaculus_jaculus ENSJJAG00000000355
loxodonta_africana ENSLAFG00000032213
monodelphis_domestica ENSMODG00000017133
ovis_aries ENSOARG00000003292
bison_bison_bison ENSBBBG00000014078
equus_asinus_asinus ENSEASG00005000097
macaca_nemestrina ENSMNEG00000045330
nomascus_leucogenys ENSNLEG00000035093
rattus_norvegicus ENSRNOG00000032516
bos_taurus ENSBTAG00000024476
vicugna_pacos ENSVPAG00000012182
tursiops_truncatus ENSTTRG00000016175
ursus_maritimus ENSUMAG00000019771
equus_caballus ENSECAG00000003460
sorex_araneus ENSSARG00000012383
panthera_pardus ENSPPRG00000024183
mustela_putorius_furo ENSMPUG00000006169
capra_hircus ENSCHIG00000012535
microtus_ochrogaster ENSMOCG00000018757
mus_pahari MGP_PahariEiJ_G0026653
oryctolagus_cuniculus ENSOCUG00000016204
pongo_abelii ENSPPYG00000000768
pan_paniscus ENSPPAG00000038950
papio_anubis ENSPANG00000033200
procavia_capensis ENSPCAG00000014547
sarcophilus_harrisii ENSSHAG00000004796
gorilla_gorilla ENSGGOG00000043203
pan_paniscus ENSPPAG00000037079
nomascus_leucogenys ENSNLEG00000033396
colobus_angolensis_palliatus ENSCANG00000037499
saimiri_boliviensis_boliviensis ENSSBOG00000025667
dipodomys_ordii ENSDORG00000023152
dipodomys_ordii ENSDORG00000029035
mesocricetus_auratus ENSMAUG00000011157
aotus_nancymaae ENSANAG00000029343
cebus_capucinus ENSCCAG00000037992
aotus_nancymaae ENSANAG00000034432
mus_spicilegus ENSMSIG00000013203
mus_musculus ENSMUSG00000062687
cricetulus_griseus_crigri ENSCGRG00000002813
cricetulus_griseus_crigri-picr ENSCGRG00015019660
cricetulus_griseus_chok1gshd ENSCGRG00001022286
ochotona_princeps ENSOPRG00000000356
callithrix_jacchus ENSCJAG00000009331
spermophilus_dauricus ENSSDAG00000023848
cricetulus_griseus_crigri ENSCGRG00000004758
cricetulus_griseus_crigri-picr ENSCGRG00015003802
meriones_unguiculatus ENSMUGG00000000181
urocitellus_parryii ENSUPAG00010001700
propithecus_coquereli ENSPCOG00000022048
prolemur_simus ENSPSMG00000022661
otolemur_garnettii ENSOGAG00000006384
rhinopithecus_roxellana ENSRROG00000003373
rhinopithecus_bieti ENSRBIG00000037023
piliocolobus_tephrosceles ENSPTEG00000033746
macaca_fascicularis ENSMFAG00000002089
mandrillus_leucophaeus ENSMLEG00000030222
gorilla_gorilla ENSGGOG00000013419
myotis_lucifugus ENSMLUG00000002408
erinaceus_europaeus ENSEEUG00000015895
bos_mutus ENSBMUG00000011263
ursus_americanus ENSUAMG00000014347
neovison_vison ENSNVIG00000018437
vulpes_vulpes ENSVVUG00000001940
felis_catus ENSFCAG00000032392
echinops_telfairi ENSETEG00000003337
notamacropus_eugenii ENSMEUG00000002908
propithecus_coquereli ENSPCOG00000025639
cebus_capucinus ENSCCAG00000032846
castor_canadensis ENSCCNG00000020318
mesocricetus_auratus ENSMAUG00000003387
dipodomys_ordii ENSDORG00000029481
pan_troglodytes ENSPTRG00000048647
pan_troglodytes ENSPTRG00000046262
pan_paniscus ENSPPAG00000031993
gorilla_gorilla ENSGGOG00000010227
rhinopithecus_roxellana ENSRROG00000041018
rhinopithecus_bieti ENSRBIG00000040463
macaca_nemestrina ENSMNEG00000042667
macaca_fascicularis ENSMFAG00000036129
papio_anubis ENSPANG00000033818
cercocebus_atys ENSCATG00000001207
mandrillus_leucophaeus ENSMLEG00000032729
theropithecus_gelada ENSTGEG00000003539
colobus_angolensis_palliatus ENSCANG00000008484
mus_spicilegus ENSMSIG00000026824
octodon_degus ENSODEG00000009865
pan_troglodytes ENSPTRG00000049278
pan_paniscus ENSPPAG00000039062
gorilla_gorilla ENSGGOG00000039063
macaca_nemestrina ENSMNEG00000039292
macaca_fascicularis ENSMFAG00000035603
rattus_norvegicus ENSRNOG00000042561
nannospalax_galili ENSNGAG00000021059
carlito_syrichta ENSTSYG00000030297
cercocebus_atys ENSCATG00000009175
pteropus_vampyrus ENSPVAG00000000808
panthera_tigris_altaica ENSPTIG00000017014
dasypus_novemcinctus ENSDNOG00000031758
phascolarctos_cinereus ENSPCIG00000021731
otolemur_garnettii ENSOGAG00000025837
monodelphis_domestica ENSMODG00000016899
nomascus_leucogenys ENSNLEG00000011532
pan_troglodytes ENSPTRG00000001398
marmota_marmota_marmota ENSMMMG00000017070
sus_scrofa ENSSSCG00000037359
ailuropoda_melanoleuca ENSAMEG00000011493
cricetulus_griseus_chok1gshd ENSCGRG00001007482
mus_musculus ENSMUSG00000028044
aotus_nancymaae ENSANAG00000020959
callithrix_jacchus ENSCJAG00000032609
callithrix_jacchus ENSCJAG00000016938
saimiri_boliviensis_boliviensis ENSSBOG00000023897
cebus_capucinus ENSCCAG00000030315
cebus_capucinus ENSCCAG00000019502
callithrix_jacchus ENSCJAG00000044865
aotus_nancymaae ENSANAG00000002572
carlito_syrichta ENSTSYG00000035767
mesocricetus_auratus ENSMAUG00000014865
microtus_ochrogaster ENSMOCG00000004135
homo_sapiens ENSG00000173207
piliocolobus_tephrosceles ENSPTEG00000038835
dasypus_novemcinctus ENSDNOG00000043249
heterocephalus_glaber_male ENSHGLG00100016696
heterocephalus_glaber_female ENSHGLG00000005768
fukomys_damarensis ENSFDAG00000002882
octodon_degus ENSODEG00000005420
octodon_degus ENSODEG00000008823
octodon_degus ENSODEG00000019105
octodon_degus ENSODEG00000011374
chinchilla_lanigera ENSCLAG00000005125
cavia_porcellus ENSCPOG00000038831
dipodomys_ordii ENSDORG00000023817
saimiri_boliviensis_boliviensis ENSSBOG00000026583
cebus_capucinus ENSCCAG00000026988
carlito_syrichta ENSTSYG00000025652
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025209
peromyscus_maniculatus_bairdii ENSPEMG00000026634
ictidomys_tridecemlineatus ENSSTOG00000031911
saimiri_boliviensis_boliviensis ENSSBOG00000027448
cebus_capucinus ENSCCAG00000033817
rhinopithecus_bieti ENSRBIG00000040224
rhinopithecus_roxellana ENSRROG00000002990
cebus_capucinus ENSCCAG00000034027
theropithecus_gelada ENSTGEG00000021791
tupaia_belangeri ENSTBEG00000009592
choloepus_hoffmanni ENSCHOG00000011768
anas_platyrhynchos_platyrhynchos ENSAPLG00000024389
coturnix_japonica ENSCJPG00005014185
dromaius_novaehollandiae ENSDNVG00000017293
chelonoidis_abingdonii ENSCABG00000000232
pogona_vitticeps ENSPVIG00000021694
pogona_vitticeps ENSPVIG00000004772
sphenodon_punctatus ENSSPUG00000002627
lonchura_striata_domestica ENSLSDG00000000405
nothoprocta_perdicaria ENSNPEG00000014123
theropithecus_gelada ENSTGEG00000011099
mandrillus_leucophaeus ENSMLEG00000043152
macaca_fascicularis ENSMFAG00000033334
macaca_mulatta ENSMMUG00000030714
macaca_mulatta ENSMMUG00000006583
colobus_angolensis_palliatus ENSCANG00000035516
rhinopithecus_roxellana ENSRROG00000038644
carlito_syrichta ENSTSYG00000036464
propithecus_coquereli ENSPCOG00000026155
mandrillus_leucophaeus ENSMLEG00000036908
theropithecus_gelada ENSTGEG00000020847
papio_anubis ENSPANG00000030463
cercocebus_atys ENSCATG00000002914
macaca_mulatta ENSMMUG00000041008
cebus_capucinus ENSCCAG00000031329
mus_spicilegus ENSMSIG00000026965
mus_spicilegus ENSMSIG00000013113
canis_lupus_dingo ENSCAFG00020007978
ornithorhynchus_anatinus ENSOANG00000013070
xenopus_tropicalis ENSXETG00000015421
latimeria_chalumnae ENSLACG00000011334
monopterus_albus ENSMALG00000018794
mastacembelus_armatus ENSMAMG00000016820
anabas_testudineus ENSATEG00000009515
amphiprion_ocellaris ENSAOCG00000009307
amphiprion_percula ENSAPEG00000008300
acanthochromis_polyacanthus ENSAPOG00000011466
stegastes_partitus ENSSPAG00000022127
kryptolebias_marmoratus ENSKMAG00000011353
seriola_dumerili ENSSDUG00000018075
seriola_lalandi_dorsalis ENSSLDG00000014648
labrus_bergylta ENSLBEG00000026546
mola_mola ENSMMOG00000016482
takifugu_rubripes ENSTRUG00000019693
gasterosteus_aculeatus ENSGACG00000004512
maylandia_zebra ENSMZEG00005026550
haplochromis_burtoni ENSHBUG00000020757
pundamilia_nyererei ENSPNYG00000010772
astatotilapia_calliptera ENSACLG00000010526
neolamprologus_brichardi ENSNBRG00000016502
oreochromis_niloticus ENSONIG00000019729
amphilophus_citrinellus ENSACIG00000004101
scophthalmus_maximus ENSSMAG00000003236
fundulus_heteroclitus ENSFHEG00000011707
cyprinodon_variegatus ENSCVAG00000017551
poecilia_formosa ENSPFOG00000009707
poecilia_latipinna ENSPLAG00000015658
poecilia_mexicana ENSPMEG00000011955
poecilia_reticulata ENSPREG00000019645
gambusia_affinis ENSGAFG00000005754
xiphophorus_couchianus ENSXCOG00000019813
cynoglossus_semilaevis ENSCSEG00000007408
xiphophorus_maculatus ENSXMAG00000023898
oryzias_latipes_asm223469v1 ENSORLG00015008887
oryzias_latipes ENSORLG00020014771
oryzias_latipes ENSORLG00000026617
oryzias_melastigma ENSOMEG00000006346
hippocampus_comes ENSHCOG00000002616
periophthalmus_magnuspinnatus ENSPMGG00000001172
gadus_morhua ENSGMOG00000010944
esox_lucius ENSELUG00000008403
astyanax_mexicanus ENSAMXG00000030309
pygocentrus_nattereri ENSPNAG00000009119
ictalurus_punctatus ENSIPUG00000007393
danio_rerio ENSDARG00000007971
paramormyrops_kingsleyae ENSPKIG00000002421
scleropages_formosus ENSSFOG00015010027
anolis_carolinensis ENSACAG00000015851
eptatretus_burgeri ENSEBUG00000002631
petromyzon_marinus ENSPMAG00000002893
pygocentrus_nattereri ENSPNAG00000009718
pygocentrus_nattereri ENSPNAG00000010162
astyanax_mexicanus ENSAMXG00000040722
scleropages_formosus ENSSFOG00015011286
stegastes_partitus ENSSPAG00000007078
periophthalmus_magnuspinnatus ENSPMGG00000015948
hippocampus_comes ENSHCOG00000019554
mola_mola ENSMMOG00000020436
cynoglossus_semilaevis ENSCSEG00000000287
mastacembelus_armatus ENSMAMG00000002590
monopterus_albus ENSMALG00000019504
kryptolebias_marmoratus ENSKMAG00000000630
seriola_lalandi_dorsalis ENSSLDG00000003206
seriola_dumerili ENSSDUG00000008893
amphiprion_percula ENSAPEG00000023889
amphiprion_ocellaris ENSAOCG00000007769
pundamilia_nyererei ENSPNYG00000022429
astatotilapia_calliptera ENSACLG00000000410
maylandia_zebra ENSMZEG00005008454
haplochromis_burtoni ENSHBUG00000008163
neolamprologus_brichardi ENSNBRG00000001357
xiphophorus_couchianus ENSXCOG00000010167
xiphophorus_maculatus ENSXMAG00000013318
poecilia_mexicana ENSPMEG00000007649
poecilia_formosa ENSPFOG00000018634
poecilia_latipinna ENSPLAG00000005928
poecilia_reticulata ENSPREG00000011487
gambusia_affinis ENSGAFG00000016405
fundulus_heteroclitus ENSFHEG00000022373
cyprinodon_variegatus ENSCVAG00000019093
oryzias_latipes_asm223469v1 ENSORLG00015011415
oryzias_latipes ENSORLG00020015546
oryzias_latipes ENSORLG00000022812
oryzias_melastigma ENSOMEG00000008178
anabas_testudineus ENSATEG00000004476
amphilophus_citrinellus ENSACIG00000013349
acanthochromis_polyacanthus ENSAPOG00000011857
scophthalmus_maximus ENSSMAG00000008644
labrus_bergylta ENSLBEG00000019139
gasterosteus_aculeatus ENSGACG00000011557
gadus_morhua ENSGMOG00000014923
esox_lucius ENSELUG00000017500
danio_rerio ENSDARG00000071410
paramormyrops_kingsleyae ENSPKIG00000009044
lepisosteus_oculatus ENSLOCG00000005754
poecilia_formosa ENSPFOG00000022171
poecilia_mexicana ENSPMEG00000008842
poecilia_reticulata ENSPREG00000017135
xiphophorus_couchianus ENSXCOG00000002482
fundulus_heteroclitus ENSFHEG00000004145
kryptolebias_marmoratus ENSKMAG00000014813
haplochromis_burtoni ENSHBUG00000018218
neolamprologus_brichardi ENSNBRG00000008525
oreochromis_niloticus ENSONIG00000007762
amphilophus_citrinellus ENSACIG00000017180
maylandia_zebra ENSMZEG00005019725
pundamilia_nyererei ENSPNYG00000008061
astatotilapia_calliptera ENSACLG00000006869
gambusia_affinis ENSGAFG00000011859
xiphophorus_maculatus ENSXMAG00000029847
amphiprion_percula ENSAPEG00000016853
amphiprion_ocellaris ENSAOCG00000021591
acanthochromis_polyacanthus ENSAPOG00000000571
mastacembelus_armatus ENSMAMG00000014537
monopterus_albus ENSMALG00000020634
anabas_testudineus ENSATEG00000016845
takifugu_rubripes ENSTRUG00000009571
drosophila_melanogaster FBgn0037613
caenorhabditis_elegans_strain_n2 WBGene00001051
drosophila_melanogaster FBgn0010314
ciona_intestinalis ENSCING00000017107
astyanax_mexicanus ENSAMXG00000032988
pygocentrus_nattereri ENSPNAG00000009769
ictalurus_punctatus ENSIPUG00000014370
esox_lucius ENSELUG00000008853
paramormyrops_kingsleyae ENSPKIG00000006479
scleropages_formosus ENSSFOG00015022516
scleropages_formosus ENSSFOG00015010389
danio_rerio ENSDARG00000117089
lepisosteus_oculatus ENSLOCG00000011735
spermophilus_dauricus ENSSDAG00000010745
ictidomys_tridecemlineatus ENSSTOG00000032468
urocitellus_parryii ENSUPAG00010001744
cricetulus_griseus_crigri ENSCGRG00000002641
prolemur_simus ENSPSMG00000019149
prolemur_simus ENSPSMG00000006315
canis_lupus_dingo ENSCAFG00020026849
vulpes_vulpes ENSVVUG00000010147
notechis_scutatus ENSNSUG00000013584
crocodylus_porosus ENSCPRG00005014854
pogona_vitticeps ENSPVIG00000018485
anolis_carolinensis ENSACAG00000016581
notechis_scutatus ENSNSUG00000013932
salvator_merianae ENSSMRG00000019268
crocodylus_porosus ENSCPRG00005010270
castor_canadensis ENSCCNG00000013539
mus_spicilegus ENSMSIG00000012905
microcebus_murinus ENSMICG00000035845
carlito_syrichta ENSTSYG00000034848
macaca_fascicularis ENSMFAG00000044375
urocitellus_parryii ENSUPAG00010011873
spermophilus_dauricus ENSSDAG00000017480
ictidomys_tridecemlineatus ENSSTOG00000032593
marmota_marmota_marmota ENSMMMG00000005754
spermophilus_dauricus ENSSDAG00000020959
spermophilus_dauricus ENSSDAG00000024612
spermophilus_dauricus ENSSDAG00000006301
spermophilus_dauricus ENSSDAG00000007752
urocitellus_parryii ENSUPAG00010013386
mus_spicilegus ENSMSIG00000022591
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018517
meriones_unguiculatus ENSMUGG00000001183
nannospalax_galili ENSNGAG00000001668
jaculus_jaculus ENSJJAG00000004045
microtus_ochrogaster ENSMOCG00000007728
octodon_degus ENSODEG00000011700
dipodomys_ordii ENSDORG00000025122
carlito_syrichta ENSTSYG00000014116
peromyscus_maniculatus_bairdii ENSPEMG00000029632
cricetulus_griseus_chok1gshd ENSCGRG00001018773
mus_musculus ENSMUSG00000062248
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019398
heterocephalus_glaber_male ENSHGLG00100006636
cavia_porcellus ENSCPOG00000034349
mesocricetus_auratus ENSMAUG00000010312
microtus_ochrogaster ENSMOCG00000004790
chinchilla_lanigera ENSCLAG00000000823
octodon_degus ENSODEG00000000659
jaculus_jaculus ENSJJAG00000019823
spermophilus_dauricus ENSSDAG00000022823
urocitellus_parryii ENSUPAG00010000014
mus_pahari MGP_PahariEiJ_G0019583
mus_spicilegus ENSMSIG00000006808
rattus_norvegicus ENSRNOG00000014130
cricetulus_griseus_crigri-picr ENSCGRG00015019728
castor_canadensis ENSCCNG00000030191
ictidomys_tridecemlineatus ENSSTOG00000000048
heterocephalus_glaber_female ENSHGLG00000008721
fukomys_damarensis ENSFDAG00000017443
canis_lupus_dingo ENSCAFG00020007235
canis_lupus_familiaris ENSCAFG00000002194
neovison_vison ENSNVIG00000020615
neovison_vison ENSNVIG00000001066
ursus_maritimus ENSUMAG00000016251
panthera_tigris_altaica ENSPTIG00000009918
ailuropoda_melanoleuca ENSAMEG00000003344
mustela_putorius_furo ENSMPUG00000018462
panthera_pardus ENSPPRG00000023985
felis_catus ENSFCAG00000022286
echinops_telfairi ENSETEG00000001260
phascolarctos_cinereus ENSPCIG00000010305
monodelphis_domestica ENSMODG00000013369
nomascus_leucogenys ENSNLEG00000032243
choloepus_hoffmanni ENSCHOG00000011081
apteryx_owenii ENSAOWG00000015567
apteryx_haastii ENSAHAG00000007773
nothoprocta_perdicaria ENSNPEG00000007192
dromaius_novaehollandiae ENSDNVG00000010468
calidris_pugnax ENSCPUG00000006052
calidris_pygmaea ENSCPGG00000016525
ficedula_albicollis ENSFALG00000012438
zonotrichia_albicollis ENSZALG00000000434
taeniopygia_guttata ENSTGUG00000000446
lonchura_striata_domestica ENSLSDG00000009081
lepidothrix_coronata ENSLCOG00000005159
parus_major ENSPMJG00000002298
cyanistes_caeruleus ENSCCEG00000009956
melopsittacus_undulatus ENSMUNG00000011947
anser_brachyrhynchus ENSABRG00000000423
anas_platyrhynchos_platyrhynchos ENSAPLG00000013196
gallus_gallus ENSGALG00000038817
meleagris_gallopavo ENSMGAG00000002039
coturnix_japonica ENSCJPG00005009564
numida_meleagris ENSNMEG00000017675
apteryx_rowi ENSARWG00000000930
sphenodon_punctatus ENSSPUG00000009611
bison_bison_bison ENSBBBG00000002396
ovis_aries ENSOARG00000007721
vicugna_pacos ENSVPAG00000005505
equus_asinus_asinus ENSEASG00005013959
ursus_americanus ENSUAMG00000025877
ursus_maritimus ENSUMAG00000016451
pan_paniscus ENSPPAG00000034884
pan_troglodytes ENSPTRG00000049362
prolemur_simus ENSPSMG00000003305
tupaia_belangeri ENSTBEG00000008992
vulpes_vulpes ENSVVUG00000001754
mustela_putorius_furo ENSMPUG00000018691
sus_scrofa ENSSSCG00000038972
jaculus_jaculus ENSJJAG00000001440
rattus_norvegicus ENSRNOG00000042804
octodon_degus ENSODEG00000014580
octodon_degus ENSODEG00000018991
cebus_capucinus ENSCCAG00000001912
cebus_capucinus ENSCCAG00000011709
saimiri_boliviensis_boliviensis ENSSBOG00000030978
chlorocebus_sabaeus ENSCSAG00000007319
colobus_angolensis_palliatus ENSCANG00000035573
mandrillus_leucophaeus ENSMLEG00000035685
gorilla_gorilla ENSGGOG00000022165
cebus_capucinus ENSCCAG00000019936
otolemur_garnettii ENSOGAG00000028843
piliocolobus_tephrosceles ENSPTEG00000023121
cercocebus_atys ENSCATG00000036628
propithecus_coquereli ENSPCOG00000013677
marmota_marmota_marmota ENSMMMG00000021980
bison_bison_bison ENSBBBG00000007495
bos_taurus ENSBTAG00000001938
sus_scrofa ENSSSCG00000021161
loxodonta_africana ENSLAFG00000012992
pteropus_vampyrus ENSPVAG00000011011
erinaceus_europaeus ENSEEUG00000004384
bos_mutus ENSBMUG00000008248
aotus_nancymaae ENSANAG00000006271
callithrix_jacchus ENSCJAG00000044458
rhinopithecus_roxellana ENSRROG00000039932
rhinopithecus_bieti ENSRBIG00000015423
pongo_abelii ENSPPYG00000025843
microcebus_murinus ENSMICG00000043815
oryctolagus_cuniculus ENSOCUG00000024762
theropithecus_gelada ENSTGEG00000001387
pongo_abelii ENSPPYG00000025936
ochotona_princeps ENSOPRG00000007583
equus_caballus ENSECAG00000033470
pan_paniscus ENSPPAG00000042896
macaca_nemestrina ENSMNEG00000032033
capra_hircus ENSCHIG00000022256
sorex_araneus ENSSARG00000002443
homo_sapiens ENSG00000123975
pan_troglodytes ENSPTRG00000021093
macaca_fascicularis ENSMFAG00000043640
papio_anubis ENSPANG00000032503
callithrix_jacchus ENSCJAG00000007792
prolemur_simus ENSPSMG00000022562
procavia_capensis ENSPCAG00000006372
dasypus_novemcinctus ENSDNOG00000032333
gopherus_agassizii ENSGAGG00000013466
chelonoidis_abingdonii ENSCABG00000013994
chrysemys_picta_bellii ENSCPBG00000005596
serinus_canaria ENSSCAG00000013897
manacus_vitellinus ENSMVIG00005019976
cricetulus_griseus_crigri ENSCGRG00000019615
cricetulus_griseus_chok1gshd ENSCGRG00001002682
microcebus_murinus ENSMICG00000007943
ursus_americanus ENSUAMG00000016235
neovison_vison ENSNVIG00000015897
tursiops_truncatus ENSTTRG00000003335
pelodiscus_sinensis ENSPSIG00000012499
calidris_pygmaea ENSCPGG00000016804
xenopus_tropicalis ENSXETG00000010855
latimeria_chalumnae ENSLACG00000007701
ciona_savignyi ENSCSAVG00000001219
caenorhabditis_elegans_strain_n2 WBGene00022162
saccharomyces_cerevisiae YBR135W
mus_spicilegus ENSMSIG00000004878
mus_musculus ENSMUSG00000031917
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032648
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031530
mus_pahari MGP_PahariEiJ_G0023130
cavia_porcellus ENSCPOG00000003712
oryctolagus_cuniculus ENSOCUG00000017652
ochotona_princeps ENSOPRG00000006981
sorex_araneus ENSSARG00000000303
urocitellus_parryii ENSUPAG00010023742
marmota_marmota_marmota ENSMMMG00000014193
spermophilus_dauricus ENSSDAG00000024232
ictidomys_tridecemlineatus ENSSTOG00000012871
pan_paniscus ENSPPAG00000000218
pan_troglodytes ENSPTRG00000051089
homo_sapiens ENSG00000132603
gorilla_gorilla ENSGGOG00000022785
pongo_abelii ENSPPYG00000007503
nomascus_leucogenys ENSNLEG00000005492
macaca_fascicularis ENSMFAG00000013965
macaca_mulatta ENSMMUG00000046403
papio_anubis ENSPANG00000035982
theropithecus_gelada ENSTGEG00000014039
mandrillus_leucophaeus ENSMLEG00000037105
macaca_mulatta ENSMMUG00000016635
rhinopithecus_bieti ENSRBIG00000033803
mandrillus_leucophaeus ENSMLEG00000042389
chlorocebus_sabaeus ENSCSAG00000004137
