gallus_gallus ENSGALG00000004309
meleagris_gallopavo ENSMGAG00000004044
numida_meleagris ENSNMEG00000015945
anser_brachyrhynchus ENSABRG00000018970
anas_platyrhynchos_platyrhynchos ENSAPLG00000008993
taeniopygia_guttata ENSTGUG00000005325
lonchura_striata_domestica ENSLSDG00000002033
serinus_canaria ENSSCAG00000012938
junco_hyemalis ENSJHYG00000002448
cyanistes_caeruleus ENSCCEG00000005555
parus_major ENSPMJG00000004283
ficedula_albicollis ENSFALG00000005219
lepidothrix_coronata ENSLCOG00000009458
manacus_vitellinus ENSMVIG00005007520
calidris_pygmaea ENSCPGG00000009771
calidris_pugnax ENSCPUG00000002920
apteryx_haastii ENSAHAG00000000571
apteryx_rowi ENSARWG00000001563
apteryx_owenii ENSAOWG00000004447
dromaius_novaehollandiae ENSDNVG00000000653
crocodylus_porosus ENSCPRG00005011703
gopherus_agassizii ENSGAGG00000021834
chelonoidis_abingdonii ENSCABG00000019942
chrysemys_picta_bellii ENSCPBG00000026770
pelodiscus_sinensis ENSPSIG00000012494
notechis_scutatus ENSNSUG00000014714
pogona_vitticeps ENSPVIG00000023651
salvator_merianae ENSSMRG00000005855
sphenodon_punctatus ENSSPUG00000013884
lonchura_striata_domestica ENSLSDG00000014142
zonotrichia_albicollis ENSZALG00000005011
coturnix_japonica ENSCJPG00005001032
melopsittacus_undulatus ENSMUNG00000006152
nothoprocta_perdicaria ENSNPEG00000011128
ursus_americanus ENSUAMG00000017095
ursus_maritimus ENSUMAG00000000665
ailuropoda_melanoleuca ENSAMEG00000003931
canis_lupus_familiaris ENSCAFG00000009368
canis_lupus_dingo ENSCAFG00020013675
vulpes_vulpes ENSVVUG00000019168
mustela_putorius_furo ENSMPUG00000017675
neovison_vison ENSNVIG00000011749
panthera_pardus ENSPPRG00000006359
panthera_tigris_altaica ENSPTIG00000004614
felis_catus ENSFCAG00000008175
equus_asinus_asinus ENSEASG00005023420
equus_caballus ENSECAG00000021049
bos_taurus ENSBTAG00000002593
bos_mutus ENSBMUG00000002490
bison_bison_bison ENSBBBG00000000070
capra_hircus ENSCHIG00000016660
ovis_aries ENSOARG00000003843
tursiops_truncatus ENSTTRG00000012988
sus_scrofa ENSSSCG00000007373
loxodonta_africana ENSLAFG00000015604
procavia_capensis ENSPCAG00000016022
callithrix_jacchus ENSCJAG00000017789
saimiri_boliviensis_boliviensis ENSSBOG00000030352
cebus_capucinus ENSCCAG00000035486
aotus_nancymaae ENSANAG00000031172
pan_troglodytes ENSPTRG00000013515
pan_paniscus ENSPPAG00000032416
homo_sapiens ENSG00000124194
gorilla_gorilla ENSGGOG00000003331
pongo_abelii ENSPPYG00000011028
nomascus_leucogenys ENSNLEG00000006589
colobus_angolensis_palliatus ENSCANG00000039916
piliocolobus_tephrosceles ENSPTEG00000021661
rhinopithecus_roxellana ENSRROG00000037505
rhinopithecus_bieti ENSRBIG00000039829
papio_anubis ENSPANG00000022715
theropithecus_gelada ENSTGEG00000021806
macaca_nemestrina ENSMNEG00000034260
macaca_mulatta ENSMMUG00000002839
macaca_fascicularis ENSMFAG00000031122
chlorocebus_sabaeus ENSCSAG00000014107
mandrillus_leucophaeus ENSMLEG00000040056
cercocebus_atys ENSCATG00000033032
carlito_syrichta ENSTSYG00000005954
dipodomys_ordii ENSDORG00000008323
oryctolagus_cuniculus ENSOCUG00000004099
ochotona_princeps ENSOPRG00000014245
