anas_platyrhynchos_platyrhynchos ENSAPLG00000015371
anser_brachyrhynchus ENSABRG00000002340
meleagris_gallopavo ENSMGAG00000012208
gallus_gallus ENSGALG00000035996
coturnix_japonica ENSCJPG00005000767
numida_meleagris ENSNMEG00000004647
melopsittacus_undulatus ENSMUNG00000000938
calidris_pygmaea ENSCPGG00000013954
calidris_pugnax ENSCPUG00000002556
taeniopygia_guttata ENSTGUG00000012043
lonchura_striata_domestica ENSLSDG00000017917
junco_hyemalis ENSJHYG00000003616
zonotrichia_albicollis ENSZALG00000013047
serinus_canaria ENSSCAG00000004258
ficedula_albicollis ENSFALG00000005766
parus_major ENSPMJG00000007351
cyanistes_caeruleus ENSCCEG00000008464
manacus_vitellinus ENSMVIG00005015271
lepidothrix_coronata ENSLCOG00000008304
apteryx_owenii ENSAOWG00000016125
apteryx_haastii ENSAHAG00000006411
apteryx_rowi ENSARWG00000016780
dromaius_novaehollandiae ENSDNVG00000007496
nothoprocta_perdicaria ENSNPEG00000014404
crocodylus_porosus ENSCPRG00005003531
chelonoidis_abingdonii ENSCABG00000007876
gopherus_agassizii ENSGAGG00000009938
chrysemys_picta_bellii ENSCPBG00000007962
pelodiscus_sinensis ENSPSIG00000004452
sphenodon_punctatus ENSSPUG00000004835
salvator_merianae ENSSMRG00000006044
pogona_vitticeps ENSPVIG00000014521
felis_catus ENSFCAG00000035582
