anas_platyrhynchos_platyrhynchos ENSAPLG00000008512
anser_brachyrhynchus ENSABRG00000017843
gallus_gallus ENSGALG00000043605
meleagris_gallopavo ENSMGAG00000010158
coturnix_japonica ENSCJPG00005009749
numida_meleagris ENSNMEG00000021303
melopsittacus_undulatus ENSMUNG00000009403
calidris_pygmaea ENSCPGG00000012422
apteryx_owenii ENSAOWG00000009666
apteryx_haastii ENSAHAG00000008067
apteryx_rowi ENSARWG00000001278
dromaius_novaehollandiae ENSDNVG00000010019
nothoprocta_perdicaria ENSNPEG00000014014
crocodylus_porosus ENSCPRG00005017490
gopherus_agassizii ENSGAGG00000019999
chelonoidis_abingdonii ENSCABG00000022409
chrysemys_picta_bellii ENSCPBG00000003873
pogona_vitticeps ENSPVIG00000022711
anolis_carolinensis ENSACAG00000015654
notechis_scutatus ENSNSUG00000015806
salvator_merianae ENSSMRG00000018358
anser_brachyrhynchus ENSABRG00000017844
bos_taurus ENSBTAG00000015288
bos_mutus ENSBMUG00000016864
bison_bison_bison ENSBBBG00000004166
capra_hircus ENSCHIG00000014606
ovis_aries ENSOARG00000001164
tursiops_truncatus ENSTTRG00000003391
sus_scrofa ENSSSCG00000003929
myotis_lucifugus ENSMLUG00000001563
pteropus_vampyrus ENSPVAG00000009861
equus_asinus_asinus ENSEASG00005002613
equus_caballus ENSECAG00000005109
erinaceus_europaeus ENSEEUG00000001829
canis_lupus_dingo ENSCAFG00020017071
canis_lupus_familiaris ENSCAFG00000004744
vulpes_vulpes ENSVVUG00000007803
neovison_vison ENSNVIG00000018434
mustela_putorius_furo ENSMPUG00000013457
ursus_americanus ENSUAMG00000019362
ailuropoda_melanoleuca ENSAMEG00000014161
panthera_pardus ENSPPRG00000020757
panthera_tigris_altaica ENSPTIG00000019464
felis_catus ENSFCAG00000009968
rattus_norvegicus ENSRNOG00000018749
mus_spicilegus ENSMSIG00000014483
meriones_unguiculatus ENSMUGG00000023171
microtus_ochrogaster ENSMOCG00000020022
peromyscus_maniculatus_bairdii ENSPEMG00000021333
cricetulus_griseus_chok1gshd ENSCGRG00001025009
cricetulus_griseus_crigri ENSCGRG00000003687
cricetulus_griseus_crigri-picr ENSCGRG00015025291
mesocricetus_auratus ENSMAUG00000018556
nannospalax_galili ENSNGAG00000009105
jaculus_jaculus ENSJJAG00000015129
castor_canadensis ENSCCNG00000016594
dipodomys_ordii ENSDORG00000005561
urocitellus_parryii ENSUPAG00010020978
marmota_marmota_marmota ENSMMMG00000019433
ictidomys_tridecemlineatus ENSSTOG00000006338
spermophilus_dauricus ENSSDAG00000011791
heterocephalus_glaber_female ENSHGLG00000000623
heterocephalus_glaber_male ENSHGLG00100006195
fukomys_damarensis ENSFDAG00000007637
chinchilla_lanigera ENSCLAG00000009150
octodon_degus ENSODEG00000007921
cavia_porcellus ENSCPOG00000023264
oryctolagus_cuniculus ENSOCUG00000012480
ochotona_princeps ENSOPRG00000003930
tupaia_belangeri ENSTBEG00000000463
pan_troglodytes ENSPTRG00000000661
pan_paniscus ENSPPAG00000038985
homo_sapiens ENSG00000142959
gorilla_gorilla ENSGGOG00000005636
pongo_abelii ENSPPYG00000001425
nomascus_leucogenys ENSNLEG00000014153
colobus_angolensis_palliatus ENSCANG00000031280
piliocolobus_tephrosceles ENSPTEG00000035856
rhinopithecus_bieti ENSRBIG00000041336
rhinopithecus_roxellana ENSRROG00000028488
theropithecus_gelada ENSTGEG00000028286
papio_anubis ENSPANG00000009318
cercocebus_atys ENSCATG00000042631
mandrillus_leucophaeus ENSMLEG00000032192
macaca_fascicularis ENSMFAG00000024339
macaca_nemestrina ENSMNEG00000033593
chlorocebus_sabaeus ENSCSAG00000001204
cebus_capucinus ENSCCAG00000028612
saimiri_boliviensis_boliviensis ENSSBOG00000032407
callithrix_jacchus ENSCJAG00000004212
aotus_nancymaae ENSANAG00000029788
carlito_syrichta ENSTSYG00000001263
propithecus_coquereli ENSPCOG00000018370
microcebus_murinus ENSMICG00000047670
prolemur_simus ENSPSMG00000003693
otolemur_garnettii ENSOGAG00000006923
sorex_araneus ENSSARG00000000910
dasypus_novemcinctus ENSDNOG00000009869
loxodonta_africana ENSLAFG00000003114
procavia_capensis ENSPCAG00000008821
echinops_telfairi ENSETEG00000006930
notamacropus_eugenii ENSMEUG00000001397
phascolarctos_cinereus ENSPCIG00000027605
sarcophilus_harrisii ENSSHAG00000001484
monodelphis_domestica ENSMODG00000002571
xenopus_tropicalis ENSXETG00000013592
latimeria_chalumnae ENSLACG00000005948
paramormyrops_kingsleyae ENSPKIG00000010537
scleropages_formosus ENSSFOG00015021351
pygocentrus_nattereri ENSPNAG00000011559
astyanax_mexicanus ENSAMXG00000001728
danio_rerio ENSDARG00000078455
ictalurus_punctatus ENSIPUG00000012589
tetraodon_nigroviridis ENSTNIG00000019460
tetraodon_nigroviridis ENSTNIG00000019611
oryzias_latipes ENSORLG00000029279
cyprinodon_variegatus ENSCVAG00000017023
cynoglossus_semilaevis ENSCSEG00000021355
xiphophorus_maculatus ENSXMAG00000015069
xiphophorus_couchianus ENSXCOG00000019425
poecilia_latipinna ENSPLAG00000003702
poecilia_formosa ENSPFOG00000002411
poecilia_mexicana ENSPMEG00000003189
poecilia_reticulata ENSPREG00000001931
gambusia_affinis ENSGAFG00000020989
fundulus_heteroclitus ENSFHEG00000007357
kryptolebias_marmoratus ENSKMAG00000018345
oryzias_latipes_asm223469v1 ENSORLG00015009387
oryzias_latipes ENSORLG00020006504
oryzias_melastigma ENSOMEG00000022616
amphiprion_ocellaris ENSAOCG00000018311
amphiprion_percula ENSAPEG00000011320
acanthochromis_polyacanthus ENSAPOG00000022943
stegastes_partitus ENSSPAG00000014051
haplochromis_burtoni ENSHBUG00000010465
astatotilapia_calliptera ENSACLG00000006134
maylandia_zebra ENSMZEG00005024254
neolamprologus_brichardi ENSNBRG00000015622
oreochromis_niloticus ENSONIG00000018352
pundamilia_nyererei ENSPNYG00000003858
amphilophus_citrinellus ENSACIG00000016653
seriola_lalandi_dorsalis ENSSLDG00000007410
seriola_dumerili ENSSDUG00000006782
scophthalmus_maximus ENSSMAG00000011268
monopterus_albus ENSMALG00000014694
mastacembelus_armatus ENSMAMG00000007966
mola_mola ENSMMOG00000019508
labrus_bergylta ENSLBEG00000026589
takifugu_rubripes ENSTRUG00000007645
hippocampus_comes ENSHCOG00000009210
anabas_testudineus ENSATEG00000018053
periophthalmus_magnuspinnatus ENSPMGG00000005352
gadus_morhua ENSGMOG00000001572
esox_lucius ENSELUG00000011727
lepisosteus_oculatus ENSLOCG00000003046
