scophthalmus_maximus ENSSMAG00000008904
cynoglossus_semilaevis ENSCSEG00000008611
seriola_dumerili ENSSDUG00000008841
seriola_lalandi_dorsalis ENSSLDG00000010857
monopterus_albus ENSMALG00000021563
mastacembelus_armatus ENSMAMG00000002925
anabas_testudineus ENSATEG00000024727
labrus_bergylta ENSLBEG00000002762
gasterosteus_aculeatus ENSGACG00000004972
takifugu_rubripes ENSTRUG00000000241
tetraodon_nigroviridis ENSTNIG00000003966
mola_mola ENSMMOG00000017871
amphiprion_ocellaris ENSAOCG00000009339
amphiprion_percula ENSAPEG00000020913
acanthochromis_polyacanthus ENSAPOG00000018556
stegastes_partitus ENSSPAG00000019738
astatotilapia_calliptera ENSACLG00000024925
maylandia_zebra ENSMZEG00005011913
pundamilia_nyererei ENSPNYG00000004182
haplochromis_burtoni ENSHBUG00000015590
neolamprologus_brichardi ENSNBRG00000007390
oreochromis_niloticus ENSONIG00000000127
amphilophus_citrinellus ENSACIG00000002915
fundulus_heteroclitus ENSFHEG00000009772
cyprinodon_variegatus ENSCVAG00000019069
xiphophorus_couchianus ENSXCOG00000016996
xiphophorus_maculatus ENSXMAG00000004098
gambusia_affinis ENSGAFG00000000618
poecilia_formosa ENSPFOG00000019404
poecilia_latipinna ENSPLAG00000014392
poecilia_mexicana ENSPMEG00000004200
poecilia_reticulata ENSPREG00000015790
kryptolebias_marmoratus ENSKMAG00000002662
oryzias_latipes_asm223469v1 ENSORLG00015016384
oryzias_latipes ENSORLG00020001233
oryzias_latipes ENSORLG00000002220
oryzias_melastigma ENSOMEG00000005748
hippocampus_comes ENSHCOG00000014433
periophthalmus_magnuspinnatus ENSPMGG00000022102
gadus_morhua ENSGMOG00000005992
esox_lucius ENSELUG00000021753
astyanax_mexicanus ENSAMXG00000008664
pygocentrus_nattereri ENSPNAG00000024291
ictalurus_punctatus ENSIPUG00000004812
danio_rerio ENSDARG00000026941
paramormyrops_kingsleyae ENSPKIG00000022995
scleropages_formosus ENSSFOG00015011222
lepisosteus_oculatus ENSLOCG00000017099
phascolarctos_cinereus ENSPCIG00000000383
notamacropus_eugenii ENSMEUG00000011897
sarcophilus_harrisii ENSSHAG00000006900
monodelphis_domestica ENSMODG00000018121
dipodomys_ordii ENSDORG00000015241
dipodomys_ordii ENSDORG00000028193
castor_canadensis ENSCCNG00000015274
mus_spicilegus ENSMSIG00000011047
mus_musculus ENSMUSG00000040410
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026799
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025850
mus_pahari MGP_PahariEiJ_G0023973
rattus_norvegicus ENSRNOG00000005641
meriones_unguiculatus ENSMUGG00000017480
cricetulus_griseus_crigri-picr ENSCGRG00015009899
cricetulus_griseus_chok1gshd ENSCGRG00001015697
cricetulus_griseus_crigri ENSCGRG00000010629
mesocricetus_auratus ENSMAUG00000014115
microtus_ochrogaster ENSMOCG00000018220
peromyscus_maniculatus_bairdii ENSPEMG00000015634
nannospalax_galili ENSNGAG00000017437
jaculus_jaculus ENSJJAG00000020055
heterocephalus_glaber_male ENSHGLG00100005607
heterocephalus_glaber_female ENSHGLG00000000574
fukomys_damarensis ENSFDAG00000009202
chinchilla_lanigera ENSCLAG00000011157
octodon_degus ENSODEG00000001276
cavia_aperea ENSCAPG00000008819
cavia_porcellus ENSCPOG00000035819
ictidomys_tridecemlineatus ENSSTOG00000002526
spermophilus_dauricus ENSSDAG00000012396
marmota_marmota_marmota ENSMMMG00000011504
urocitellus_parryii ENSUPAG00010010274
oryctolagus_cuniculus ENSOCUG00000007892
ochotona_princeps ENSOPRG00000013675
tupaia_belangeri ENSTBEG00000006610
pan_paniscus ENSPPAG00000031572
pan_troglodytes ENSPTRG00000018438
homo_sapiens ENSG00000112234
gorilla_gorilla ENSGGOG00000001187
pongo_abelii ENSPPYG00000016861
nomascus_leucogenys ENSNLEG00000013629
macaca_fascicularis ENSMFAG00000046148
macaca_mulatta ENSMMUG00000001659
macaca_nemestrina ENSMNEG00000034330
mandrillus_leucophaeus ENSMLEG00000042161
mandrillus_leucophaeus ENSMLEG00000041335
theropithecus_gelada ENSTGEG00000021762
papio_anubis ENSPANG00000021958
cercocebus_atys ENSCATG00000045364
chlorocebus_sabaeus ENSCSAG00000014559
piliocolobus_tephrosceles ENSPTEG00000006700
colobus_angolensis_palliatus ENSCANG00000035211
rhinopithecus_bieti ENSRBIG00000038651
rhinopithecus_roxellana ENSRROG00000038850
cebus_capucinus ENSCCAG00000032857
callithrix_jacchus ENSCJAG00000001288
saimiri_boliviensis_boliviensis ENSSBOG00000025650
aotus_nancymaae ENSANAG00000033454
carlito_syrichta ENSTSYG00000003668
prolemur_simus ENSPSMG00000007849
microcebus_murinus ENSMICG00000038579
propithecus_coquereli ENSPCOG00000024843
otolemur_garnettii ENSOGAG00000009292
pteropus_vampyrus ENSPVAG00000000695
myotis_lucifugus ENSMLUG00000016143
equus_asinus_asinus ENSEASG00005006132
equus_caballus ENSECAG00000015268
ovis_aries ENSOARG00000011946
capra_hircus ENSCHIG00000016349
bos_mutus ENSBMUG00000025478
bos_taurus ENSBTAG00000005729
bison_bison_bison ENSBBBG00000019956
tursiops_truncatus ENSTTRG00000005977
sus_scrofa ENSSSCG00000004347
vicugna_pacos ENSVPAG00000001395
sorex_araneus ENSSARG00000001900
erinaceus_europaeus ENSEEUG00000003738
ursus_maritimus ENSUMAG00000021593
ursus_americanus ENSUAMG00000021790
ailuropoda_melanoleuca ENSAMEG00000011248
mustela_putorius_furo ENSMPUG00000001533
neovison_vison ENSNVIG00000000772
canis_lupus_familiaris ENSCAFG00000003467
canis_lupus_dingo ENSCAFG00020016742
vulpes_vulpes ENSVVUG00000015024
panthera_tigris_altaica ENSPTIG00000013804
panthera_pardus ENSPPRG00000003955
felis_catus ENSFCAG00000012863
choloepus_hoffmanni ENSCHOG00000007271
dasypus_novemcinctus ENSDNOG00000007224
procavia_capensis ENSPCAG00000008808
echinops_telfairi ENSETEG00000011847
loxodonta_africana ENSLAFG00000005295
ornithorhynchus_anatinus ENSOANG00000001299
gallus_gallus ENSGALG00000015490
coturnix_japonica ENSCJPG00005000132
meleagris_gallopavo ENSMGAG00000013564
numida_meleagris ENSNMEG00000008849
anser_brachyrhynchus ENSABRG00000002735
anas_platyrhynchos_platyrhynchos ENSAPLG00000006412
manacus_vitellinus ENSMVIG00005001380
lepidothrix_coronata ENSLCOG00000011782
taeniopygia_guttata ENSTGUG00000012295
lonchura_striata_domestica ENSLSDG00000013124
serinus_canaria ENSSCAG00000001276
parus_major ENSPMJG00000000892
cyanistes_caeruleus ENSCCEG00000015935
ficedula_albicollis ENSFALG00000009636
zonotrichia_albicollis ENSZALG00000006588
junco_hyemalis ENSJHYG00000001762
melopsittacus_undulatus ENSMUNG00000014954
calidris_pygmaea ENSCPGG00000015871
calidris_pugnax ENSCPUG00000009565
apteryx_haastii ENSAHAG00000005118
apteryx_owenii ENSAOWG00000005363
apteryx_rowi ENSARWG00000012260
dromaius_novaehollandiae ENSDNVG00000004704
nothoprocta_perdicaria ENSNPEG00000010200
crocodylus_porosus ENSCPRG00005017365
gopherus_agassizii ENSGAGG00000007550
chelonoidis_abingdonii ENSCABG00000016000
chrysemys_picta_bellii ENSCPBG00000003550
pelodiscus_sinensis ENSPSIG00000002517
pogona_vitticeps ENSPVIG00000001785
anolis_carolinensis ENSACAG00000010524
notechis_scutatus ENSNSUG00000017878
salvator_merianae ENSSMRG00000013357
sphenodon_punctatus ENSSPUG00000002350
xenopus_tropicalis ENSXETG00000001389
latimeria_chalumnae ENSLACG00000014045
eptatretus_burgeri ENSEBUG00000014401
eptatretus_burgeri ENSEBUG00000015111
eptatretus_burgeri ENSEBUG00000003738
eptatretus_burgeri ENSEBUG00000009624
eptatretus_burgeri ENSEBUG00000013759
eptatretus_burgeri ENSEBUG00000008165
eptatretus_burgeri ENSEBUG00000010946
eptatretus_burgeri ENSEBUG00000001851
eptatretus_burgeri ENSEBUG00000011884
eptatretus_burgeri ENSEBUG00000010034
eptatretus_burgeri ENSEBUG00000012034
eptatretus_burgeri ENSEBUG00000016724
eptatretus_burgeri ENSEBUG00000013665
ciona_intestinalis ENSCING00000004251
ciona_savignyi ENSCSAVG00000011026
drosophila_melanogaster FBgn0030555
drosophila_melanogaster FBgn0038202
caenorhabditis_elegans_strain_n2 WBGene00017138
