takifugu_rubripes ENSTRUG00000017712
tetraodon_nigroviridis ENSTNIG00000016941
mola_mola ENSMMOG00000001702
gouania_willdenowi ENSGWIG00000017454
cottoperca_gobio ENSCGOG00000015449
gasterosteus_aculeatus ENSGACG00000004883
scophthalmus_maximus ENSSMAG00000014503
seriola_lalandi ENSSLDG00000012841
seriola_dumerili ENSSDUG00000021072
cynoglossus_semilaevis ENSCSEG00000005439
stegastes_partitus ENSSPAG00000006643
amphiprion_percula ENSAPEG00000021815
parambassis_ranga ENSPRNG00000005352
xiphophorus_maculatus ENSXMAG00000005154
xiphophorus_couchianus ENSXCOG00000019159
poecilia_mexicana ENSPMEG00000023326
poecilia_formosa ENSPFOG00000012667
poecilia_latipinna ENSPLAG00000016893
poecilia_reticulata ENSPREG00000004882
gambusia_affinis ENSGAFG00000003531
fundulus_heteroclitus ENSFHEG00000003831
cyprinodon_variegatus ENSCVAG00000015970
kryptolebias_marmoratus ENSKMAG00000017337
oryzias_melastigma ENSOMEG00000004153
haplochromis_burtoni ENSHBUG00000018934
astatotilapia_calliptera ENSACLG00000009731
maylandia_zebra ENSMZEG00005005282
neolamprologus_brichardi ENSNBRG00000011951
amphilophus_citrinellus ENSACIG00000001003
mastacembelus_armatus ENSMAMG00000005685
betta_splendens ENSBSLG00000008088
periophthalmus_magnuspinnatus ENSPMGG00000011448
gadus_morhua ENSGMOG00000002126
hucho_hucho ENSHHUG00000019337
hucho_hucho ENSHHUG00000017324
denticeps_clupeoides ENSDCDG00000016444
clupea_harengus ENSCHAG00000005819
astyanax_mexicanus ENSAMXG00005023182
astyanax_mexicanus ENSAMXG00000014034
pygocentrus_nattereri ENSPNAG00000019988
electrophorus_electricus ENSEEEG00000008236
ictalurus_punctatus ENSIPUG00000015683
danio_rerio ENSDARG00000020527
scleropages_formosus ENSSFOG00015011299
paramormyrops_kingsleyae ENSPKIG00000021980
lepisosteus_oculatus ENSLOCG00000014967
erpetoichthys_calabaricus ENSECRG00000011535
chelonoidis_abingdonii ENSCABG00000009256
gopherus_agassizii ENSGAGG00000015060
chrysemys_picta ENSCPBG00000001700
pelodiscus_sinensis ENSPSIG00000003925
apteryx_owenii ENSAOWG00000016346
apteryx_haastii ENSAHAG00000019199
dromaius_novaehollandiae ENSDNVG00000003378
nothoprocta_perdicaria ENSNPEG00000006197
calidris_pugnax ENSCPUG00000001082
calidris_pugnax ENSCPUG00000001065
calidris_pygmaea ENSCPGG00000006538
melopsittacus_undulatus ENSMUNG00000012329
gallus_gallus ENSGALG00000004856
coturnix_japonica ENSCJPG00005010435
numida_meleagris ENSNMEG00000011391
cyanistes_caeruleus ENSCCEG00000016927
parus_major ENSPMJG00000001939
ficedula_albicollis ENSFALG00000011235
taeniopygia_guttata ENSTGUG00000006447
lonchura_striata ENSLSDG00000007027
serinus_canaria ENSSCAG00000017034
lepidothrix_coronata ENSLCOG00000014739
manacus_vitellinus ENSMVIG00005002858
