equus_caballus ENSECAG00000029159
neovison_vison ENSNVIG00000018026
bison_bison ENSBBBG00000001298
macaca_fascicularis ENSMFAG00000043929
macaca_mulatta ENSMMUG00000046256
cercocebus_atys ENSCATG00000014642
macaca_nemestrina ENSMNEG00000039676
papio_anubis ENSPANG00000023224
theropithecus_gelada ENSTGEG00000001207
mandrillus_leucophaeus ENSMLEG00000039868
rhinopithecus_bieti ENSRBIG00000040863
homo_sapiens ENSG00000122824
nomascus_leucogenys ENSNLEG00000008173
piliocolobus_tephrosceles ENSPTEG00000030973
macaca_nemestrina ENSMNEG00000043230
callithrix_jacchus ENSCJAG00000043761
carlito_syrichta ENSTSYG00000007100
phascolarctos_cinereus ENSPCIG00000005393
