junco_hyemalis ENSJHYG00000002156
parus_major ENSPMJG00000004032
lepidothrix_coronata ENSLCOG00000002993
numida_meleagris ENSNMEG00000000764
apteryx_owenii ENSAOWG00000008359
dromaius_novaehollandiae ENSDNVG00000003637
gopherus_agassizii ENSGAGG00000016787
chelonoidis_abingdonii ENSCABG00000021904
chrysemys_picta_bellii ENSCPBG00000017944
pelodiscus_sinensis ENSPSIG00000014741
salvator_merianae ENSSMRG00000011105
latimeria_chalumnae ENSLACG00000017951
gambusia_affinis ENSGAFG00000018291
stegastes_partitus ENSSPAG00000005730
periophthalmus_magnuspinnatus ENSPMGG00000016002
