lepidothrix_coronata ENSLCOG00000005563
lonchura_striata_domestica ENSLSDG00000015326
calidris_pygmaea ENSCPGG00000003287
junco_hyemalis ENSJHYG00000017049
numida_meleagris ENSNMEG00000003788
coturnix_japonica ENSCJPG00005002228
anas_platyrhynchos_platyrhynchos ENSAPLG00000031013
apteryx_rowi ENSARWG00000014123
nothoprocta_perdicaria ENSNPEG00000006647
ornithorhynchus_anatinus ENSOANG00000030320
petromyzon_marinus ENSPMAG00000003694
crocodylus_porosus ENSCPRG00005003609
anser_brachyrhynchus ENSABRG00000021864
gopherus_agassizii ENSGAGG00000019392
chelonoidis_abingdonii ENSCABG00000021303
chrysemys_picta_bellii ENSCPBG00000018135
pogona_vitticeps ENSPVIG00000017273
anolis_carolinensis ENSACAG00000011062
notechis_scutatus ENSNSUG00000001784
salvator_merianae ENSSMRG00000013622
sphenodon_punctatus ENSSPUG00000006955
takifugu_rubripes ENSTRUG00000005050
tetraodon_nigroviridis ENSTNIG00000002865
mola_mola ENSMMOG00000006045
xiphophorus_couchianus ENSXCOG00000012941
xiphophorus_maculatus ENSXMAG00000022979
poecilia_latipinna ENSPLAG00000012313
poecilia_latipinna ENSPLAG00000012331
poecilia_mexicana ENSPMEG00000022586
poecilia_reticulata ENSPREG00000005537
gambusia_affinis ENSGAFG00000003660
labrus_bergylta ENSLBEG00000024817
labrus_bergylta ENSLBEG00000024936
labrus_bergylta ENSLBEG00000024752
labrus_bergylta ENSLBEG00000024882
labrus_bergylta ENSLBEG00000002952
labrus_bergylta ENSLBEG00000024718
labrus_bergylta ENSLBEG00000024862
gasterosteus_aculeatus ENSGACG00000000691
periophthalmus_magnuspinnatus ENSPMGG00000016444
scophthalmus_maximus ENSSMAG00000009427
cynoglossus_semilaevis ENSCSEG00000004161
anabas_testudineus ENSATEG00000023439
monopterus_albus ENSMALG00000000368
mastacembelus_armatus ENSMAMG00000018767
seriola_lalandi_dorsalis ENSSLDG00000013190
seriola_lalandi_dorsalis ENSSLDG00000009638
seriola_dumerili ENSSDUG00000014665
gambusia_affinis ENSGAFG00000001144
xiphophorus_maculatus ENSXMAG00000006462
poecilia_formosa ENSPFOG00000012283
fundulus_heteroclitus ENSFHEG00000000680
cyprinodon_variegatus ENSCVAG00000020536
kryptolebias_marmoratus ENSKMAG00000019003
oryzias_latipes_asm223469v1 ENSORLG00015003798
oryzias_latipes ENSORLG00020004399
oryzias_latipes ENSORLG00000017428
oryzias_melastigma ENSOMEG00000022526
amphiprion_ocellaris ENSAOCG00000013905
amphiprion_percula ENSAPEG00000023485
acanthochromis_polyacanthus ENSAPOG00000008710
stegastes_partitus ENSSPAG00000021385
pundamilia_nyererei ENSPNYG00000011334
haplochromis_burtoni ENSHBUG00000003624
astatotilapia_calliptera ENSACLG00000011250
astatotilapia_calliptera ENSACLG00000011251
maylandia_zebra ENSMZEG00005019135
neolamprologus_brichardi ENSNBRG00000014459
oreochromis_niloticus ENSONIG00000018041
amphilophus_citrinellus ENSACIG00000014709
hippocampus_comes ENSHCOG00000005025
gadus_morhua ENSGMOG00000014645
esox_lucius ENSELUG00000010096
pygocentrus_nattereri ENSPNAG00000010241
astyanax_mexicanus ENSAMXG00000009657
ictalurus_punctatus ENSIPUG00000019794
danio_rerio ENSDARG00000099821
