amphiprion_percula ENSAPEG00000001982
amphiprion_ocellaris ENSAOCG00000001791
acanthochromis_polyacanthus ENSAPOG00000017023
stegastes_partitus ENSSPAG00000004086
oryzias_latipes ENSORLG00020010479
oryzias_latipes_asm223469v1 ENSORLG00015005393
oryzias_latipes ENSORLG00000024299
oryzias_melastigma ENSOMEG00000009549
mastacembelus_armatus ENSMAMG00000000686
anabas_testudineus ENSATEG00000000390
scophthalmus_maximus ENSSMAG00000010157
labrus_bergylta ENSLBEG00000010959
maylandia_zebra ENSMZEG00005009453
pundamilia_nyererei ENSPNYG00000020876
haplochromis_burtoni ENSHBUG00000014814
astatotilapia_calliptera ENSACLG00000012940
neolamprologus_brichardi ENSNBRG00000006470
amphilophus_citrinellus ENSACIG00000012190
cyprinodon_variegatus ENSCVAG00000013225
fundulus_heteroclitus ENSFHEG00000015413
xiphophorus_couchianus ENSXCOG00000007592
xiphophorus_maculatus ENSXMAG00000024763
gambusia_affinis ENSGAFG00000011491
poecilia_mexicana ENSPMEG00000007465
poecilia_reticulata ENSPREG00000004885
seriola_dumerili ENSSDUG00000007593
seriola_lalandi_dorsalis ENSSLDG00000020479
hippocampus_comes ENSHCOG00000005010
periophthalmus_magnuspinnatus ENSPMGG00000009039
monopterus_albus ENSMALG00000006817
mola_mola ENSMMOG00000006122
