poecilia_formosa ENSPFOG00000007150
poecilia_latipinna ENSPLAG00000015506
poecilia_mexicana ENSPMEG00000016892
poecilia_reticulata ENSPREG00000016645
fundulus_heteroclitus ENSFHEG00000019232
oryzias_latipes ENSORLG00000029623
oryzias_melastigma ENSOMEG00000009662
amphiprion_percula ENSAPEG00000009749
amphiprion_ocellaris ENSAOCG00000011128
acanthochromis_polyacanthus ENSAPOG00000009835
labrus_bergylta ENSLBEG00000028101
gasterosteus_aculeatus ENSGACG00000019436
scophthalmus_maximus ENSSMAG00000011037
monopterus_albus ENSMALG00000003085
mastacembelus_armatus ENSMAMG00000004242
anabas_testudineus ENSATEG00000018760
tetraodon_nigroviridis ENSTNIG00000003769
hippocampus_comes ENSHCOG00000005564
gadus_morhua ENSGMOG00000005170
esox_lucius ENSELUG00000001246
astyanax_mexicanus ENSAMXG00000029701
pygocentrus_nattereri ENSPNAG00000019658
danio_rerio ENSDARG00000105657
