pan_paniscus ENSPPAG00000027142
pan_troglodytes ENSPTRG00000030548
gorilla_gorilla ENSGGOG00000014200
pongo_abelii ENSPPYG00000011032
nomascus_leucogenys ENSNLEG00000019223
rhinopithecus_roxellana ENSRROG00000037299
rhinopithecus_bieti ENSRBIG00000033224
macaca_mulatta ENSMMUG00000038458
macaca_nemestrina ENSMNEG00000022810
macaca_fascicularis ENSMFAG00000032982
mandrillus_leucophaeus ENSMLEG00000042259
cercocebus_atys ENSCATG00000036504
papio_anubis ENSPANG00000026280
chlorocebus_sabaeus ENSCSAG00000018750
tupaia_belangeri ENSTBEG00000005005
