chrysemys_picta_bellii ENSCPBG00000012436
gopherus_agassizii ENSGAGG00000023145
pelodiscus_sinensis ENSPSIG00000007674
lepidothrix_coronata ENSLCOG00000000838
manacus_vitellinus ENSMVIG00005019921
serinus_canaria ENSSCAG00000010884
zonotrichia_albicollis ENSZALG00000002441
taeniopygia_guttata ENSTGUG00000005147
lonchura_striata_domestica ENSLSDG00000008332
junco_hyemalis ENSJHYG00000014590
ficedula_albicollis ENSFALG00000005004
cyanistes_caeruleus ENSCCEG00000019077
parus_major ENSPMJG00000010309
calidris_pugnax ENSCPUG00000012430
anser_brachyrhynchus ENSABRG00000007955
anas_platyrhynchos_platyrhynchos ENSAPLG00000014415
gallus_gallus ENSGALG00000016132
meleagris_gallopavo ENSMGAG00000014560
coturnix_japonica ENSCJPG00005008268
numida_meleagris ENSNMEG00000012913
dromaius_novaehollandiae ENSDNVG00000009527
melopsittacus_undulatus ENSMUNG00000008821
calidris_pygmaea ENSCPGG00000011072
anas_platyrhynchos_platyrhynchos ENSAPLG00000021659
apteryx_owenii ENSAOWG00000007779
apteryx_haastii ENSAHAG00000010755
apteryx_rowi ENSARWG00000014768
nothoprocta_perdicaria ENSNPEG00000000144
notechis_scutatus ENSNSUG00000007187
salvator_merianae ENSSMRG00000022977
pogona_vitticeps ENSPVIG00000023966
homo_sapiens ENSG00000183067
pan_troglodytes ENSPTRG00000013920
gorilla_gorilla ENSGGOG00000000146
pongo_abelii ENSPPYG00000011430
nomascus_leucogenys ENSNLEG00000013181
theropithecus_gelada ENSTGEG00000023551
papio_anubis ENSPANG00000033531
mandrillus_leucophaeus ENSMLEG00000006808
macaca_mulatta ENSMMUG00000003427
macaca_nemestrina ENSMNEG00000036150
macaca_fascicularis ENSMFAG00000033889
cercocebus_atys ENSCATG00000041067
chlorocebus_sabaeus ENSCSAG00000008315
rhinopithecus_roxellana ENSRROG00000044392
rhinopithecus_bieti ENSRBIG00000036727
colobus_angolensis_palliatus ENSCANG00000033646
saimiri_boliviensis_boliviensis ENSSBOG00000021300
callithrix_jacchus ENSCJAG00000005655
cebus_capucinus ENSCCAG00000034768
aotus_nancymaae ENSANAG00000023294
xenopus_tropicalis ENSXETG00000006124
latimeria_chalumnae ENSLACG00000001489
lepisosteus_oculatus ENSLOCG00000001556
