apteryx_haastii ENSAHAG00000014369
apteryx_owenii ENSAOWG00000016481
apteryx_rowi ENSARWG00000017402
dromaius_novaehollandiae ENSDNVG00000012804
nothoprocta_perdicaria ENSNPEG00000014624
anser_brachyrhynchus ENSABRG00000015593
anas_platyrhynchos_platyrhynchos ENSAPLG00000017126
coturnix_japonica ENSCJPG00005001464
meleagris_gallopavo ENSMGAG00000004483
numida_meleagris ENSNMEG00000009605
calidris_pygmaea ENSCPGG00000003428
calidris_pugnax ENSCPUG00000010598
junco_hyemalis ENSJHYG00000004997
serinus_canaria ENSSCAG00000008840
lonchura_striata_domestica ENSLSDG00000007166
taeniopygia_guttata ENSTGUG00000007343
cyanistes_caeruleus ENSCCEG00000022570
parus_major ENSPMJG00000017429
ficedula_albicollis ENSFALG00000013770
manacus_vitellinus ENSMVIG00005015118
crocodylus_porosus ENSCPRG00005015992
gopherus_agassizii ENSGAGG00000024403
chelonoidis_abingdonii ENSCABG00000021665
chrysemys_picta_bellii ENSCPBG00000020931
pelodiscus_sinensis ENSPSIG00000005892
pogona_vitticeps ENSPVIG00000017853
anolis_carolinensis ENSACAG00000001421
notechis_scutatus ENSNSUG00000006714
salvator_merianae ENSSMRG00000008844
sphenodon_punctatus ENSSPUG00000003745
ornithorhynchus_anatinus ENSOANG00000020176
ornithorhynchus_anatinus ENSOANG00000012280
phascolarctos_cinereus ENSPCIG00000029201
notamacropus_eugenii ENSMEUG00000001277
monodelphis_domestica ENSMODG00000014082
sarcophilus_harrisii ENSSHAG00000018588
myotis_lucifugus ENSMLUG00000000512
pteropus_vampyrus ENSPVAG00000005763
equus_asinus_asinus ENSEASG00005017670
equus_caballus ENSECAG00000020530
ursus_americanus ENSUAMG00000010664
ailuropoda_melanoleuca ENSAMEG00000005198
mustela_putorius_furo ENSMPUG00000000023
neovison_vison ENSNVIG00000024890
canis_lupus_familiaris ENSCAFG00000018437
canis_lupus_dingo ENSCAFG00020020913
vulpes_vulpes ENSVVUG00000030135
panthera_pardus ENSPPRG00000011058
felis_catus ENSFCAG00000031051
sorex_araneus ENSSARG00000002298
prolemur_simus ENSPSMG00000011539
propithecus_coquereli ENSPCOG00000013608
microcebus_murinus ENSMICG00000038132
otolemur_garnettii ENSOGAG00000031590
carlito_syrichta ENSTSYG00000025888
tupaia_belangeri ENSTBEG00000003952
pan_paniscus ENSPPAG00000036330
pan_troglodytes ENSPTRG00000008833
homo_sapiens ENSG00000108557
gorilla_gorilla ENSGGOG00000002711
nomascus_leucogenys ENSNLEG00000013611
pongo_abelii ENSPPYG00000008036
cercocebus_atys ENSCATG00000032137
mandrillus_leucophaeus ENSMLEG00000033085
papio_anubis ENSPANG00000023673
theropithecus_gelada ENSTGEG00000004647
macaca_nemestrina ENSMNEG00000032181
macaca_mulatta ENSMMUG00000023377
macaca_fascicularis ENSMFAG00000002488
chlorocebus_sabaeus ENSCSAG00000008423
rhinopithecus_roxellana ENSRROG00000037076
rhinopithecus_bieti ENSRBIG00000029617
piliocolobus_tephrosceles ENSPTEG00000028834
colobus_angolensis_palliatus ENSCANG00000033405
saimiri_boliviensis_boliviensis ENSSBOG00000027423
cebus_capucinus ENSCCAG00000023629
callithrix_jacchus ENSCJAG00000008947
aotus_nancymaae ENSANAG00000025629
dipodomys_ordii ENSDORG00000012338
castor_canadensis ENSCCNG00000016900
mus_spicilegus ENSMSIG00000020085
mus_musculus ENSMUSG00000062115
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017285
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016450
mus_pahari MGP_PahariEiJ_G0017580
rattus_norvegicus ENSRNOG00000060615
meriones_unguiculatus ENSMUGG00000009406
cricetulus_griseus_crigri-picr ENSCGRG00015017516
cricetulus_griseus_chok1gshd ENSCGRG00001000952
cricetulus_griseus_crigri ENSCGRG00000005115
mesocricetus_auratus ENSMAUG00000001278
microtus_ochrogaster ENSMOCG00000016488
peromyscus_maniculatus_bairdii ENSPEMG00000001417
nannospalax_galili ENSNGAG00000004102
jaculus_jaculus ENSJJAG00000017763
cavia_aperea ENSCAPG00000007293
cavia_porcellus ENSCPOG00000003624
octodon_degus ENSODEG00000007671
heterocephalus_glaber_male ENSHGLG00100003094
heterocephalus_glaber_female ENSHGLG00000018920
fukomys_damarensis ENSFDAG00000013691
chinchilla_lanigera ENSCLAG00000000275
urocitellus_parryii ENSUPAG00010014657
ictidomys_tridecemlineatus ENSSTOG00000020235
bos_mutus ENSBMUG00000016624
bos_taurus ENSBTAG00000004768
bison_bison_bison ENSBBBG00000003797
capra_hircus ENSCHIG00000020473
ovis_aries ENSOARG00000001590
tursiops_truncatus ENSTTRG00000014922
sus_scrofa ENSSSCG00000038164
ochotona_princeps ENSOPRG00000015028
erinaceus_europaeus ENSEEUG00000009421
dasypus_novemcinctus ENSDNOG00000034407
loxodonta_africana ENSLAFG00000017641
procavia_capensis ENSPCAG00000014848
echinops_telfairi ENSETEG00000004176
xenopus_tropicalis ENSXETG00000012165
latimeria_chalumnae ENSLACG00000012515
takifugu_rubripes ENSTRUG00000023846
tetraodon_nigroviridis ENSTNIG00000011956
mola_mola ENSMMOG00000007003
labrus_bergylta ENSLBEG00000027053
gasterosteus_aculeatus ENSGACG00000012074
monopterus_albus ENSMALG00000006717
mastacembelus_armatus ENSMAMG00000023536
anabas_testudineus ENSATEG00000024595
scophthalmus_maximus ENSSMAG00000014128
cynoglossus_semilaevis ENSCSEG00000015394
seriola_dumerili ENSSDUG00000007931
seriola_lalandi_dorsalis ENSSLDG00000023909
xiphophorus_maculatus ENSXMAG00000014773
xiphophorus_couchianus ENSXCOG00000008714
gambusia_affinis ENSGAFG00000020147
poecilia_latipinna ENSPLAG00000016256
poecilia_formosa ENSPFOG00000010676
poecilia_mexicana ENSPMEG00000019271
poecilia_reticulata ENSPREG00000005367
cyprinodon_variegatus ENSCVAG00000002603
fundulus_heteroclitus ENSFHEG00000002581
kryptolebias_marmoratus ENSKMAG00000020361
oryzias_latipes_asm223469v1 ENSORLG00015006716
oryzias_latipes ENSORLG00020017355
oryzias_latipes ENSORLG00000025559
oryzias_melastigma ENSOMEG00000012998
maylandia_zebra ENSMZEG00005000187
haplochromis_burtoni ENSHBUG00000011736
astatotilapia_calliptera ENSACLG00000027962
pundamilia_nyererei ENSPNYG00000016856
neolamprologus_brichardi ENSNBRG00000004313
amphilophus_citrinellus ENSACIG00000007276
amphiprion_ocellaris ENSAOCG00000007593
amphiprion_percula ENSAPEG00000009886
acanthochromis_polyacanthus ENSAPOG00000020943
stegastes_partitus ENSSPAG00000010935
hippocampus_comes ENSHCOG00000016916
periophthalmus_magnuspinnatus ENSPMGG00000020707
gadus_morhua ENSGMOG00000011642
esox_lucius ENSELUG00000006978
pygocentrus_nattereri ENSPNAG00000017103
astyanax_mexicanus ENSAMXG00000009026
ictalurus_punctatus ENSIPUG00000003354
danio_rerio ENSDARG00000076679
paramormyrops_kingsleyae ENSPKIG00000016408
scleropages_formosus ENSSFOG00015023602
scleropages_formosus ENSSFOG00015021683
paramormyrops_kingsleyae ENSPKIG00000003187
lepisosteus_oculatus ENSLOCG00000008754
astyanax_mexicanus ENSAMXG00000037515
danio_rerio ENSDARG00000086459
poecilia_formosa ENSPFOG00000006664
poecilia_reticulata ENSPREG00000012912
oreochromis_niloticus ENSONIG00000009690
cynoglossus_semilaevis ENSCSEG00000020509
labrus_bergylta ENSLBEG00000004863
tetraodon_nigroviridis ENSTNIG00000000888
takifugu_rubripes ENSTRUG00000023334
labrus_bergylta ENSLBEG00000028125
amphiprion_percula ENSAPEG00000016716
acanthochromis_polyacanthus ENSAPOG00000009878
