pan_troglodytes ENSPTRG00000048039
pan_paniscus ENSPPAG00000034337
homo_sapiens ENSG00000188295
gorilla_gorilla ENSGGOG00000005146
nomascus_leucogenys ENSNLEG00000004254
macaca_mulatta ENSMMUG00000047616
macaca_mulatta ENSMMUG00000031860
cercocebus_atys ENSCATG00000030105
macaca_nemestrina ENSMNEG00000031530
chlorocebus_sabaeus ENSCSAG00000017330
rhinopithecus_roxellana ENSRROG00000036790
rhinopithecus_bieti ENSRBIG00000042475
piliocolobus_tephrosceles ENSPTEG00000003173
colobus_angolensis_palliatus ENSCANG00000031255
macaca_mulatta ENSMMUG00000023311
macaca_fascicularis ENSMFAG00000003888
mandrillus_leucophaeus ENSMLEG00000030201
theropithecus_gelada ENSTGEG00000018760
papio_anubis ENSPANG00000009147
aotus_nancymaae ENSANAG00000013317
callithrix_jacchus ENSCJAG00000048657
