gopherus_agassizii ENSGAGG00000013369
chelonoidis_abingdonii ENSCABG00000012352
chrysemys_picta_bellii ENSCPBG00000007916
pelodiscus_sinensis ENSPSIG00000016048
crocodylus_porosus ENSCPRG00005009714
pogona_vitticeps ENSPVIG00000022383
anolis_carolinensis ENSACAG00000000498
notechis_scutatus ENSNSUG00000009307
salvator_merianae ENSSMRG00000012825
sphenodon_punctatus ENSSPUG00000002563
meleagris_gallopavo ENSMGAG00000005611
coturnix_japonica ENSCJPG00005010868
gallus_gallus ENSGALG00000004319
numida_meleagris ENSNMEG00000017106
anas_platyrhynchos_platyrhynchos ENSAPLG00000009992
taeniopygia_guttata ENSTGUG00000004363
lonchura_striata_domestica ENSLSDG00000018209
serinus_canaria ENSSCAG00000016049
zonotrichia_albicollis ENSZALG00000013013
junco_hyemalis ENSJHYG00000014018
ficedula_albicollis ENSFALG00000012798
parus_major ENSPMJG00000015361
cyanistes_caeruleus ENSCCEG00000018755
melopsittacus_undulatus ENSMUNG00000011625
calidris_pygmaea ENSCPGG00000015655
manacus_vitellinus ENSMVIG00005007041
lepidothrix_coronata ENSLCOG00000011913
calidris_pugnax ENSCPUG00000014985
calidris_pugnax ENSCPUG00000014986
calidris_pygmaea ENSCPGG00000015652
anser_brachyrhynchus ENSABRG00000022033
apteryx_owenii ENSAOWG00000004150
apteryx_rowi ENSARWG00000007845
dromaius_novaehollandiae ENSDNVG00000000884
apteryx_haastii ENSAHAG00000003155
nothoprocta_perdicaria ENSNPEG00000010329
phascolarctos_cinereus ENSPCIG00000015190
notamacropus_eugenii ENSMEUG00000014909
monodelphis_domestica ENSMODG00000000142
sarcophilus_harrisii ENSSHAG00000005247
mus_spicilegus ENSMSIG00000010080
mus_musculus ENSMUSG00000021809
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019861
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018983
mus_pahari MGP_PahariEiJ_G0029997
rattus_norvegicus ENSRNOG00000048195
meriones_unguiculatus ENSMUGG00000019379
microtus_ochrogaster ENSMOCG00000017611
peromyscus_maniculatus_bairdii ENSPEMG00000015892
cricetulus_griseus_crigri ENSCGRG00000005060
cricetulus_griseus_chok1gshd ENSCGRG00001018032
