ursus_maritimus ENSUMAG00000009489
ursus_americanus ENSUAMG00000004057
canis_lupus_familiaris ENSCAFG00000031620
canis_lupus_dingo ENSCAFG00020014452
vulpes_vulpes ENSVVUG00000008745
panthera_pardus ENSPPRG00000020418
panthera_tigris_altaica ENSPTIG00000006096
bos_taurus ENSBTAG00000051481
bos_mutus ENSBMUG00000023277
sorex_araneus ENSSARG00000012417
sus_scrofa ENSSSCG00000029175
equus_caballus ENSECAG00000038549
prolemur_simus ENSPSMG00000004785
otolemur_garnettii ENSOGAG00000026707
pan_paniscus ENSPPAG00000025979
pan_troglodytes ENSPTRG00000042511
homo_sapiens ENSG00000221909
gorilla_gorilla ENSGGOG00000001350
pongo_abelii ENSPPYG00000017383
nomascus_leucogenys ENSNLEG00000011174
mandrillus_leucophaeus ENSMLEG00000001071
theropithecus_gelada ENSTGEG00000012328
macaca_fascicularis ENSMFAG00000030317
macaca_nemestrina ENSMNEG00000009524
macaca_mulatta ENSMMUG00000019104
papio_anubis ENSPANG00000018803
cercocebus_atys ENSCATG00000007135
chlorocebus_sabaeus ENSCSAG00000019491
rhinopithecus_bieti ENSRBIG00000027570
rhinopithecus_roxellana ENSRROG00000018629
colobus_angolensis_palliatus ENSCANG00000017801
piliocolobus_tephrosceles ENSPTEG00000018882
callithrix_jacchus ENSCJAG00000023140
cebus_capucinus ENSCCAG00000018857
tupaia_belangeri ENSTBEG00000014148
echinops_telfairi ENSETEG00000013649
echinops_telfairi ENSETEG00000014546
fundulus_heteroclitus ENSFHEG00000004637
