labrus_bergylta ENSLBEG00000012924
tetraodon_nigroviridis ENSTNIG00000003022
mola_mola ENSMMOG00000005871
gasterosteus_aculeatus ENSGACG00000020196
hippocampus_comes ENSHCOG00000012883
amphiprion_ocellaris ENSAOCG00000020391
amphiprion_percula ENSAPEG00000010219
acanthochromis_polyacanthus ENSAPOG00000005051
stegastes_partitus ENSSPAG00000021822
haplochromis_burtoni ENSHBUG00000018852
pundamilia_nyererei ENSPNYG00000022420
astatotilapia_calliptera ENSACLG00000026715
maylandia_zebra ENSMZEG00005022973
neolamprologus_brichardi ENSNBRG00000018857
oreochromis_niloticus ENSONIG00000011329
amphilophus_citrinellus ENSACIG00000003678
fundulus_heteroclitus ENSFHEG00000014200
cyprinodon_variegatus ENSCVAG00000013293
xiphophorus_maculatus ENSXMAG00000013888
gambusia_affinis ENSGAFG00000015765
poecilia_mexicana ENSPMEG00000015129
poecilia_mexicana ENSPMEG00000005165
poecilia_latipinna ENSPLAG00000015902
poecilia_latipinna ENSPLAG00000007690
poecilia_formosa ENSPFOG00000014700
poecilia_reticulata ENSPREG00000009942
kryptolebias_marmoratus ENSKMAG00000010700
oryzias_latipes ENSORLG00000012660
oryzias_latipes ENSORLG00020014267
oryzias_latipes_asm223469v1 ENSORLG00015021268
oryzias_melastigma ENSOMEG00000012104
scophthalmus_maximus ENSSMAG00000001626
cynoglossus_semilaevis ENSCSEG00000013026
seriola_dumerili ENSSDUG00000019150
seriola_lalandi_dorsalis ENSSLDG00000004853
mastacembelus_armatus ENSMAMG00000004187
monopterus_albus ENSMALG00000002717
anabas_testudineus ENSATEG00000003137
periophthalmus_magnuspinnatus ENSPMGG00000003091
takifugu_rubripes ENSTRUG00000001530
tetraodon_nigroviridis ENSTNIG00000005445
takifugu_rubripes ENSTRUG00000004351
astyanax_mexicanus ENSAMXG00000040853
gadus_morhua ENSGMOG00000012157
pygocentrus_nattereri ENSPNAG00000007563
ictalurus_punctatus ENSIPUG00000018869
danio_rerio ENSDARG00000014796
paramormyrops_kingsleyae ENSPKIG00000013749
scleropages_formosus ENSSFOG00015013752
lepisosteus_oculatus ENSLOCG00000004765
phascolarctos_cinereus ENSPCIG00000011373
notamacropus_eugenii ENSMEUG00000009583
sarcophilus_harrisii ENSSHAG00000010411
monodelphis_domestica ENSMODG00000005538
propithecus_coquereli ENSPCOG00000014058
prolemur_simus ENSPSMG00000021250
microcebus_murinus ENSMICG00000015306
otolemur_garnettii ENSOGAG00000001568
pan_paniscus ENSPPAG00000010959
pan_troglodytes ENSPTRG00000004090
homo_sapiens ENSG00000085741
gorilla_gorilla ENSGGOG00000015024
pongo_abelii ENSPPYG00000003696
nomascus_leucogenys ENSNLEG00000016841
piliocolobus_tephrosceles ENSPTEG00000001530
rhinopithecus_roxellana ENSRROG00000031068
colobus_angolensis_palliatus ENSCANG00000029268
chlorocebus_sabaeus ENSCSAG00000003899
macaca_mulatta ENSMMUG00000006921
cercocebus_atys ENSCATG00000035881
papio_anubis ENSPANG00000014353
theropithecus_gelada ENSTGEG00000000184
mandrillus_leucophaeus ENSMLEG00000007376
cebus_capucinus ENSCCAG00000006507
saimiri_boliviensis_boliviensis ENSSBOG00000020772
callithrix_jacchus ENSCJAG00000015296
aotus_nancymaae ENSANAG00000023221
castor_canadensis ENSCCNG00000003504
dipodomys_ordii ENSDORG00000005892
cricetulus_griseus_crigri ENSCGRG00000007559
cricetulus_griseus_crigri-picr ENSCGRG00015013362
cricetulus_griseus_chok1gshd ENSCGRG00001022788
mesocricetus_auratus ENSMAUG00000008427
peromyscus_maniculatus_bairdii ENSPEMG00000021569
mus_spicilegus ENSMSIG00000027102
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031131
mus_musculus ENSMUSG00000015957
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030021
mus_pahari MGP_PahariEiJ_G0013242
rattus_norvegicus ENSRNOG00000015982
meriones_unguiculatus ENSMUGG00000004372
microtus_ochrogaster ENSMOCG00000021029
nannospalax_galili ENSNGAG00000013425
chinchilla_lanigera ENSCLAG00000014333
octodon_degus ENSODEG00000003887
cavia_aperea ENSCAPG00000007108
cavia_porcellus ENSCPOG00000009182
heterocephalus_glaber_female ENSHGLG00000010701
heterocephalus_glaber_male ENSHGLG00100002487
fukomys_damarensis ENSFDAG00000018737
macaca_fascicularis ENSMFAG00000043196
macaca_nemestrina ENSMNEG00000042384
rhinopithecus_bieti ENSRBIG00000042828
jaculus_jaculus ENSJJAG00000014979
pteropus_vampyrus ENSPVAG00000011291
erinaceus_europaeus ENSEEUG00000001870
myotis_lucifugus ENSMLUG00000016319
carlito_syrichta ENSTSYG00000028177
loxodonta_africana ENSLAFG00000011379
urocitellus_parryii ENSUPAG00010013326
marmota_marmota_marmota ENSMMMG00000009631
spermophilus_dauricus ENSSDAG00000007831
ictidomys_tridecemlineatus ENSSTOG00000029064
tupaia_belangeri ENSTBEG00000007804
echinops_telfairi ENSETEG00000012418
ovis_aries ENSOARG00000012643
capra_hircus ENSCHIG00000021782
bos_mutus ENSBMUG00000002073
bos_taurus ENSBTAG00000010820
bison_bison_bison ENSBBBG00000000445
tursiops_truncatus ENSTTRG00000013282
sus_scrofa ENSSSCG00000022347
ursus_americanus ENSUAMG00000002149
ailuropoda_melanoleuca ENSAMEG00000016932
canis_lupus_dingo ENSCAFG00020001959
canis_lupus_familiaris ENSCAFG00000005291
vulpes_vulpes ENSVVUG00000024336
mustela_putorius_furo ENSMPUG00000008789
neovison_vison ENSNVIG00000000391
panthera_pardus ENSPPRG00000006331
panthera_tigris_altaica ENSPTIG00000018045
felis_catus ENSFCAG00000025418
oryctolagus_cuniculus ENSOCUG00000001726
ochotona_princeps ENSOPRG00000000971
equus_caballus ENSECAG00000022188
equus_asinus_asinus ENSEASG00005014224
dasypus_novemcinctus ENSDNOG00000046349
procavia_capensis ENSPCAG00000013297
ornithorhynchus_anatinus ENSOANG00000007610
anolis_carolinensis ENSACAG00000012725
pogona_vitticeps ENSPVIG00000013513
salvator_merianae ENSSMRG00000007054
sphenodon_punctatus ENSSPUG00000019302
meleagris_gallopavo ENSMGAG00000015268
gallus_gallus ENSGALG00000000839
coturnix_japonica ENSCJPG00005005289
numida_meleagris ENSNMEG00000000917
anser_brachyrhynchus ENSABRG00000015235
