anolis_carolinensis ENSACAG00000011078
pogona_vitticeps ENSPVIG00000010163
notechis_scutatus ENSNSUG00000014074
salvator_merianae ENSSMRG00000005338
sphenodon_punctatus ENSSPUG00000015819
gopherus_agassizii ENSGAGG00000003235
chelonoidis_abingdonii ENSCABG00000011717
chrysemys_picta_bellii ENSCPBG00000011920
pelodiscus_sinensis ENSPSIG00000008461
apteryx_haastii ENSAHAG00000002256
apteryx_owenii ENSAOWG00000000287
apteryx_rowi ENSARWG00000012466
dromaius_novaehollandiae ENSDNVG00000000771
nothoprocta_perdicaria ENSNPEG00000013286
anser_brachyrhynchus ENSABRG00000003836
anas_platyrhynchos_platyrhynchos ENSAPLG00000009646
gallus_gallus ENSGALG00000007720
coturnix_japonica ENSCJPG00005014595
meleagris_gallopavo ENSMGAG00000009414
numida_meleagris ENSNMEG00000022639
calidris_pugnax ENSCPUG00000003976
calidris_pygmaea ENSCPGG00000008626
melopsittacus_undulatus ENSMUNG00000012370
junco_hyemalis ENSJHYG00000018406
zonotrichia_albicollis ENSZALG00000004348
serinus_canaria ENSSCAG00000000803
taeniopygia_guttata ENSTGUG00000010632
lonchura_striata_domestica ENSLSDG00000009700
ficedula_albicollis ENSFALG00000006832
cyanistes_caeruleus ENSCCEG00000023028
parus_major ENSPMJG00000019129
manacus_vitellinus ENSMVIG00005008269
manacus_vitellinus ENSMVIG00005008196
lepidothrix_coronata ENSLCOG00000001155
phascolarctos_cinereus ENSPCIG00000024302
notamacropus_eugenii ENSMEUG00000005211
pteropus_vampyrus ENSPVAG00000011781
myotis_lucifugus ENSMLUG00000014962
equus_asinus_asinus ENSEASG00005022559
capra_hircus ENSCHIG00000000187
ovis_aries ENSOARG00000016627
bos_taurus ENSBTAG00000038132
canis_lupus_dingo ENSCAFG00020012193
otolemur_garnettii ENSOGAG00000013007
neovison_vison ENSNVIG00000021806
mustela_putorius_furo ENSMPUG00000003634
ailuropoda_melanoleuca ENSAMEG00000008698
vulpes_vulpes ENSVVUG00000021362
canis_lupus_familiaris ENSCAFG00000030423
panthera_tigris_altaica ENSPTIG00000016109
panthera_pardus ENSPPRG00000020917
felis_catus ENSFCAG00000006006
