mastacembelus_armatus ENSMAMG00000008524
monopterus_albus ENSMALG00000010809
anabas_testudineus ENSATEG00000008407
amphiprion_ocellaris ENSAOCG00000009413
amphiprion_percula ENSAPEG00000004331
acanthochromis_polyacanthus ENSAPOG00000024205
stegastes_partitus ENSSPAG00000017665
astatotilapia_calliptera ENSACLG00000001070
maylandia_zebra ENSMZEG00005007926
pundamilia_nyererei ENSPNYG00000012376
haplochromis_burtoni ENSHBUG00000010597
neolamprologus_brichardi ENSNBRG00000010979
amphilophus_citrinellus ENSACIG00000005382
poecilia_latipinna ENSPLAG00000006885
poecilia_reticulata ENSPREG00000006689
poecilia_mexicana ENSPMEG00000000013
xiphophorus_maculatus ENSXMAG00000030070
xiphophorus_couchianus ENSXCOG00000007683
gambusia_affinis ENSGAFG00000009871
kryptolebias_marmoratus ENSKMAG00000019650
seriola_lalandi_dorsalis ENSSLDG00000021274
seriola_dumerili ENSSDUG00000010974
labrus_bergylta ENSLBEG00000007502
periophthalmus_magnuspinnatus ENSPMGG00000024104
esox_lucius ENSELUG00000016591
