scleropages_formosus ENSSFOG00015018706
paramormyrops_kingsleyae ENSPKIG00000011020
fundulus_heteroclitus ENSFHEG00000002677
cyprinodon_variegatus ENSCVAG00000006477
xiphophorus_couchianus ENSXCOG00000000754
xiphophorus_maculatus ENSXMAG00000000344
gambusia_affinis ENSGAFG00000003074
poecilia_formosa ENSPFOG00000008833
poecilia_latipinna ENSPLAG00000019600
poecilia_mexicana ENSPMEG00000015782
poecilia_reticulata ENSPREG00000002007
kryptolebias_marmoratus ENSKMAG00000012886
oryzias_latipes ENSORLG00000030309
oryzias_latipes ENSORLG00015004408
oryzias_latipes ENSORLG00020002142
oryzias_melastigma ENSOMEG00000013387
maylandia_zebra ENSMZEG00005018329
astatotilapia_calliptera ENSACLG00000010241
pundamilia_nyererei ENSPNYG00000006083
neolamprologus_brichardi ENSNBRG00000023569
oreochromis_niloticus ENSONIG00000014630
amphilophus_citrinellus ENSACIG00000002502
amphiprion_ocellaris ENSAOCG00000017442
amphiprion_ocellaris ENSAOCG00000017925
amphiprion_percula ENSAPEG00000002367
acanthochromis_polyacanthus ENSAPOG00000020403
parambassis_ranga ENSPRNG00000005169
gouania_willdenowi ENSGWIG00000016242
seriola_dumerili ENSSDUG00000012585
seriola_lalandi ENSSLDG00000013932
scophthalmus_maximus ENSSMAG00000015989
lates_calcarifer ENSLCAG00010000298
cynoglossus_semilaevis ENSCSEG00000007223
cynoglossus_semilaevis ENSCSEG00000007221
larimichthys_crocea ENSLCRG00005001656
mola_mola ENSMMOG00000015361
labrus_bergylta ENSLBEG00000011731
labrus_bergylta ENSLBEG00000013245
cottoperca_gobio ENSCGOG00000018356
tetraodon_nigroviridis ENSTNIG00000014195
takifugu_rubripes ENSTRUG00000015996
gasterosteus_aculeatus ENSGACG00000014155
betta_splendens ENSBSLG00000002695
anabas_testudineus ENSATEG00000009813
mastacembelus_armatus ENSMAMG00000000480
periophthalmus_magnuspinnatus ENSPMGG00000013380
hucho_hucho ENSHHUG00000023081
hucho_hucho ENSHHUG00000020461
esox_lucius ENSELUG00000000872
hucho_hucho ENSHHUG00000052547
astyanax_mexicanus ENSAMXG00000041728
astyanax_mexicanus ENSAMXG00005017804
pygocentrus_nattereri ENSPNAG00000021391
ictalurus_punctatus ENSIPUG00000014290
danio_rerio ENSDARG00000007745
astyanax_mexicanus ENSAMXG00005019720
astyanax_mexicanus ENSAMXG00000041959
pygocentrus_nattereri ENSPNAG00000018559
ictalurus_punctatus ENSIPUG00000013624
electrophorus_electricus ENSEEEG00000000214
clupea_harengus ENSCHAG00000025764
clupea_harengus ENSCHAG00000020394
denticeps_clupeoides ENSDCDG00000034845
