tursiops_truncatus ENSTTRG00000002494
sus_scrofa ENSSSCG00000040328
vicugna_pacos ENSVPAG00000000865
ovis_aries ENSOARG00000016641
bos_taurus ENSBTAG00000016773
bos_mutus ENSBMUG00000024840
bison_bison_bison ENSBBBG00000002120
capra_hircus ENSCHIG00000027093
pteropus_vampyrus ENSPVAG00000017359
ursus_maritimus ENSUMAG00000011774
ursus_americanus ENSUAMG00000001563
ailuropoda_melanoleuca ENSAMEG00000010561
mustela_putorius_furo ENSMPUG00000015881
neovison_vison ENSNVIG00000016110
canis_lupus_dingo ENSCAFG00020010448
canis_lupus_familiaris ENSCAFG00000015327
vulpes_vulpes ENSVVUG00000016089
panthera_pardus ENSPPRG00000006589
panthera_tigris_altaica ENSPTIG00000012900
felis_catus ENSFCAG00000025044
equus_caballus ENSECAG00000003588
equus_asinus_asinus ENSEASG00005002945
prolemur_simus ENSPSMG00000025092
propithecus_coquereli ENSPCOG00000018562
otolemur_garnettii ENSOGAG00000031624
cebus_capucinus ENSCCAG00000029830
callithrix_jacchus ENSCJAG00000013780
aotus_nancymaae ENSANAG00000022891
pan_troglodytes ENSPTRG00000010675
pan_paniscus ENSPPAG00000027259
homo_sapiens ENSG00000171773
gorilla_gorilla ENSGGOG00000002347
pongo_abelii ENSPPYG00000009715
nomascus_leucogenys ENSNLEG00000005785
macaca_fascicularis ENSMFAG00000003704
macaca_nemestrina ENSMNEG00000035345
theropithecus_gelada ENSTGEG00000012673
papio_anubis ENSPANG00000001191
chlorocebus_sabaeus ENSCSAG00000005592
cercocebus_atys ENSCATG00000043719
piliocolobus_tephrosceles ENSPTEG00000032585
colobus_angolensis_palliatus ENSCANG00000028737
rhinopithecus_roxellana ENSRROG00000035527
rhinopithecus_bieti ENSRBIG00000036669
spermophilus_dauricus ENSSDAG00000008941
urocitellus_parryii ENSUPAG00010019406
marmota_marmota_marmota ENSMMMG00000023567
castor_canadensis ENSCCNG00000021111
dipodomys_ordii ENSDORG00000028217
cricetulus_griseus_crigri-picr ENSCGRG00015004565
cricetulus_griseus_crigri ENSCGRG00000016718
cricetulus_griseus_chok1gshd ENSCGRG00001015557
mesocricetus_auratus ENSMAUG00000003939
peromyscus_maniculatus_bairdii ENSPEMG00000008351
mus_spicilegus ENSMSIG00000030649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032312
