pan_paniscus ENSPPAG00000001206
pan_troglodytes ENSPTRG00000045002
gorilla_gorilla ENSGGOG00000026459
pongo_abelii ENSPPYG00000012007
nomascus_leucogenys ENSNLEG00000018920
macaca_fascicularis ENSMFAG00000034106
macaca_nemestrina ENSMNEG00000033998
papio_anubis ENSPANG00000030518
cercocebus_atys ENSCATG00000036598
mandrillus_leucophaeus ENSMLEG00000041400
rhinopithecus_bieti ENSRBIG00000007331
rhinopithecus_roxellana ENSRROG00000043730
saimiri_boliviensis ENSSBOG00000034244
cebus_capucinus ENSCCAG00000025302
neovison_vison ENSNVIG00000000965
