pan_paniscus ENSPPAG00000033135
pan_troglodytes ENSPTRG00000030164
gorilla_gorilla ENSGGOG00000007630
pongo_abelii ENSPPYG00000013562
nomascus_leucogenys ENSNLEG00000004045
macaca_mulatta ENSMMUG00000046425
mandrillus_leucophaeus ENSMLEG00000028602
cercocebus_atys ENSCATG00000008303
papio_anubis ENSPANG00000033650
rhinopithecus_bieti ENSRBIG00000032894
macaca_nemestrina ENSMNEG00000034546
macaca_fascicularis ENSMFAG00000046312
rhinopithecus_roxellana ENSRROG00000039054
cebus_capucinus ENSCCAG00000022417
saimiri_boliviensis_boliviensis ENSSBOG00000029122
aotus_nancymaae ENSANAG00000030237
tupaia_belangeri ENSTBEG00000015015
pteropus_vampyrus ENSPVAG00000006377
echinops_telfairi ENSETEG00000019988
tursiops_truncatus ENSTTRG00000007220
vicugna_pacos ENSVPAG00000000422
erinaceus_europaeus ENSEEUG00000011130
sorex_araneus ENSSARG00000012653
ursus_americanus ENSUAMG00000005994
ursus_maritimus ENSUMAG00000004790
ailuropoda_melanoleuca ENSAMEG00000018182
mustela_putorius_furo ENSMPUG00000000434
vulpes_vulpes ENSVVUG00000021935
panthera_pardus ENSPPRG00000021261
panthera_tigris_altaica ENSPTIG00000009745
felis_catus ENSFCAG00000034647
sus_scrofa ENSSSCG00000030335
ovis_aries ENSOARG00000019173
urocitellus_parryii ENSUPAG00010019083
spermophilus_dauricus ENSSDAG00000006145
marmota_marmota_marmota ENSMMMG00000011779
oryctolagus_cuniculus ENSOCUG00000029031
otolemur_garnettii ENSOGAG00000014680
procavia_capensis ENSPCAG00000010950
choloepus_hoffmanni ENSCHOG00000008764
dasypus_novemcinctus ENSDNOG00000048806
