gallus_gallus ENSGALG00000015132
coturnix_japonica ENSCJPG00005009862
meleagris_gallopavo ENSMGAG00000010400
numida_meleagris ENSNMEG00000001761
anser_brachyrhynchus ENSABRG00000015865
anas_platyrhynchos_platyrhynchos ENSAPLG00000004203
lonchura_striata_domestica ENSLSDG00000008027
taeniopygia_guttata ENSTGUG00000010620
serinus_canaria ENSSCAG00000011659
zonotrichia_albicollis ENSZALG00000000342
junco_hyemalis ENSJHYG00000005238
ficedula_albicollis ENSFALG00000006017
parus_major ENSPMJG00000014743
cyanistes_caeruleus ENSCCEG00000013835
lepidothrix_coronata ENSLCOG00000005623
manacus_vitellinus ENSMVIG00005003686
calidris_pygmaea ENSCPGG00000004388
calidris_pugnax ENSCPUG00000018981
melopsittacus_undulatus ENSMUNG00000007920
apteryx_owenii ENSAOWG00000003121
apteryx_haastii ENSAHAG00000001312
apteryx_rowi ENSARWG00000010567
dromaius_novaehollandiae ENSDNVG00000005245
nothoprocta_perdicaria ENSNPEG00000011625
crocodylus_porosus ENSCPRG00005014667
gopherus_agassizii ENSGAGG00000025187
chelonoidis_abingdonii ENSCABG00000002667
chrysemys_picta_bellii ENSCPBG00000021062
pelodiscus_sinensis ENSPSIG00000002658
anolis_carolinensis ENSACAG00000010838
pogona_vitticeps ENSPVIG00000006987
notechis_scutatus ENSNSUG00000019972
salvator_merianae ENSSMRG00000011749
sphenodon_punctatus ENSSPUG00000010288
phascolarctos_cinereus ENSPCIG00000008059
notamacropus_eugenii ENSMEUG00000009999
sarcophilus_harrisii ENSSHAG00000006524
monodelphis_domestica ENSMODG00000021517
chinchilla_lanigera ENSCLAG00000015205
octodon_degus ENSODEG00000018382
cavia_porcellus ENSCPOG00000012391
cavia_aperea ENSCAPG00000011527
heterocephalus_glaber_female ENSHGLG00000007487
heterocephalus_glaber_male ENSHGLG00100002161
fukomys_damarensis ENSFDAG00000006090
marmota_marmota_marmota ENSMMMG00000008743
ictidomys_tridecemlineatus ENSSTOG00000002172
spermophilus_dauricus ENSSDAG00000005792
urocitellus_parryii ENSUPAG00010012964
castor_canadensis ENSCCNG00000012060
dipodomys_ordii ENSDORG00000003504
mus_musculus ENSMUSG00000024304
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022934
mus_spicilegus ENSMSIG00000002541
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022020
mus_pahari MGP_PahariEiJ_G0018757
rattus_norvegicus ENSRNOG00000015602
meriones_unguiculatus ENSMUGG00000005780
cricetulus_griseus_crigri-picr ENSCGRG00015009035
cricetulus_griseus_chok1gshd ENSCGRG00001015862
cricetulus_griseus_crigri ENSCGRG00000006369
mesocricetus_auratus ENSMAUG00000014636
peromyscus_maniculatus_bairdii ENSPEMG00000018458
microtus_ochrogaster ENSMOCG00000003559
nannospalax_galili ENSNGAG00000013489
jaculus_jaculus ENSJJAG00000017817
jaculus_jaculus ENSJJAG00000012501
oryctolagus_cuniculus ENSOCUG00000003656
ochotona_princeps ENSOPRG00000006242
pan_paniscus ENSPPAG00000037338
pan_troglodytes ENSPTRG00000009939
gorilla_gorilla ENSGGOG00000012100
homo_sapiens ENSG00000170558
pongo_abelii ENSPPYG00000009082
nomascus_leucogenys ENSNLEG00000006531
rhinopithecus_bieti ENSRBIG00000042640
rhinopithecus_roxellana ENSRROG00000041380
colobus_angolensis_palliatus ENSCANG00000037720
piliocolobus_tephrosceles ENSPTEG00000037614
macaca_fascicularis ENSMFAG00000004661
macaca_mulatta ENSMMUG00000015178
macaca_nemestrina ENSMNEG00000043364
mandrillus_leucophaeus ENSMLEG00000029719
theropithecus_gelada ENSTGEG00000018584
cercocebus_atys ENSCATG00000023265
papio_anubis ENSPANG00000017231
chlorocebus_sabaeus ENSCSAG00000017819
cebus_capucinus ENSCCAG00000021037
saimiri_boliviensis_boliviensis ENSSBOG00000033079
callithrix_jacchus ENSCJAG00000020748
aotus_nancymaae ENSANAG00000020532
carlito_syrichta ENSTSYG00000013279
propithecus_coquereli ENSPCOG00000014519
microcebus_murinus ENSMICG00000000847
prolemur_simus ENSPSMG00000014443
otolemur_garnettii ENSOGAG00000002381
tupaia_belangeri ENSTBEG00000013975
equus_asinus_asinus ENSEASG00005016811
equus_caballus ENSECAG00000009663
pteropus_vampyrus ENSPVAG00000003654
ursus_maritimus ENSUMAG00000021664
ursus_americanus ENSUAMG00000008959
ailuropoda_melanoleuca ENSAMEG00000011916
neovison_vison ENSNVIG00000019000
mustela_putorius_furo ENSMPUG00000006602
canis_lupus_familiaris ENSCAFG00000018115
canis_lupus_dingo ENSCAFG00020013609
vulpes_vulpes ENSVVUG00000029500
panthera_pardus ENSPPRG00000023850
panthera_tigris_altaica ENSPTIG00000016332
felis_catus ENSFCAG00000012301
capra_hircus ENSCHIG00000018662
ovis_aries ENSOARG00000006907
bos_mutus ENSBMUG00000024918
bos_taurus ENSBTAG00000021190
bison_bison_bison ENSBBBG00000019864
tursiops_truncatus ENSTTRG00000007329
sus_scrofa ENSSSCG00000003722
vicugna_pacos ENSVPAG00000002695
myotis_lucifugus ENSMLUG00000003036
erinaceus_europaeus ENSEEUG00000000024
sorex_araneus ENSSARG00000002029
dasypus_novemcinctus ENSDNOG00000008250
choloepus_hoffmanni ENSCHOG00000013878
loxodonta_africana ENSLAFG00000014957
procavia_capensis ENSPCAG00000007644
echinops_telfairi ENSETEG00000012047
ornithorhynchus_anatinus ENSOANG00000005632
xenopus_tropicalis ENSXETG00000006932
latimeria_chalumnae ENSLACG00000002995
paramormyrops_kingsleyae ENSPKIG00000016865
scleropages_formosus ENSSFOG00015010550
poecilia_reticulata ENSPREG00000012689
poecilia_formosa ENSPFOG00000010559
xiphophorus_maculatus ENSXMAG00000007020
poecilia_mexicana ENSPMEG00000021661
xiphophorus_couchianus ENSXCOG00000005874
gambusia_affinis ENSGAFG00000003861
oryzias_melastigma ENSOMEG00000015278
oryzias_melastigma ENSOMEG00000021851
oryzias_latipes ENSORLG00020012424
oryzias_latipes ENSORLG00000000073
oryzias_latipes_asm223469v1 ENSORLG00015008313
hippocampus_comes ENSHCOG00000010996
takifugu_rubripes ENSTRUG00000001621
tetraodon_nigroviridis ENSTNIG00000010476
gasterosteus_aculeatus ENSGACG00000002928
scophthalmus_maximus ENSSMAG00000018681
seriola_dumerili ENSSDUG00000018365
seriola_lalandi_dorsalis ENSSLDG00000016159
labrus_bergylta ENSLBEG00000028141
monopterus_albus ENSMALG00000021487
mastacembelus_armatus ENSMAMG00000006737
anabas_testudineus ENSATEG00000007302
cynoglossus_semilaevis ENSCSEG00000002100
astatotilapia_calliptera ENSACLG00000003613
maylandia_zebra ENSMZEG00005024994
pundamilia_nyererei ENSPNYG00000001907
haplochromis_burtoni ENSHBUG00000012367
neolamprologus_brichardi ENSNBRG00000016523
oreochromis_niloticus ENSONIG00000007245
amphilophus_citrinellus ENSACIG00000013175
kryptolebias_marmoratus ENSKMAG00000009337
amphiprion_ocellaris ENSAOCG00000021803
amphiprion_percula ENSAPEG00000022295
acanthochromis_polyacanthus ENSAPOG00000009139
stegastes_partitus ENSSPAG00000000261
gadus_morhua ENSGMOG00000005391
esox_lucius ENSELUG00000002228
pygocentrus_nattereri ENSPNAG00000027771
astyanax_mexicanus ENSAMXG00000040605
ictalurus_punctatus ENSIPUG00000014994
danio_rerio ENSDARG00000018693
tetraodon_nigroviridis ENSTNIG00000015216
takifugu_rubripes ENSTRUG00000008035
gasterosteus_aculeatus ENSGACG00000013168
scophthalmus_maximus ENSSMAG00000020336
cynoglossus_semilaevis ENSCSEG00000011290
monopterus_albus ENSMALG00000019420
mastacembelus_armatus ENSMAMG00000013818
anabas_testudineus ENSATEG00000009412
seriola_dumerili ENSSDUG00000020770
seriola_lalandi_dorsalis ENSSLDG00000018869
xiphophorus_maculatus ENSXMAG00000016663
gambusia_affinis ENSGAFG00000021379
poecilia_formosa ENSPFOG00000001883
poecilia_latipinna ENSPLAG00000018984
poecilia_mexicana ENSPMEG00000012457
poecilia_reticulata ENSPREG00000004831
fundulus_heteroclitus ENSFHEG00000015625
cyprinodon_variegatus ENSCVAG00000022187
kryptolebias_marmoratus ENSKMAG00000013992
oryzias_latipes ENSORLG00000017084
oryzias_latipes ENSORLG00020011164
oryzias_latipes_asm223469v1 ENSORLG00015010965
oryzias_melastigma ENSOMEG00000004301
astatotilapia_calliptera ENSACLG00000021735
maylandia_zebra ENSMZEG00005025365
pundamilia_nyererei ENSPNYG00000013184
haplochromis_burtoni ENSHBUG00000004968
neolamprologus_brichardi ENSNBRG00000013653
oreochromis_niloticus ENSONIG00000009709
amphilophus_citrinellus ENSACIG00000016202
amphiprion_ocellaris ENSAOCG00000005144
amphiprion_percula ENSAPEG00000005586
acanthochromis_polyacanthus ENSAPOG00000022958
stegastes_partitus ENSSPAG00000000899
labrus_bergylta ENSLBEG00000018251
mola_mola ENSMMOG00000018720
hippocampus_comes ENSHCOG00000020987
periophthalmus_magnuspinnatus ENSPMGG00000009928
gadus_morhua ENSGMOG00000002921
esox_lucius ENSELUG00000018413
astyanax_mexicanus ENSAMXG00000007485
pygocentrus_nattereri ENSPNAG00000013872
ictalurus_punctatus ENSIPUG00000011722
paramormyrops_kingsleyae ENSPKIG00000003447
scleropages_formosus ENSSFOG00015007702
poecilia_latipinna ENSPLAG00000009655
periophthalmus_magnuspinnatus ENSPMGG00000013970
pygocentrus_nattereri ENSPNAG00000000288
lepisosteus_oculatus ENSLOCG00000006252
eptatretus_burgeri ENSEBUG00000014415
petromyzon_marinus ENSPMAG00000001532
eptatretus_burgeri ENSEBUG00000001587
