apteryx_haastii ENSAHAG00000005798
apteryx_owenii ENSAOWG00000008814
apteryx_rowi ENSARWG00000012311
dromaius_novaehollandiae ENSDNVG00000012910
nothoprocta_perdicaria ENSNPEG00000014292
cyanistes_caeruleus ENSCCEG00000005333
parus_major ENSPMJG00000010298
ficedula_albicollis ENSFALG00000010129
lonchura_striata_domestica ENSLSDG00000016660
taeniopygia_guttata ENSTGUG00000005289
serinus_canaria ENSSCAG00000009440
lepidothrix_coronata ENSLCOG00000011910
lepidothrix_coronata ENSLCOG00000011909
manacus_vitellinus ENSMVIG00005007237
calidris_pugnax ENSCPUG00000009086
junco_hyemalis ENSJHYG00000015472
zonotrichia_albicollis ENSZALG00000007206
melopsittacus_undulatus ENSMUNG00000016852
calidris_pygmaea ENSCPGG00000011855
anas_platyrhynchos_platyrhynchos ENSAPLG00000012143
anser_brachyrhynchus ENSABRG00000005925
gallus_gallus ENSGALG00000040557
meleagris_gallopavo ENSMGAG00000008979
coturnix_japonica ENSCJPG00005012178
numida_meleagris ENSNMEG00000010002
crocodylus_porosus ENSCPRG00005010099
chrysemys_picta_bellii ENSCPBG00000007125
chelonoidis_abingdonii ENSCABG00000000338
pelodiscus_sinensis ENSPSIG00000015144
anolis_carolinensis ENSACAG00000006672
pogona_vitticeps ENSPVIG00000017811
notechis_scutatus ENSNSUG00000013167
salvator_merianae ENSSMRG00000012616
sphenodon_punctatus ENSSPUG00000017062
phascolarctos_cinereus ENSPCIG00000019490
notamacropus_eugenii ENSMEUG00000009307
sarcophilus_harrisii ENSSHAG00000012198
monodelphis_domestica ENSMODG00000015845
monodelphis_domestica ENSMODG00000013198
ursus_americanus ENSUAMG00000007235
ursus_maritimus ENSUMAG00000002162
ailuropoda_melanoleuca ENSAMEG00000018238
neovison_vison ENSNVIG00000002689
mustela_putorius_furo ENSMPUG00000007248
canis_lupus_dingo ENSCAFG00020007323
canis_lupus_familiaris ENSCAFG00000003397
vulpes_vulpes ENSVVUG00000010561
panthera_pardus ENSPPRG00000001348
panthera_tigris_altaica ENSPTIG00000018257
felis_catus ENSFCAG00000027627
equus_asinus_asinus ENSEASG00005008830
equus_caballus ENSECAG00000013937
capra_hircus ENSCHIG00000019490
ovis_aries ENSOARG00000001668
bos_taurus ENSBTAG00000014228
bos_mutus ENSBMUG00000021605
bison_bison_bison ENSBBBG00000006745
tursiops_truncatus ENSTTRG00000005875
sus_scrofa ENSSSCG00000038138
vicugna_pacos ENSVPAG00000005459
pteropus_vampyrus ENSPVAG00000002330
erinaceus_europaeus ENSEEUG00000001121
sorex_araneus ENSSARG00000008476
myotis_lucifugus ENSMLUG00000008952
castor_canadensis ENSCCNG00000019288
dipodomys_ordii ENSDORG00000004403
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029114
mus_spicilegus ENSMSIG00000019924
mus_musculus ENSMUSG00000029553
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028114
mus_pahari MGP_PahariEiJ_G0021870
rattus_norvegicus ENSRNOG00000061595
meriones_unguiculatus ENSMUGG00000003341
cricetulus_griseus_crigri ENSCGRG00000014010
cricetulus_griseus_crigri-picr ENSCGRG00015026386
cricetulus_griseus_chok1gshd ENSCGRG00001017234
mesocricetus_auratus ENSMAUG00000001990
peromyscus_maniculatus_bairdii ENSPEMG00000016053
microtus_ochrogaster ENSMOCG00000021582
nannospalax_galili ENSNGAG00000014386
jaculus_jaculus ENSJJAG00000015649
heterocephalus_glaber_female ENSHGLG00000013967
heterocephalus_glaber_male ENSHGLG00100004525
fukomys_damarensis ENSFDAG00000020314
chinchilla_lanigera ENSCLAG00000005114
octodon_degus ENSODEG00000001900
cavia_aperea ENSCAPG00000000514
cavia_porcellus ENSCPOG00000012369
urocitellus_parryii ENSUPAG00010007755
ictidomys_tridecemlineatus ENSSTOG00000001224
marmota_marmota_marmota ENSMMMG00000014310
spermophilus_dauricus ENSSDAG00000014795
oryctolagus_cuniculus ENSOCUG00000006292
saimiri_boliviensis_boliviensis ENSSBOG00000024242
cebus_capucinus ENSCCAG00000022469
aotus_nancymaae ENSANAG00000032768
callithrix_jacchus ENSCJAG00000047848
pan_paniscus ENSPPAG00000004955
pan_troglodytes ENSPTRG00000047353
homo_sapiens ENSG00000105967
gorilla_gorilla ENSGGOG00000009901
pongo_abelii ENSPPYG00000017928
nomascus_leucogenys ENSNLEG00000011480
macaca_fascicularis ENSMFAG00000035684
macaca_mulatta ENSMMUG00000038489
macaca_nemestrina ENSMNEG00000000097
mandrillus_leucophaeus ENSMLEG00000044103
theropithecus_gelada ENSTGEG00000016709
papio_anubis ENSPANG00000022367
cercocebus_atys ENSCATG00000035757
chlorocebus_sabaeus ENSCSAG00000010942
colobus_angolensis_palliatus ENSCANG00000028539
piliocolobus_tephrosceles ENSPTEG00000023041
rhinopithecus_roxellana ENSRROG00000042886
rhinopithecus_bieti ENSRBIG00000029382
carlito_syrichta ENSTSYG00000008234
prolemur_simus ENSPSMG00000021885
microcebus_murinus ENSMICG00000006995
propithecus_coquereli ENSPCOG00000026787
otolemur_garnettii ENSOGAG00000010066
loxodonta_africana ENSLAFG00000017267
loxodonta_africana ENSLAFG00000031865
procavia_capensis ENSPCAG00000004104
echinops_telfairi ENSETEG00000016436
choloepus_hoffmanni ENSCHOG00000001149
dasypus_novemcinctus ENSDNOG00000045240
ornithorhynchus_anatinus ENSOANG00000014094
xenopus_tropicalis ENSXETG00000011566
latimeria_chalumnae ENSLACG00000008018
gasterosteus_aculeatus ENSGACG00000018910
mola_mola ENSMMOG00000002462
labrus_bergylta ENSLBEG00000004735
seriola_dumerili ENSSDUG00000007554
seriola_lalandi_dorsalis ENSSLDG00000012618
scophthalmus_maximus ENSSMAG00000020155
cynoglossus_semilaevis ENSCSEG00000010707
mastacembelus_armatus ENSMAMG00000008568
monopterus_albus ENSMALG00000003591
anabas_testudineus ENSATEG00000011808
fundulus_heteroclitus ENSFHEG00000023389
cyprinodon_variegatus ENSCVAG00000004727
poecilia_formosa ENSPFOG00000014522
poecilia_mexicana ENSPMEG00000005862
poecilia_latipinna ENSPLAG00000019178
poecilia_reticulata ENSPREG00000010907
xiphophorus_couchianus ENSXCOG00000014878
xiphophorus_maculatus ENSXMAG00000023033
gambusia_affinis ENSGAFG00000017472
kryptolebias_marmoratus ENSKMAG00000021497
oryzias_latipes ENSORLG00000010461
oryzias_latipes_asm223469v1 ENSORLG00015001248
oryzias_latipes ENSORLG00020002931
oryzias_melastigma ENSOMEG00000012835
maylandia_zebra ENSMZEG00005011293
maylandia_zebra ENSMZEG00005025048
pundamilia_nyererei ENSPNYG00000007751
astatotilapia_calliptera ENSACLG00000001863
haplochromis_burtoni ENSHBUG00000005635
neolamprologus_brichardi ENSNBRG00000000942
oreochromis_niloticus ENSONIG00000016803
amphilophus_citrinellus ENSACIG00000019259
amphiprion_ocellaris ENSAOCG00000016709
amphiprion_percula ENSAPEG00000017199
acanthochromis_polyacanthus ENSAPOG00000011937
stegastes_partitus ENSSPAG00000019094
tetraodon_nigroviridis ENSTNIG00000018518
takifugu_rubripes ENSTRUG00000017315
periophthalmus_magnuspinnatus ENSPMGG00000009885
hippocampus_comes ENSHCOG00000013047
gadus_morhua ENSGMOG00000009209
esox_lucius ENSELUG00000014476
pygocentrus_nattereri ENSPNAG00000020672
astyanax_mexicanus ENSAMXG00000040343
ictalurus_punctatus ENSIPUG00000014576
danio_rerio ENSDARG00000098745
scleropages_formosus ENSSFOG00015000481
paramormyrops_kingsleyae ENSPKIG00000000953
scleropages_formosus ENSSFOG00015003909
paramormyrops_kingsleyae ENSPKIG00000018525
lepisosteus_oculatus ENSLOCG00000015941
eptatretus_burgeri ENSEBUG00000011565
