salvator_merianae ENSSMRG00000003062
notechis_scutatus ENSNSUG00000009135
gopherus_agassizii ENSGAGG00000005047
chelonoidis_abingdonii ENSCABG00000002460
chrysemys_picta_bellii ENSCPBG00000004663
latimeria_chalumnae ENSLACG00000015848
periophthalmus_magnuspinnatus ENSPMGG00000014973
hippocampus_comes ENSHCOG00000011644
seriola_dumerili ENSSDUG00000008644
seriola_lalandi_dorsalis ENSSLDG00000025397
scophthalmus_maximus ENSSMAG00000006622
monopterus_albus ENSMALG00000011853
anabas_testudineus ENSATEG00000023059
labrus_bergylta ENSLBEG00000019923
stegastes_partitus ENSSPAG00000014605
maylandia_zebra ENSMZEG00005019004
astatotilapia_calliptera ENSACLG00000008993
haplochromis_burtoni ENSHBUG00000014116
pundamilia_nyererei ENSPNYG00000002202
neolamprologus_brichardi ENSNBRG00000004486
amphilophus_citrinellus ENSACIG00000021211
kryptolebias_marmoratus ENSKMAG00000021397
amphiprion_ocellaris ENSAOCG00000023015
amphiprion_percula ENSAPEG00000009419
acanthochromis_polyacanthus ENSAPOG00000013705
mola_mola ENSMMOG00000003843
mastacembelus_armatus ENSMAMG00000011722
xiphophorus_maculatus ENSXMAG00000021257
xiphophorus_couchianus ENSXCOG00000015213
gambusia_affinis ENSGAFG00000018393
poecilia_mexicana ENSPMEG00000010969
poecilia_latipinna ENSPLAG00000009393
poecilia_reticulata ENSPREG00000023027
cyprinodon_variegatus ENSCVAG00000017051
fundulus_heteroclitus ENSFHEG00000003152
seriola_lalandi_dorsalis ENSSLDG00000006235
