esox_lucius ENSELUG00000007443
ictalurus_punctatus ENSIPUG00000000185
clupea_harengus ENSCHAG00000019234
denticeps_clupeoides ENSDCDG00000020218
ictalurus_punctatus ENSIPUG00000016646
electrophorus_electricus ENSEEEG00000020477
astyanax_mexicanus ENSAMXG00005008584
astyanax_mexicanus ENSAMXG00000025832
pygocentrus_nattereri ENSPNAG00000012160
gasterosteus_aculeatus ENSGACG00000015369
takifugu_rubripes ENSTRUG00000009479
betta_splendens ENSBSLG00000020940
oryzias_latipes ENSORLG00015018457
oryzias_latipes ENSORLG00020000501
oryzias_latipes ENSORLG00000014774
oryzias_melastigma ENSOMEG00000019620
larimichthys_crocea ENSLCRG00005021486
mola_mola ENSMMOG00000010513
cottoperca_gobio ENSCGOG00000017768
monopterus_albus ENSMALG00000021705
anabas_testudineus ENSATEG00000016408
labrus_bergylta ENSLBEG00000001941
seriola_dumerili ENSSDUG00000014975
seriola_lalandi ENSSLDG00000018755
lates_calcarifer ENSLCAG00010018958
amphiprion_ocellaris ENSAOCG00000019151
amphiprion_percula ENSAPEG00000013324
acanthochromis_polyacanthus ENSAPOG00000024335
stegastes_partitus ENSSPAG00000003015
parambassis_ranga ENSPRNG00000024975
maylandia_zebra ENSMZEG00005025660
astatotilapia_calliptera ENSACLG00000003596
haplochromis_burtoni ENSHBUG00000020652
pundamilia_nyererei ENSPNYG00000006034
neolamprologus_brichardi ENSNBRG00000020601
neolamprologus_brichardi ENSNBRG00000000089
oreochromis_niloticus ENSONIG00000021435
amphilophus_citrinellus ENSACIG00000017192
mastacembelus_armatus ENSMAMG00000009033
cynoglossus_semilaevis ENSCSEG00000013669
scophthalmus_maximus ENSSMAG00000003774
hippocampus_comes ENSHCOG00000001516
xiphophorus_couchianus ENSXCOG00000008137
xiphophorus_maculatus ENSXMAG00000019982
gambusia_affinis ENSGAFG00000008164
poecilia_latipinna ENSPLAG00000013477
poecilia_reticulata ENSPREG00000013038
poecilia_formosa ENSPFOG00000019979
poecilia_mexicana ENSPMEG00000000534
cyprinodon_variegatus ENSCVAG00000004620
kryptolebias_marmoratus ENSKMAG00000007572
gouania_willdenowi ENSGWIG00000020464
periophthalmus_magnuspinnatus ENSPMGG00000003257
fundulus_heteroclitus ENSFHEG00000021350
gadus_morhua ENSGMOG00000019730
hucho_hucho ENSHHUG00000037913
hucho_hucho ENSHHUG00000019383
paramormyrops_kingsleyae ENSPKIG00000016096
scleropages_formosus ENSSFOG00015016027
lepisosteus_oculatus ENSLOCG00000017624
erpetoichthys_calabaricus ENSECRG00000022305
cyanistes_caeruleus ENSCCEG00000004236
echinops_telfairi ENSETEG00000004174
calidris_pygmaea ENSCPGG00000004912
calidris_pugnax ENSCPUG00000015278
melopsittacus_undulatus ENSMUNG00000013645
lonchura_striata ENSLSDG00000002546
taeniopygia_guttata ENSTGUG00000018247
serinus_canaria ENSSCAG00000007238
junco_hyemalis ENSJHYG00000007595
ficedula_albicollis ENSFALG00000014869
parus_major ENSPMJG00000012880
lepidothrix_coronata ENSLCOG00000006794
meleagris_gallopavo ENSMGAG00000006189
gallus_gallus ENSGALG00000004168
numida_meleagris ENSNMEG00000005071
anas_platyrhynchos ENSAPLG00000000639
apteryx_haastii ENSAHAG00000011714
apteryx_owenii ENSAOWG00000012150
apteryx_rowi ENSARWG00000018633
dromaius_novaehollandiae ENSDNVG00000000208
nothoprocta_perdicaria ENSNPEG00000010398
crocodylus_porosus ENSCPRG00005008459
gopherus_agassizii ENSGAGG00000000935
chelonoidis_abingdonii ENSCABG00000002265
chrysemys_picta ENSCPBG00000011026
pelodiscus_sinensis ENSPSIG00000006434
pogona_vitticeps ENSPVIG00000023360
notechis_scutatus ENSNSUG00000006504
salvator_merianae ENSSMRG00000013832
pan_paniscus ENSPPAG00000040031
pan_troglodytes ENSPTRG00000009897
homo_sapiens ENSG00000141965
gorilla_gorilla ENSGGOG00000008707
pongo_abelii ENSPPYG00000009417
pongo_abelii ENSPPYG00000008976
pongo_abelii ENSPPYG00000011282
pongo_abelii ENSPPYG00000005179
pan_troglodytes ENSPTRG00000043350
pan_troglodytes ENSPTRG00000049695
pan_troglodytes ENSPTRG00000051578
gorilla_gorilla ENSGGOG00000027670
piliocolobus_tephrosceles ENSPTEG00000024518
colobus_angolensis ENSCANG00000000174
rhinopithecus_roxellana ENSRROG00000027770
rhinopithecus_bieti ENSRBIG00000028366
macaca_nemestrina ENSMNEG00000006797
macaca_fascicularis ENSMFAG00000030314
cercocebus_atys ENSCATG00000018011
theropithecus_gelada ENSTGEG00000016948
mandrillus_leucophaeus ENSMLEG00000027893
chlorocebus_sabaeus ENSCSAG00000018818
callithrix_jacchus ENSCJAG00000017463
saimiri_boliviensis ENSSBOG00000026904
prolemur_simus ENSPSMG00000018485
otolemur_garnettii ENSOGAG00000004865
cricetulus_griseus ENSCGRG00001010179
cricetulus_griseus ENSCGRG00000019920
mesocricetus_auratus ENSMAUG00000008605
microtus_ochrogaster ENSMOCG00000001639
peromyscus_maniculatus ENSPEMG00000017948
mus_musculus ENSMUSG00000043683
mus_musculus ENSMUSG00000078157
mus_spicilegus ENSMSIG00000012002
mus_caroli MGP_CAROLIEiJ_G0021771
mus_pahari MGP_PahariEiJ_G0020760
rattus_norvegicus ENSRNOG00000050646
meriones_unguiculatus ENSMUGG00000005302
nannospalax_galili ENSNGAG00000018411
jaculus_jaculus ENSJJAG00000000960
dipodomys_ordii ENSDORG00000016191
castor_canadensis ENSCCNG00000030327
heterocephalus_glaber ENSHGLG00100004030
heterocephalus_glaber ENSHGLG00000006543
fukomys_damarensis ENSFDAG00000011547
octodon_degus ENSODEG00000014717
chinchilla_lanigera ENSCLAG00000006945
cavia_aperea ENSCAPG00000001296
cavia_porcellus ENSCPOG00000002697
urocitellus_parryii ENSUPAG00010010026
ictidomys_tridecemlineatus ENSSTOG00000002965
marmota_marmota ENSMMMG00000018489
mustela_putorius ENSMPUG00000005251
neovison_vison ENSNVIG00000008279
ursus_americanus ENSUAMG00000014719
canis_lupus ENSCAFG00020018826
canis_lupus ENSCAFG00000048123
vulpes_vulpes ENSVVUG00000009032
panthera_pardus ENSPPRG00000016297
