mastacembelus_armatus ENSMAMG00000017831
monopterus_albus ENSMALG00000002352
hippocampus_comes ENSHCOG00000006226
astatotilapia_calliptera ENSACLG00000025673
maylandia_zebra ENSMZEG00005003254
haplochromis_burtoni ENSHBUG00000000703
pundamilia_nyererei ENSPNYG00000019174
astatotilapia_calliptera ENSACLG00000025736
maylandia_zebra ENSMZEG00005003145
haplochromis_burtoni ENSHBUG00000022743
pundamilia_nyererei ENSPNYG00000019334
amphilophus_citrinellus ENSACIG00000023839
stegastes_partitus ENSSPAG00000015705
fundulus_heteroclitus ENSFHEG00000011318
xiphophorus_maculatus ENSXMAG00000022070
kryptolebias_marmoratus ENSKMAG00000013776
periophthalmus_magnuspinnatus ENSPMGG00000010945
labrus_bergylta ENSLBEG00000028439
seriola_lalandi_dorsalis ENSSLDG00000024247
seriola_dumerili ENSSDUG00000019995
cynoglossus_semilaevis ENSCSEG00000005956
esox_lucius ENSELUG00000016260
esox_lucius ENSELUG00000014447
ictalurus_punctatus ENSIPUG00000018845
pygocentrus_nattereri ENSPNAG00000017062
scleropages_formosus ENSSFOG00015012072
paramormyrops_kingsleyae ENSPKIG00000021870
paramormyrops_kingsleyae ENSPKIG00000003637
lepisosteus_oculatus ENSLOCG00000002428
pogona_vitticeps ENSPVIG00000012123
anolis_carolinensis ENSACAG00000006597
notechis_scutatus ENSNSUG00000009104
salvator_merianae ENSSMRG00000006815
lepidothrix_coronata ENSLCOG00000012357
manacus_vitellinus ENSMVIG00005013213
melopsittacus_undulatus ENSMUNG00000005571
ornithorhynchus_anatinus ENSOANG00000011367
xenopus_tropicalis ENSXETG00000017433
latimeria_chalumnae ENSLACG00000007501
ornithorhynchus_anatinus ENSOANG00000028903
latimeria_chalumnae ENSLACG00000009007
ciona_intestinalis ENSCING00000006967
ciona_intestinalis ENSCING00000024333
