labrus_bergylta ENSLBEG00000019444
gasterosteus_aculeatus ENSGACG00000009689
tetraodon_nigroviridis ENSTNIG00000013730
takifugu_rubripes ENSTRUG00000010420
mola_mola ENSMMOG00000009061
scophthalmus_maximus ENSSMAG00000000772
cynoglossus_semilaevis ENSCSEG00000002121
seriola_dumerili ENSSDUG00000001891
seriola_lalandi_dorsalis ENSSLDG00000006302
monopterus_albus ENSMALG00000012242
mastacembelus_armatus ENSMAMG00000022941
anabas_testudineus ENSATEG00000001182
amphiprion_ocellaris ENSAOCG00000001851
amphiprion_ocellaris ENSAOCG00000007603
amphiprion_percula ENSAPEG00000009503
acanthochromis_polyacanthus ENSAPOG00000001716
stegastes_partitus ENSSPAG00000000411
astatotilapia_calliptera ENSACLG00000021668
maylandia_zebra ENSMZEG00005012792
pundamilia_nyererei ENSPNYG00000011770
haplochromis_burtoni ENSHBUG00000016516
neolamprologus_brichardi ENSNBRG00000014877
oreochromis_niloticus ENSONIG00000015499
amphilophus_citrinellus ENSACIG00000008215
amphilophus_citrinellus ENSACIG00000016380
xiphophorus_maculatus ENSXMAG00000009397
xiphophorus_couchianus ENSXCOG00000003667
gambusia_affinis ENSGAFG00000006675
poecilia_formosa ENSPFOG00000009938
poecilia_mexicana ENSPMEG00000013349
poecilia_latipinna ENSPLAG00000006476
poecilia_reticulata ENSPREG00000003891
fundulus_heteroclitus ENSFHEG00000019868
kryptolebias_marmoratus ENSKMAG00000015103
oryzias_latipes ENSORLG00000001003
oryzias_latipes_asm223469v1 ENSORLG00015018197
oryzias_melastigma ENSOMEG00000002858
hippocampus_comes ENSHCOG00000016705
periophthalmus_magnuspinnatus ENSPMGG00000008129
gadus_morhua ENSGMOG00000003460
esox_lucius ENSELUG00000010778
pygocentrus_nattereri ENSPNAG00000010209
astyanax_mexicanus ENSAMXG00000013098
ictalurus_punctatus ENSIPUG00000011084
danio_rerio ENSDARG00000014402
scleropages_formosus ENSSFOG00015023371
paramormyrops_kingsleyae ENSPKIG00000000812
lepisosteus_oculatus ENSLOCG00000017088
urocitellus_parryii ENSUPAG00010001387
ictidomys_tridecemlineatus ENSSTOG00000001181
marmota_marmota_marmota ENSMMMG00000022923
heterocephalus_glaber_male ENSHGLG00100003735
heterocephalus_glaber_female ENSHGLG00000004900
fukomys_damarensis ENSFDAG00000019896
cavia_porcellus ENSCPOG00000014352
cavia_aperea ENSCAPG00000011184
octodon_degus ENSODEG00000014594
chinchilla_lanigera ENSCLAG00000016971
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021020
mus_spicilegus ENSMSIG00000018736
mus_musculus ENSMUSG00000022432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020123
mus_pahari MGP_PahariEiJ_G0020128
rattus_norvegicus ENSRNOG00000032570
meriones_unguiculatus ENSMUGG00000000607
peromyscus_maniculatus_bairdii ENSPEMG00000013406
microtus_ochrogaster ENSMOCG00000005714
cricetulus_griseus_chok1gshd ENSCGRG00001023091
cricetulus_griseus_crigri ENSCGRG00000001557
cricetulus_griseus_crigri-picr ENSCGRG00015021947
mesocricetus_auratus ENSMAUG00000021949
nannospalax_galili ENSNGAG00000016990
jaculus_jaculus ENSJJAG00000021620
dipodomys_ordii ENSDORG00000010366
oryctolagus_cuniculus ENSOCUG00000009862
ochotona_princeps ENSOPRG00000008044
gorilla_gorilla ENSGGOG00000001714
homo_sapiens ENSG00000077935
pan_troglodytes ENSPTRG00000014496
pan_paniscus ENSPPAG00000020180
pongo_abelii ENSPPYG00000011933
nomascus_leucogenys ENSNLEG00000013281
macaca_mulatta ENSMMUG00000023004
macaca_fascicularis ENSMFAG00000034275
macaca_nemestrina ENSMNEG00000042953
papio_anubis ENSPANG00000017866
theropithecus_gelada ENSTGEG00000004474
cercocebus_atys ENSCATG00000040863
mandrillus_leucophaeus ENSMLEG00000004299
chlorocebus_sabaeus ENSCSAG00000005344
piliocolobus_tephrosceles ENSPTEG00000034409
colobus_angolensis_palliatus ENSCANG00000030917
rhinopithecus_roxellana ENSRROG00000032465
rhinopithecus_bieti ENSRBIG00000030925
cebus_capucinus ENSCCAG00000037677
saimiri_boliviensis_boliviensis ENSSBOG00000034248
callithrix_jacchus ENSCJAG00000000550
aotus_nancymaae ENSANAG00000020467
carlito_syrichta ENSTSYG00000010760
propithecus_coquereli ENSPCOG00000020079
microcebus_murinus ENSMICG00000005701
prolemur_simus ENSPSMG00000011801
otolemur_garnettii ENSOGAG00000002329
tupaia_belangeri ENSTBEG00000017435
ursus_maritimus ENSUMAG00000019849
ursus_americanus ENSUAMG00000002971
ailuropoda_melanoleuca ENSAMEG00000008966
mustela_putorius_furo ENSMPUG00000016245
neovison_vison ENSNVIG00000021314
canis_lupus_familiaris ENSCAFG00000000827
canis_lupus_dingo ENSCAFG00020009444
canis_lupus_dingo ENSCAFG00020009437
vulpes_vulpes ENSVVUG00000028525
panthera_pardus ENSPPRG00000006322
panthera_tigris_altaica ENSPTIG00000006298
felis_catus ENSFCAG00000003284
equus_caballus ENSECAG00000015746
equus_asinus_asinus ENSEASG00005021764
pteropus_vampyrus ENSPVAG00000009224
myotis_lucifugus ENSMLUG00000014345
bos_mutus ENSBMUG00000022720
bos_taurus ENSBTAG00000024132
bison_bison_bison ENSBBBG00000013006
ovis_aries ENSOARG00000019386
capra_hircus ENSCHIG00000026594
sus_scrofa ENSSSCG00000032971
tursiops_truncatus ENSTTRG00000000967
vicugna_pacos ENSVPAG00000004508
erinaceus_europaeus ENSEEUG00000011934
sorex_araneus ENSSARG00000013802
dasypus_novemcinctus ENSDNOG00000024841
choloepus_hoffmanni ENSCHOG00000003339
castor_canadensis ENSCCNG00000025383
loxodonta_africana ENSLAFG00000013462
procavia_capensis ENSPCAG00000005696
echinops_telfairi ENSETEG00000014586
phascolarctos_cinereus ENSPCIG00000012463
notamacropus_eugenii ENSMEUG00000001206
sarcophilus_harrisii ENSSHAG00000007070
monodelphis_domestica ENSMODG00000007253
ornithorhynchus_anatinus ENSOANG00000015799
ornithorhynchus_anatinus ENSOANG00000032195
calidris_pugnax ENSCPUG00000003458
calidris_pygmaea ENSCPGG00000012122
melopsittacus_undulatus ENSMUNG00000015578
taeniopygia_guttata ENSTGUG00000011831
lonchura_striata_domestica ENSLSDG00000006003
serinus_canaria ENSSCAG00000003117
cyanistes_caeruleus ENSCCEG00000004973
parus_major ENSPMJG00000010494
ficedula_albicollis ENSFALG00000002808
zonotrichia_albicollis ENSZALG00000014897
junco_hyemalis ENSJHYG00000008898
manacus_vitellinus ENSMVIG00005009067
lepidothrix_coronata ENSLCOG00000010439
anas_platyrhynchos_platyrhynchos ENSAPLG00000008824
anser_brachyrhynchus ENSABRG00000004017
gallus_gallus ENSGALG00000014228
meleagris_gallopavo ENSMGAG00000013821
coturnix_japonica ENSCJPG00005016176
numida_meleagris ENSNMEG00000015497
apteryx_owenii ENSAOWG00000002122
apteryx_haastii ENSAHAG00000009172
apteryx_rowi ENSARWG00000003151
dromaius_novaehollandiae ENSDNVG00000001453
nothoprocta_perdicaria ENSNPEG00000005542
crocodylus_porosus ENSCPRG00005001998
gopherus_agassizii ENSGAGG00000021961
chelonoidis_abingdonii ENSCABG00000002055
chrysemys_picta_bellii ENSCPBG00000024313
pelodiscus_sinensis ENSPSIG00000017792
pelodiscus_sinensis ENSPSIG00000017767
notechis_scutatus ENSNSUG00000002587
anolis_carolinensis ENSACAG00000014741
pogona_vitticeps ENSPVIG00000010446
salvator_merianae ENSSMRG00000008293
sphenodon_punctatus ENSSPUG00000018030
xenopus_tropicalis ENSXETG00000003064
latimeria_chalumnae ENSLACG00000015959
eptatretus_burgeri ENSEBUG00000005172
