seriola_dumerili ENSSDUG00000019265
scophthalmus_maximus ENSSMAG00000003964
mastacembelus_armatus ENSMAMG00000000924
monopterus_albus ENSMALG00000022665
oryzias_latipes_asm223469v1 ENSORLG00015007113
oryzias_latipes ENSORLG00020010603
oryzias_latipes ENSORLG00000019849
oryzias_melastigma ENSOMEG00000003976
anabas_testudineus ENSATEG00000002155
cynoglossus_semilaevis ENSCSEG00000012751
stegastes_partitus ENSSPAG00000019924
acanthochromis_polyacanthus ENSAPOG00000015835
amphiprion_percula ENSAPEG00000023654
amphiprion_ocellaris ENSAOCG00000014756
xiphophorus_maculatus ENSXMAG00000010481
gambusia_affinis ENSGAFG00000001813
poecilia_latipinna ENSPLAG00000008217
poecilia_mexicana ENSPMEG00000006562
poecilia_formosa ENSPFOG00000002269
fundulus_heteroclitus ENSFHEG00000017919
maylandia_zebra ENSMZEG00005017074
astatotilapia_calliptera ENSACLG00000004454
haplochromis_burtoni ENSHBUG00000014448
pundamilia_nyererei ENSPNYG00000001995
neolamprologus_brichardi ENSNBRG00000012693
seriola_lalandi_dorsalis ENSSLDG00000006928
xiphophorus_couchianus ENSXCOG00000016682
takifugu_rubripes ENSTRUG00000023973
hippocampus_comes ENSHCOG00000012955
gadus_morhua ENSGMOG00000002913
esox_lucius ENSELUG00000015340
pygocentrus_nattereri ENSPNAG00000000629
astyanax_mexicanus ENSAMXG00000029167
ictalurus_punctatus ENSIPUG00000010997
danio_rerio ENSDARG00000044135
paramormyrops_kingsleyae ENSPKIG00000025115
scleropages_formosus ENSSFOG00015002304
anser_brachyrhynchus ENSABRG00000000155
anas_platyrhynchos_platyrhynchos ENSAPLG00000004924
gallus_gallus ENSGALG00000004687
coturnix_japonica ENSCJPG00005012243
meleagris_gallopavo ENSMGAG00000004404
numida_meleagris ENSNMEG00000013419
lonchura_striata_domestica ENSLSDG00000017797
taeniopygia_guttata ENSTGUG00000005355
serinus_canaria ENSSCAG00000012700
junco_hyemalis ENSJHYG00000006089
zonotrichia_albicollis ENSZALG00000017796
ficedula_albicollis ENSFALG00000009053
parus_major ENSPMJG00000005088
cyanistes_caeruleus ENSCCEG00000024351
lepidothrix_coronata ENSLCOG00000000880
manacus_vitellinus ENSMVIG00005015000
calidris_pugnax ENSCPUG00000012770
calidris_pygmaea ENSCPGG00000004938
melopsittacus_undulatus ENSMUNG00000000603
apteryx_owenii ENSAOWG00000017314
apteryx_rowi ENSARWG00000001806
apteryx_haastii ENSAHAG00000005979
nothoprocta_perdicaria ENSNPEG00000004234
crocodylus_porosus ENSCPRG00005019198
chelonoidis_abingdonii ENSCABG00000010386
gopherus_agassizii ENSGAGG00000010344
chrysemys_picta_bellii ENSCPBG00000006781
pelodiscus_sinensis ENSPSIG00000013990
pogona_vitticeps ENSPVIG00000014141
anolis_carolinensis ENSACAG00000009087
callithrix_jacchus ENSCJAG00000020482
saimiri_boliviensis_boliviensis ENSSBOG00000027512
aotus_nancymaae ENSANAG00000024772
homo_sapiens ENSG00000188312
gorilla_gorilla ENSGGOG00000041456
pongo_abelii ENSPPYG00000019376
nomascus_leucogenys ENSNLEG00000016407
macaca_mulatta ENSMMUG00000004630
macaca_nemestrina ENSMNEG00000040692
macaca_fascicularis ENSMFAG00000001741
papio_anubis ENSPANG00000024726
theropithecus_gelada ENSTGEG00000002520
mandrillus_leucophaeus ENSMLEG00000037685
cercocebus_atys ENSCATG00000045021
rhinopithecus_bieti ENSRBIG00000030305
rhinopithecus_roxellana ENSRROG00000025751
pan_troglodytes ENSPTRG00000021110
pan_paniscus ENSPPAG00000040967
chlorocebus_sabaeus ENSCSAG00000007231
cebus_capucinus ENSCCAG00000020803
carlito_syrichta ENSTSYG00000006706
prolemur_simus ENSPSMG00000009640
microcebus_murinus ENSMICG00000014345
propithecus_coquereli ENSPCOG00000024718
cricetulus_griseus_chok1gshd ENSCGRG00001017117
cricetulus_griseus_crigri-picr ENSCGRG00015000757
cricetulus_griseus_crigri ENSCGRG00000017896
mesocricetus_auratus ENSMAUG00000008885
peromyscus_maniculatus_bairdii ENSPEMG00000011858
microtus_ochrogaster ENSMOCG00000017249
mus_musculus ENSMUSG00000021391
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019384
mus_spicilegus ENSMSIG00000028427
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018504
mus_pahari MGP_PahariEiJ_G0019570
rattus_norvegicus ENSRNOG00000062220
nannospalax_galili ENSNGAG00000015732
jaculus_jaculus ENSJJAG00000014860
urocitellus_parryii ENSUPAG00010007389
ictidomys_tridecemlineatus ENSSTOG00000030603
spermophilus_dauricus ENSSDAG00000018973
marmota_marmota_marmota ENSMMMG00000006146
chinchilla_lanigera ENSCLAG00000001282
cavia_porcellus ENSCPOG00000000820
dipodomys_ordii ENSDORG00000004391
oryctolagus_cuniculus ENSOCUG00000007236
ochotona_princeps ENSOPRG00000003325
sorex_araneus ENSSARG00000001808
bison_bison_bison ENSBBBG00000011595
capra_hircus ENSCHIG00000014248
sus_scrofa ENSSSCG00000008070
equus_asinus_asinus ENSEASG00005007595
equus_caballus ENSECAG00000039781
castor_canadensis ENSCCNG00000013945
heterocephalus_glaber_female ENSHGLG00000007721
dasypus_novemcinctus ENSDNOG00000045846
equus_caballus ENSECAG00000019351
equus_asinus_asinus ENSEASG00005013613
erinaceus_europaeus ENSEEUG00000013480
ursus_americanus ENSUAMG00000013855
ursus_maritimus ENSUMAG00000015522
ailuropoda_melanoleuca ENSAMEG00000013510
neovison_vison ENSNVIG00000016677
mustela_putorius_furo ENSMPUG00000004708
canis_lupus_familiaris ENSCAFG00000024350
canis_lupus_dingo ENSCAFG00020009445
vulpes_vulpes ENSVVUG00000005308
panthera_pardus ENSPPRG00000008598
panthera_tigris_altaica ENSPTIG00000014925
felis_catus ENSFCAG00000000820
bos_taurus ENSBTAG00000011814
bos_mutus ENSBMUG00000009073
ovis_aries ENSOARG00000008217
tursiops_truncatus ENSTTRG00000008245
sus_scrofa ENSSSCG00000036826
vicugna_pacos ENSVPAG00000003895
pteropus_vampyrus ENSPVAG00000010583
myotis_lucifugus ENSMLUG00000025028
procavia_capensis ENSPCAG00000004605
echinops_telfairi ENSETEG00000006368
choloepus_hoffmanni ENSCHOG00000004659
notamacropus_eugenii ENSMEUG00000004193
phascolarctos_cinereus ENSPCIG00000037128
