ursus_americanus ENSUAMG00000011532
neovison_vison ENSNVIG00000000796
panthera_pardus ENSPPRG00000005436
panthera_tigris_altaica ENSPTIG00000013287
felis_catus ENSFCAG00000035980
equus_caballus ENSECAG00000038722
equus_asinus_asinus ENSEASG00005006121
theropithecus_gelada ENSTGEG00000021657
cercocebus_atys ENSCATG00000009616
macaca_mulatta ENSMMUG00000039258
macaca_fascicularis ENSMFAG00000013851
mandrillus_leucophaeus ENSMLEG00000028234
piliocolobus_tephrosceles ENSPTEG00000006880
cebus_capucinus ENSCCAG00000022585
saimiri_boliviensis_boliviensis ENSSBOG00000028386
aotus_nancymaae ENSANAG00000020850
