POECILIAMEXICANA	poecilia_mexicana
POECILIAFORMOSA	poecilia_formosa
MOLAMOLA	mola_mola
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
GALLUSGALLUS	gallus_gallus
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
CALIDRISPYGMAEA	calidris_pygmaea
