GOPHERUSAGASSIZII	gopherus_agassizii
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
APTERYXHAASTII	apteryx_haastii
APTERYXOWENII	apteryx_owenii
APTERYXROWI	apteryx_rowi
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
MELEAGRISGALLOPAVO	meleagris_gallopavo
GALLUSGALLUS	gallus_gallus
COTURNIXJAPONICA	coturnix_japonica
NUMIDAMELEAGRIS	numida_meleagris
CYANISTESCAERULEUS	cyanistes_caeruleus
PARUSMAJOR	parus_major
FICEDULAALBICOLLIS	ficedula_albicollis
TAENIOPYGIAGUTTATA	taeniopygia_guttata
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
JUNCOHYEMALIS	junco_hyemalis
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
SERINUSCANARIA	serinus_canaria
LEPIDOTHRIXCORONATA	lepidothrix_coronata
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CALIDRISPYGMAEA	calidris_pygmaea
CALIDRISPUGNAX	calidris_pugnax
SPHENODONPUNCTATUS	sphenodon_punctatus
SPHENODONPUNCTATUS	sphenodon_punctatus
ANOLISCAROLINENSIS	anolis_carolinensis
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
POGONAVITTICEPS	pogona_vitticeps
