POGONAVITTICEPS	pogona_vitticeps
ANOLISCAROLINENSIS	anolis_carolinensis
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
CYANISTESCAERULEUS	cyanistes_caeruleus
PARUSMAJOR	parus_major
FICEDULAALBICOLLIS	ficedula_albicollis
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
TAENIOPYGIAGUTTATA	taeniopygia_guttata
SERINUSCANARIA	serinus_canaria
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
JUNCOHYEMALIS	junco_hyemalis
MANACUSVITELLINUS	manacus_vitellinus
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CALIDRISPYGMAEA	calidris_pygmaea
CALIDRISPUGNAX	calidris_pugnax
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
MELEAGRISGALLOPAVO	meleagris_gallopavo
COTURNIXJAPONICA	coturnix_japonica
GALLUSGALLUS	gallus_gallus
NUMIDAMELEAGRIS	numida_meleagris
APTERYXHAASTII	apteryx_haastii
APTERYXOWENII	apteryx_owenii
APTERYXROWI	apteryx_rowi
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
CROCODYLUSPOROSUS	crocodylus_porosus
GOPHERUSAGASSIZII	gopherus_agassizii
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
NOTAMACROPUSEUGENII	notamacropus_eugenii
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
OCTODONDEGUS	octodon_degus
OCTODONDEGUS	octodon_degus
CHINCHILLALANIGERA	chinchilla_lanigera
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
FUKOMYSDAMARENSIS	fukomys_damarensis
UROCITELLUSPARRYII	urocitellus_parryii
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
MESOCRICETUSAURATUS	mesocricetus_auratus
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
MICROTUSOCHROGASTER	microtus_ochrogaster
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSSPICILEGUS	mus_spicilegus
MUSMUSCULUS	mus_musculus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
JACULUSJACULUS	jaculus_jaculus
JACULUSJACULUS	jaculus_jaculus
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
PROLEMURSIMUS	prolemur_simus
PROPITHECUSCOQUERELI	propithecus_coquereli
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
HOMOSAPIENS	homo_sapiens
GORILLAGORILLA	gorilla_gorilla
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
CERCOCEBUSATYS	cercocebus_atys
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
RHINOPITHECUSBIETI	rhinopithecus_bieti
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
CARLITOSYRICHTA	carlito_syrichta
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
EQUUSCABALLUS	equus_caballus
EQUUSASINUSASINUS	equus_asinus_asinus
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
BOSMUTUS	bos_mutus
BOSTAURUS	bos_taurus
BISONBISONBISON	bison_bison_bison
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
