PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
CHELONOIDISABINGDONII	chelonoidis_abingdonii
GOPHERUSAGASSIZII	gopherus_agassizii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
CROCODYLUSPOROSUS	crocodylus_porosus
POGONAVITTICEPS	pogona_vitticeps
ANOLISCAROLINENSIS	anolis_carolinensis
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
APTERYXOWENII	apteryx_owenii
APTERYXHAASTII	apteryx_haastii
APTERYXROWI	apteryx_rowi
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
TAENIOPYGIAGUTTATA	taeniopygia_guttata
SERINUSCANARIA	serinus_canaria
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
JUNCOHYEMALIS	junco_hyemalis
PARUSMAJOR	parus_major
CYANISTESCAERULEUS	cyanistes_caeruleus
FICEDULAALBICOLLIS	ficedula_albicollis
LEPIDOTHRIXCORONATA	lepidothrix_coronata
MANACUSVITELLINUS	manacus_vitellinus
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CALIDRISPUGNAX	calidris_pugnax
CALIDRISPYGMAEA	calidris_pygmaea
GALLUSGALLUS	gallus_gallus
MELEAGRISGALLOPAVO	meleagris_gallopavo
NUMIDAMELEAGRIS	numida_meleagris
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
PAPIOANUBIS	papio_anubis
THEROPITHECUSGELADA	theropithecus_gelada
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
CERCOCEBUSATYS	cercocebus_atys
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
MACACAFASCICULARIS	macaca_fascicularis
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
HOMOSAPIENS	homo_sapiens
GORILLAGORILLA	gorilla_gorilla
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
CEBUSCAPUCINUS	cebus_capucinus
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
CALLITHRIXJACCHUS	callithrix_jacchus
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
TUPAIABELANGERI	tupaia_belangeri
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
MESOCRICETUSAURATUS	mesocricetus_auratus
MICROTUSOCHROGASTER	microtus_ochrogaster
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
MUSMUSCULUS	mus_musculus
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSSPICILEGUS	mus_spicilegus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
UROCITELLUSPARRYII	urocitellus_parryii
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
OCHOTONAPRINCEPS	ochotona_princeps
CHINCHILLALANIGERA	chinchilla_lanigera
OCTODONDEGUS	octodon_degus
CAVIAAPEREA	cavia_aperea
CAVIAPORCELLUS	cavia_porcellus
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
FUKOMYSDAMARENSIS	fukomys_damarensis
URSUSAMERICANUS	ursus_americanus
URSUSMARITIMUS	ursus_maritimus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
NEOVISONVISON	neovison_vison
MUSTELAPUTORIUSFURO	mustela_putorius_furo
CANISLUPUSDINGO	canis_lupus_dingo
VULPESVULPES	vulpes_vulpes
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRISALTAICA	panthera_tigris_altaica
FELISCATUS	felis_catus
EQUUSCABALLUS	equus_caballus
EQUUSASINUSASINUS	equus_asinus_asinus
BOSMUTUS	bos_mutus
BOSTAURUS	bos_taurus
BISONBISONBISON	bison_bison_bison
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
MYOTISLUCIFUGUS	myotis_lucifugus
PTEROPUSVAMPYRUS	pteropus_vampyrus
ERINACEUSEUROPAEUS	erinaceus_europaeus
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
CYPRINODONVARIEGATUS	cyprinodon_variegatus
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASMELASTIGMA	oryzias_melastigma
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
TAKIFUGURUBRIPES	takifugu_rubripes
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
MOLAMOLA	mola_mola
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
LABRUSBERGYLTA	labrus_bergylta
HIPPOCAMPUSCOMES	hippocampus_comes
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
AMPHIPRIONPERCULA	amphiprion_percula
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
STEGASTESPARTITUS	stegastes_partitus
HAPLOCHROMISBURTONI	haplochromis_burtoni
PUNDAMILIANYEREREI	pundamilia_nyererei
MAYLANDIAZEBRA	maylandia_zebra
MAYLANDIAZEBRA	maylandia_zebra
MAYLANDIAZEBRA	maylandia_zebra
MAYLANDIAZEBRA	maylandia_zebra
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
