APTERYXOWENII	apteryx_owenii
APTERYXHAASTII	apteryx_haastii
APTERYXROWI	apteryx_rowi
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
CALIDRISPYGMAEA	calidris_pygmaea
CALIDRISPUGNAX	calidris_pugnax
LEPIDOTHRIXCORONATA	lepidothrix_coronata
MANACUSVITELLINUS	manacus_vitellinus
LONCHURASTRIATA	lonchura_striata
TAENIOPYGIAGUTTATA	taeniopygia_guttata
SERINUSCANARIA	serinus_canaria
JUNCOHYEMALIS	junco_hyemalis
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
FICEDULAALBICOLLIS	ficedula_albicollis
PARUSMAJOR	parus_major
CYANISTESCAERULEUS	cyanistes_caeruleus
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
ANASPLATYRHYNCHOS	anas_platyrhynchos
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
GALLUSGALLUS	gallus_gallus
MELEAGRISGALLOPAVO	meleagris_gallopavo
COTURNIXJAPONICA	coturnix_japonica
NUMIDAMELEAGRIS	numida_meleagris
CROCODYLUSPOROSUS	crocodylus_porosus
CHELONOIDISABINGDONII	chelonoidis_abingdonii
GOPHERUSAGASSIZII	gopherus_agassizii
CHRYSEMYSPICTA	chrysemys_picta
PELODISCUSSINENSIS	pelodiscus_sinensis
POGONAVITTICEPS	pogona_vitticeps
ANOLISCAROLINENSIS	anolis_carolinensis
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
LOXODONTAAFRICANA	loxodonta_africana
ECHINOPSTELFAIRI	echinops_telfairi
MYOTISLUCIFUGUS	myotis_lucifugus
OCTODONDEGUS	octodon_degus
CHINCHILLALANIGERA	chinchilla_lanigera
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
FUKOMYSDAMARENSIS	fukomys_damarensis
UROCITELLUSPARRYII	urocitellus_parryii
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MARMOTAMARMOTA	marmota_marmota
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
MUSSPICILEGUS	mus_spicilegus
MUSSPRETUS	mus_spretus
MUSMUSCULUS	mus_musculus
MUSCAROLI	mus_caroli
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
PEROMYSCUSMANICULATUS	peromyscus_maniculatus
MICROTUSOCHROGASTER	microtus_ochrogaster
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
MESOCRICETUSAURATUS	mesocricetus_auratus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
OCHOTONAPRINCEPS	ochotona_princeps
PANTROGLODYTES	pan_troglodytes
PANPANISCUS	pan_paniscus
HOMOSAPIENS	homo_sapiens
GORILLAGORILLA	gorilla_gorilla
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
CERCOCEBUSATYS	cercocebus_atys
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
COLOBUSANGOLENSIS	colobus_angolensis
RHINOPITHECUSBIETI	rhinopithecus_bieti
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
MICROCEBUSMURINUS	microcebus_murinus
MICROCEBUSMURINUS	microcebus_murinus
PROLEMURSIMUS	prolemur_simus
PROPITHECUSCOQUERELI	propithecus_coquereli
OTOLEMURGARNETTII	otolemur_garnettii
URSUSMARITIMUS	ursus_maritimus
URSUSAMERICANUS	ursus_americanus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
MUSTELAPUTORIUS	mustela_putorius
NEOVISONVISON	neovison_vison
CANISLUPUS	canis_lupus
CANISLUPUS	canis_lupus
VULPESVULPES	vulpes_vulpes
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRIS	panthera_tigris
FELISCATUS	felis_catus
PTEROPUSVAMPYRUS	pteropus_vampyrus
EQUUSCABALLUS	equus_caballus
EQUUSASINUS	equus_asinus
SUSSCROFA	sus_scrofa
SOREXARANEUS	sorex_araneus
ERINACEUSEUROPAEUS	erinaceus_europaeus
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISON	bison_bison
TURSIOPSTRUNCATUS	tursiops_truncatus
VICUGNAPACOS	vicugna_pacos
TUPAIABELANGERI	tupaia_belangeri
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
HOMOSAPIENS	homo_sapiens
PROCAVIACAPENSIS	procavia_capensis
VOMBATUSURSINUS	vombatus_ursinus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
ICTALURUSPUNCTATUS	ictalurus_punctatus
ELECTROPHORUSELECTRICUS	electrophorus_electricus
ASTYANAXMEXICANUS	astyanax_mexicanus
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
DANIORERIO	danio_rerio
CLUPEAHARENGUS	clupea_harengus
DENTICEPSCLUPEOIDES	denticeps_clupeoides
TAKIFUGURUBRIPES	takifugu_rubripes
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
MOLAMOLA	mola_mola
LARIMICHTHYSCROCEA	larimichthys_crocea
COTTOPERCAGOBIO	cottoperca_gobio
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
LABRUSBERGYLTA	labrus_bergylta
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDI	seriola_lalandi
LATESCALCARIFER	lates_calcarifer
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
BETTASPLENDENS	betta_splendens
POECILIAFORMOSA	poecilia_formosa
POECILIALATIPINNA	poecilia_latipinna
POECILIAMEXICANA	poecilia_mexicana
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
GAMBUSIAAFFINIS	gambusia_affinis
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASMELASTIGMA	oryzias_melastigma
AMPHIPRIONPERCULA	amphiprion_percula
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
PUNDAMILIANYEREREI	pundamilia_nyererei
MAYLANDIAZEBRA	maylandia_zebra
HAPLOCHROMISBURTONI	haplochromis_burtoni
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
GOUANIAWILLDENOWI	gouania_willdenowi
PARAMBASSISRANGA	parambassis_ranga
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
HIPPOCAMPUSCOMES	hippocampus_comes
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
HUCHOHUCHO	hucho_hucho
HUCHOHUCHO	hucho_hucho
HUCHOHUCHO	hucho_hucho
ESOXLUCIUS	esox_lucius
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
SCLEROPAGESFORMOSUS	scleropages_formosus
ERPETOICHTHYSCALABARICUS	erpetoichthys_calabaricus
PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
CIONAINTESTINALIS	ciona_intestinalis
CIONASAVIGNYI	ciona_savignyi
DROSOPHILAMELANOGASTER	drosophila_melanogaster
CAENORHABDITISELEGANS	caenorhabditis_elegans
SACCHAROMYCESCEREVISIAE	saccharomyces_cerevisiae
