PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
CALLITHRIXJACCHUS	callithrix_jacchus
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
GORILLAGORILLA	gorilla_gorilla
HOMOSAPIENS	homo_sapiens
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
CERCOCEBUSATYS	cercocebus_atys
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
MACACAFASCICULARIS	macaca_fascicularis
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
CARLITOSYRICHTA	carlito_syrichta
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
PROPITHECUSCOQUERELI	propithecus_coquereli
OTOLEMURGARNETTII	otolemur_garnettii
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSSPICILEGUS	mus_spicilegus
MUSMUSCULUS	mus_musculus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
MICROTUSOCHROGASTER	microtus_ochrogaster
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
MESOCRICETUSAURATUS	mesocricetus_auratus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
CASTORCANADENSIS	castor_canadensis
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
