DROSOPHILAMELANOGASTER	drosophila_melanogaster
CAENORHABDITISELEGANSSTRAINN2	caenorhabditis_elegans_strain_n2
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
HIPPOCAMPUSCOMES	hippocampus_comes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASMELASTIGMA	oryzias_melastigma
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
TAKIFUGURUBRIPES	takifugu_rubripes
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
MOLAMOLA	mola_mola
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
PUNDAMILIANYEREREI	pundamilia_nyererei
HAPLOCHROMISBURTONI	haplochromis_burtoni
MAYLANDIAZEBRA	maylandia_zebra
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
LABRUSBERGYLTA	labrus_bergylta
MASTACEMBELUSARMATUS	mastacembelus_armatus
MONOPTERUSALBUS	monopterus_albus
ANABASTESTUDINEUS	anabas_testudineus
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
SERIOLADUMERILI	seriola_dumerili
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
ESOXLUCIUS	esox_lucius
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
PAPIOANUBIS	papio_anubis
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
MACACAFASCICULARIS	macaca_fascicularis
PAPIOANUBIS	papio_anubis
CALLITHRIXJACCHUS	callithrix_jacchus
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
MACACAMULATTA	macaca_mulatta
OCTODONDEGUS	octodon_degus
MUSSPICILEGUS	mus_spicilegus
DIPODOMYSORDII	dipodomys_ordii
VICUGNAPACOS	vicugna_pacos
BOSMUTUS	bos_mutus
CALIDRISPUGNAX	calidris_pugnax
SPHENODONPUNCTATUS	sphenodon_punctatus
TAENIOPYGIAGUTTATA	taeniopygia_guttata
CYANISTESCAERULEUS	cyanistes_caeruleus
SARCOPHILUSHARRISII	sarcophilus_harrisii
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
MYOTISLUCIFUGUS	myotis_lucifugus
RATTUSNORVEGICUS	rattus_norvegicus
MACACAFASCICULARIS	macaca_fascicularis
THEROPITHECUSGELADA	theropithecus_gelada
SPERMOPHILUSDAURICUS	spermophilus_dauricus
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
UROCITELLUSPARRYII	urocitellus_parryii
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
URSUSMARITIMUS	ursus_maritimus
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
THEROPITHECUSGELADA	theropithecus_gelada
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
CERCOCEBUSATYS	cercocebus_atys
PAPIOANUBIS	papio_anubis
MACACANEMESTRINA	macaca_nemestrina
MACACAMULATTA	macaca_mulatta
MACACAFASCICULARIS	macaca_fascicularis
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
RHINOPITHECUSBIETI	rhinopithecus_bieti
MACACANEMESTRINA	macaca_nemestrina
MACACAMULATTA	macaca_mulatta
PAPIOANUBIS	papio_anubis
NOMASCUSLEUCOGENYS	nomascus_leucogenys
THEROPITHECUSGELADA	theropithecus_gelada
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
MICROCEBUSMURINUS	microcebus_murinus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
MUSSPICILEGUS	mus_spicilegus
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
PROLEMURSIMUS	prolemur_simus
JACULUSJACULUS	jaculus_jaculus
MESOCRICETUSAURATUS	mesocricetus_auratus
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
MESOCRICETUSAURATUS	mesocricetus_auratus
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
MUSSPICILEGUS	mus_spicilegus
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
RATTUSNORVEGICUS	rattus_norvegicus
MUSMUSCULUS	mus_musculus
