Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.2694)   P(D|M,rr[2]=0.6331)   P(D|M,rr[3]=1.0644)   P(D|M,rr[4]=2.0331)   Posterior mean        
1      0.00505397      0.0123907             0.00545088            0.00209943            0.000274869           0.474018              
2      0.0187233       0.0409445             0.0210499             0.01023               0.00266891            0.543075              
3      0.000260015     0.000119716           0.000232509           0.000313896           0.000373938           1.22475               
4      0.00101575      0.000767411           0.00118284            0.0012328             0.000879931           0.998471              
5      0.0010482       0.00108468            0.00136056            0.00115112            0.000596465           0.856586              
6      5.40976e-05     8.73726e-06           3.65013e-05           7.01837e-05           0.000100968           1.41154               
7      5.65487e-05     3.24339e-05           6.09261e-05           7.29002e-05           5.99347e-05           1.09091               
8      0.0304473       0.0468635             0.0357878             0.0260956             0.0130424             0.735496              
9      0.00101575      0.000767411           0.00118284            0.0012328             0.000879931           0.998471              
10     6.60269e-06     8.9871e-07            3.70059e-06           7.53489e-06           1.42766e-05           1.50055               
11     8.03446e-05     2.53249e-05           7.60209e-05           0.000110052           0.000109981           1.23123               
12     3.99029e-06     3.25257e-07           1.59589e-06           3.90072e-06           1.01393e-05           1.62043               
13     0.0304473       0.0468635             0.0357878             0.0260956             0.0130424             0.735496              
14     2.79713e-05     1.47681e-05           2.72998e-05           3.45857e-05           3.52314e-05           1.15926               
15     1.672e-05       1.5416e-05            2.10733e-05           1.93034e-05           1.10872e-05           0.905841              
16     0.0278412       0.0512294             0.0330312             0.0200245             0.00707967            0.632352              
17     0.0248323       0.0512691             0.0290066             0.0151299             0.00392343            0.566378              
18     0.0304473       0.0468635             0.0357878             0.0260956             0.0130424             0.735496              
19     2.06701e-05     1.34241e-05           2.15084e-05           2.42815e-05           2.34662e-05           1.09806               
20     4.24679e-05     6.98068e-06           2.74399e-05           5.24186e-05           8.30323e-05           1.43555               
21     0.000127857     4.13615e-05           0.00012537            0.000179893           0.000164802           1.20653               
22     0.000432804     0.000329268           0.00050414            0.000522716           0.000375092           0.99748               
23     2.10791e-06     2.61866e-07           1.1103e-06            2.3381e-06            4.72137e-06           1.52534               
24     5.87566e-05     9.35828e-06           3.72211e-05           7.19893e-05           0.000116458           1.44443               
25     0.0409071       0.0724152             0.0482631             0.0306397             0.0123104             0.658237              
26     0.0167942       0.0306291             0.0199914             0.0122308             0.00432544            0.635949              
27     5.16874e-07     1.03155e-07           3.77496e-07           6.67127e-07           9.19719e-07           1.3769                
28     0.0256334       0.0372631             0.0297665             0.0228373             0.0126667             0.769942              
29     0.0120714       0.0261421             0.0139507             0.00674889            0.00144411            0.538353              
30     0.0148569       0.0325958             0.0170405             0.00809103            0.00170017            0.532394              
31     0.0187233       0.0409445             0.0210499             0.01023               0.00266891            0.543075              
32     0.0278412       0.0512294             0.0330312             0.0200245             0.00707967            0.632352              
33     0.000924858     0.000796693           0.00115263            0.00110587            0.000644244           0.927508              
34     0.0209344       0.03938               0.024829              0.0146544             0.00487397            0.619033              
35     0.0201945       0.0376431             0.0239757             0.014307              0.00485217            0.624105              
36     0.0209344       0.03938               0.024829              0.0146544             0.00487397            0.619033              
37     0.0149532       0.0347223             0.0165619             0.00718055            0.00134793            0.505303              
38     0.000604789     0.000515797           0.000744457           0.000719251           0.00043965            0.938218              
39     0.0304473       0.0468635             0.0357878             0.0260956             0.0130424             0.735496              
40     0.000174856     8.3047e-05            0.000159635           0.000212482           0.00024426            1.20986               
41     0.0701069       0.0887455             0.0770895             0.06599               0.0486024             0.862139              
42     0.0449008       0.053398              0.0485668             0.0434799             0.0341587             0.895648              
43     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
44     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
45     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
46     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
47     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
48     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
49     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
50     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
51     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
52     0.0261647       0.0374991             0.030233              0.0234771             0.0134497             0.779454              
53     4.09817e-05     5.48176e-06           2.28007e-05           4.67758e-05           8.88684e-05           1.50297               
54     5.81359e-05     6.44486e-06           2.89169e-05           6.35477e-05           0.000133634           1.5454                
55     0.0041911       0.00374345            0.0050815             0.00478137            0.0031581             0.938631              
56     0.000895368     0.000637973           0.00100558            0.00108249            0.000855433           1.03306               
57     5.69844e-05     3.80623e-05           6.32174e-05           7.04934e-05           5.61645e-05           1.05072               
58     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
59     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
60     0.034155        0.034155              0.034155              0.034155              0.034155              1                     
61     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
62     0.00163498      0.000400812           0.00105303            0.00183807            0.00324802            1.42732               
63     0.0116599       0.00782655            0.0125916             0.0140058             0.0122158             1.06827               
64     0.00185623      0.000883061           0.0016866             0.0022337             0.00262156            1.2139                
65     0.000638445     0.000187512           0.000432842           0.000705546           0.00122788            1.39868               
66     0.0258851       0.0444399             0.0297948             0.0195943             0.00971132            0.689934              
67     0.00140732      0.000430476           0.000985953           0.00158166            0.00263118            1.38084               
