Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0714)   P(D|M,rr[2]=0.3572)   P(D|M,rr[3]=0.9198)   P(D|M,rr[4]=2.6516)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
3      6.80471e-05     0.000100945           0.000138324           3.24749e-05           4.44493e-07           0.322063              
4      3.28579e-05     3.64881e-05           6.54848e-05           2.74982e-05           1.9607e-06            0.429786              
5      4.97994e-06     2.31324e-07           3.72364e-06           9.98029e-06           5.98452e-06           1.32509               
6      0.00026133      0.000181997           0.000446993           0.000347233           6.90965e-05           0.645991              
7      1.64533e-05     7.29992e-07           1.14474e-05           3.10186e-05           2.26173e-05           1.4077                
8      4.32295e-07     1.73143e-09           1.16561e-07           6.39901e-07           9.70987e-07           1.8535                
9      6.60927e-07     6.88436e-08           7.86509e-07           1.26686e-06           5.21496e-07           1.07197               
10     3.56586e-05     2.78451e-06           3.76079e-05           7.53798e-05           2.68621e-05           1.08107               
11     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
12     0.0707749       0.0957554             0.083907              0.0661006             0.0373366             0.694483              
13     0.0707749       0.0957554             0.083907              0.0661006             0.0373366             0.694483              
14     5.62057e-06     6.22335e-08           1.27946e-06           5.74845e-06           1.53921e-05           2.0711                
15     3.86816e-07     1.56057e-10           1.81678e-08           2.22722e-07           1.30622e-06           2.37512               
16     1.21778e-06     3.1874e-09            9.01118e-08           6.70227e-07           4.10761e-06           2.3692                
17     5.40626e-05     1.51986e-06           2.59528e-05           8.48223e-05           0.000103956           1.67885               
18     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
19     4.17745e-06     6.78254e-08           1.28544e-06           5.0564e-06            1.03001e-05           1.9406                
20     1.33211e-05     1.73746e-07           3.33395e-06           1.38872e-05           3.58897e-05           2.0483                
21     0.0187395       0.0492489             0.0210887             0.00448189            0.000138587           0.207276              
22     0.000170949     4.27043e-05           0.000169065           0.00027453            0.000197496           1.22792               
23     1.40698e-05     2.93513e-06           2.54958e-05           2.48108e-05           3.03737e-06           0.714162              
24     1.08033e-07     2.02726e-11           6.14071e-09           7.52081e-08           3.50762e-07           2.31748               
25     7.49057e-06     3.13611e-07           5.16902e-06           1.47292e-05           9.75045e-06           1.37745               
26     0.000784811     0.000713878           0.0015252             0.000835421           6.47455e-05           0.489248              
27     0.000439415     0.000365518           0.000822242           0.000513327           5.65725e-05           0.535924              
28     1.11794e-06     1.40831e-09           1.1777e-07            9.62553e-07           3.39002e-06           2.2176                
29     2.1966e-05      9.23518e-07           1.45261e-05           4.04773e-05           3.1937e-05            1.44737               
30     0.0177646       0.045603              0.0205581             0.00476571            0.000131477           0.215732              
31     6.1171e-06      1.52024e-06           1.2247e-05            1.01022e-05           5.9899e-07            0.627903              
32     0.0203301       0.039977              0.0271722             0.0128074             0.00136397            0.343773              
33     0.0193576       0.0515443             0.0214209             0.00435449            0.000110742           0.201838              
34     0.00407263      0.0105744             0.00472584            0.000981027           9.28187e-06           0.206843              
35     0.0143704       0.0439887             0.0122303             0.0012502             1.23116e-05           0.151179              
36     0.0177646       0.045603              0.0205581             0.00476571            0.000131477           0.215732              
37     0.00407263      0.0105744             0.00472584            0.000981027           9.28187e-06           0.206843              
38     0.0177646       0.045603              0.0205581             0.00476571            0.000131477           0.215732              
39     0.0110309       0.0318817             0.010801              0.00143               1.06963e-05           0.16945               
40     0.00615105      0.017345              0.00633596            0.000918529           4.72271e-06           0.177134              
41     0.0243121       0.0510068             0.0320709             0.0131472             0.00102333            0.30748               
42     0.000791366     0.000543429           0.00142359            0.00108376            0.000114683           0.583883              
43     0.0172972       0.0508642             0.0159593             0.00230334            6.19211e-05           0.167843              
44     0.0143704       0.0439887             0.0122303             0.0012502             1.23116e-05           0.151179              
45     0.0203301       0.039977              0.0271722             0.0128074             0.00136397            0.343773              
46     0.0339597       0.0825057             0.0408321             0.0117675             0.000733658           0.244714              
47     0.0193576       0.0515443             0.0214209             0.00435449            0.000110742           0.201838              
48     0.0243121       0.0510068             0.0320709             0.0131472             0.00102333            0.30748               
49     0.00615105      0.017345              0.00633596            0.000918529           4.72271e-06           0.177134              
50     0.0193576       0.0515443             0.0214209             0.00435449            0.000110742           0.201838              
51     0.0177646       0.045603              0.0205581             0.00476571            0.000131477           0.215732              
52     0.000482104     0.00036519            0.000894413           0.000608871           5.99426e-05           0.552033              
53     0.00407263      0.0105744             0.00472584            0.000981027           9.28187e-06           0.206843              
54     1.62633e-05     2.6989e-06            2.70883e-05           3.19271e-05           3.33909e-06           0.739244              
55     0.00540359      0.0108862             0.00721609            0.00322792            0.000284152           0.32742               
56     7.09538e-05     3.29756e-06           6.14644e-05           0.000162358           5.66948e-05           1.13407               
57     0.0170703       0.0434484             0.0199357             0.00475967            0.000137318           0.219144              
58     0.00407263      0.0105744             0.00472584            0.000981027           9.28187e-06           0.206843              
59     0.0103495       0.0305134             0.00973471            0.00114318            6.83497e-06           0.162425              
60     0.00407263      0.0105744             0.00472584            0.000981027           9.28187e-06           0.206843              
61     0.0103495       0.0305134             0.00973471            0.00114318            6.83497e-06           0.162425              
62     0.0193576       0.0515443             0.0214209             0.00435449            0.000110742           0.201838              
63     0.00407263      0.0105744             0.00472584            0.000981027           9.28187e-06           0.206843              
64     0.000784811     0.000713878           0.0015252             0.000835421           6.47455e-05           0.489248              
65     0.0339597       0.0825057             0.0408321             0.0117675             0.000733658           0.244714              
66     0.0149814       0.0448992             0.0132089             0.0017676             4.98348e-05           0.161533              
67     0.000944451     0.00101197            0.00190755            0.000821605           3.66752e-05           0.425267              
68     0.0234166       0.0589141             0.0275978             0.0069082             0.00024626            0.224937              
69     0.0177646       0.045603              0.0205581             0.00476571            0.000131477           0.215732              
70     0.0103495       0.0305134             0.00973471            0.00114318            6.83497e-06           0.162425              
71     0.0177646       0.045603              0.0205581             0.00476571            0.000131477           0.215732              
72     0.00105846      0.00131404            0.00209042            0.000780457           4.89389e-05           0.398718              
73     0.00505676      0.0160495             0.00390349            0.000273507           6.00155e-07           0.138066              
74     0.0220747       0.0614482             0.0229809             0.00380656            6.30793e-05           0.184169              
75     0.0220747       0.0614482             0.0229809             0.00380656            6.30793e-05           0.184169              
76     0.0103495       0.0305134             0.00973471            0.00114318            6.83497e-06           0.162425              
77     0.0172972       0.0508642             0.0159593             0.00230334            6.19211e-05           0.167843              
78     0.0228227       0.0621931             0.0244329             0.00451806            0.000146547           0.193991              
79     0.0351702       0.0832341             0.0427302             0.0134396             0.00127676            0.262651              
80     0.0183404       0.0460507             0.0216068             0.00547409            0.000229984           0.226943              
81     0.0183404       0.0460507             0.0216068             0.00547409            0.000229984           0.226943              
82     0.0106929       0.0309376             0.0104364             0.00137955            1.8216e-05            0.169565              
83     0.0106929       0.0309376             0.0104364             0.00137955            1.8216e-05            0.169565              
84     0.0228227       0.0621931             0.0244329             0.00451806            0.000146547           0.193991              
85     0.0106929       0.0309376             0.0104364             0.00137955            1.8216e-05            0.169565              
86     0.00184373      0.00133046            0.00333782            0.00240583            0.000300826           0.582764              
87     7.05399e-05     5.15228e-05           0.000126291           8.97425e-05           1.46026e-05           0.602697              
88     0.00184373      0.00133046            0.00333782            0.00240583            0.000300826           0.582764              
89     0.000646533     0.000850147           0.00132624            0.000398746           1.10029e-05           0.359744              
90     0.0249244       0.0512917             0.0329805             0.0141403             0.00128487            0.319509              
91     0.00156182      0.00156749            0.0029441             0.0015205             0.000215182           0.501446              
92     0.00418959      0.0106762             0.00495826            0.00111045            1.34692e-05           0.214222              
93     7.21563e-06     4.39261e-07           5.96538e-06           1.33193e-05           9.13862e-06           1.33896               
94     0.0207968       0.0401614             0.027806              0.0135935             0.00162624            0.355991              
95     0.00122066      0.00099129            0.00233834            0.00139868            0.000154336           0.532863              
