Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0000)   P(D|M,rr[2]=0.0020)   P(D|M,rr[3]=0.1220)   P(D|M,rr[4]=3.8760)   Posterior mean        
1      0.0204363       0.022951              0.0229444             0.0225585             0.0132912             0.664444              
2      0.0548992       0.061197              0.0611807             0.060227              0.0369921             0.686951              
3      7.77397e-07     4.22262e-12           1.88503e-09           1.12263e-07           2.99543e-06           3.73809               
4      0.0483927       0.053287              0.0532747             0.0525562             0.0344528             0.723549              
5      0.0382377       0.041977              0.0419677             0.0414233             0.0275827             0.732579              
6      0.0548992       0.061197              0.0611807             0.060227              0.0369921             0.686951              
7      0.042474        0.04404               0.0440366             0.0438352             0.0379841             0.898565              
8      0.0668152       0.071586              0.0715747             0.0709145             0.0531857             0.804244              
9      0.0725124       0.079066              0.0790499             0.0781082             0.0538254             0.752683              
10     0.0624352       0.069147              0.0691298             0.0681221             0.0433421             0.706508              
11     0.0597174       0.0646                0.0645882             0.0638983             0.045783              0.776073              
12     0.0597174       0.0646                0.0645882             0.0638983             0.045783              0.776073              
13     0.0928302       0.099081              0.0990663             0.0982053             0.0749682             0.81535               
14     8.45203e-05     2.14774e-10           2.32277e-07           1.37772e-05           0.000324071           3.72033               
15     0.066461        0.071586              0.0715738             0.0708566             0.0518277             0.788705              
16     8.89934e-06     2.4356e-11            2.63398e-08           1.55872e-06           3.40123e-05           3.70873               
17     1.57017e-06     5.34798e-12           5.78287e-09           3.39772e-07           5.93513e-06           3.66932               
18     0.0364023       0.040767              0.0407556             0.0400902             0.0239966             0.672922              
19     1.84652e-05     5.6714e-11            6.13294e-08           3.61535e-06           7.01843e-05           3.689                 
20     0.000146599     3.81603e-10           4.12695e-07           2.44603e-05           0.000561521           3.71665               
21     3.98479e-06     9.46917e-12           1.02412e-08           6.08787e-07           1.53201e-05           3.7301                
22     0.0516915       0.055941              0.0559307             0.0553303             0.0395638             0.774847              
23     6.42758e-05     1.7947e-10            1.94086e-07           1.14772e-05           0.000245432           3.70547               
24     6.99964e-06     1.68638e-11           1.82386e-08           1.0837e-06            2.68966e-05           3.72815               
25     0.0543672       0.061197              0.0611789             0.0601203             0.0349727             0.65762               
26     0.0922307       0.099081              0.0990647             0.0981086             0.0726686             0.796458              
27     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
28     0.071586        0.071586              0.071586              0.071586              0.071586              1                     
29     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
30     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
31     0.053287        0.053287              0.053287              0.053287              0.053287              1                     
32     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
33     0.041977        0.041977              0.041977              0.041977              0.041977              1                     
34     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
35     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
36     0.022355        0.022355              0.022355              0.022355              0.022355              1                     
37     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
38     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
39     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
40     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
41     0.041977        0.041977              0.041977              0.041977              0.041977              1                     
42     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
43     1.15631e-05     2.79289e-11           3.02058e-08           1.79473e-06           4.44274e-05           3.72778               
44     0.0119639       0.012937              0.0129347             0.0127982             0.00918563            0.777149              
45     0.0592667       0.0646                0.0645869             0.0638209             0.044059              0.753747              
46     2.79162e-05     7.49879e-11           8.10965e-08           4.8016e-06            0.000106782           3.71174               
