mastacembelus_armatus ENSMAMG00000023370
monopterus_albus ENSMALG00000013622
anabas_testudineus ENSATEG00000000088
seriola_lalandi_dorsalis ENSSLDG00000012913
seriola_dumerili ENSSDUG00000018208
scophthalmus_maximus ENSSMAG00000002051
cynoglossus_semilaevis ENSCSEG00000016491
gasterosteus_aculeatus ENSGACG00000019291
hippocampus_comes ENSHCOG00000008939
gadus_morhua ENSGMOG00000003111
esox_lucius ENSELUG00000012994
pygocentrus_nattereri ENSPNAG00000008814
astyanax_mexicanus ENSAMXG00000011351
ictalurus_punctatus ENSIPUG00000016634
danio_rerio ENSDARG00000053131
paramormyrops_kingsleyae ENSPKIG00000018360
lepisosteus_oculatus ENSLOCG00000016164
loxodonta_africana ENSLAFG00000007307
procavia_capensis ENSPCAG00000010556
echinops_telfairi ENSETEG00000018976
choloepus_hoffmanni ENSCHOG00000005409
dasypus_novemcinctus ENSDNOG00000001072
pteropus_vampyrus ENSPVAG00000000780
myotis_lucifugus ENSMLUG00000017172
ovis_aries ENSOARG00000002799
capra_hircus ENSCHIG00000025230
bos_taurus ENSBTAG00000007636
bos_mutus ENSBMUG00000011506
bison_bison_bison ENSBBBG00000002462
tursiops_truncatus ENSTTRG00000009021
sus_scrofa ENSSSCG00000000475
vicugna_pacos ENSVPAG00000001874
ursus_maritimus ENSUMAG00000020536
ursus_americanus ENSUAMG00000025935
ailuropoda_melanoleuca ENSAMEG00000000105
mustela_putorius_furo ENSMPUG00000017518
neovison_vison ENSNVIG00000009161
canis_lupus_familiaris ENSCAFG00000000374
canis_lupus_dingo ENSCAFG00020018478
vulpes_vulpes ENSVVUG00000011553
panthera_pardus ENSPPRG00000012083
panthera_tigris_altaica ENSPTIG00000005172
felis_catus ENSFCAG00000012628
erinaceus_europaeus ENSEEUG00000003818
sorex_araneus ENSSARG00000006327
equus_caballus ENSECAG00000026958
equus_asinus_asinus ENSEASG00005007960
octodon_degus ENSODEG00000004353
chinchilla_lanigera ENSCLAG00000015713
cavia_porcellus ENSCPOG00000005020
heterocephalus_glaber_male ENSHGLG00100008807
heterocephalus_glaber_female ENSHGLG00000014145
fukomys_damarensis ENSFDAG00000014893
spermophilus_dauricus ENSSDAG00000006709
ictidomys_tridecemlineatus ENSSTOG00000007050
urocitellus_parryii ENSUPAG00010023208
marmota_marmota_marmota ENSMMMG00000009224
cricetulus_griseus_chok1gshd ENSCGRG00001021664
cricetulus_griseus_crigri ENSCGRG00000006356
cricetulus_griseus_crigri-picr ENSCGRG00015003491
mesocricetus_auratus ENSMAUG00000018807
microtus_ochrogaster ENSMOCG00000010566
peromyscus_maniculatus_bairdii ENSPEMG00000012815
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016671
mus_spicilegus ENSMSIG00000020234
mus_musculus ENSMUSG00000020227
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015847
mus_pahari MGP_PahariEiJ_G0031240
rattus_norvegicus ENSRNOG00000004226
meriones_unguiculatus ENSMUGG00000008443
nannospalax_galili ENSNGAG00000005679
jaculus_jaculus ENSJJAG00000021736
dipodomys_ordii ENSDORG00000013361
oryctolagus_cuniculus ENSOCUG00000014492
ochotona_princeps ENSOPRG00000010229
tupaia_belangeri ENSTBEG00000008511
prolemur_simus ENSPSMG00000001614
propithecus_coquereli ENSPCOG00000021745
microcebus_murinus ENSMICG00000017401
otolemur_garnettii ENSOGAG00000001219
pan_paniscus ENSPPAG00000036445
pan_troglodytes ENSPTRG00000005187
homo_sapiens ENSG00000090376
pongo_abelii ENSPPYG00000004741
nomascus_leucogenys ENSNLEG00000003204
theropithecus_gelada ENSTGEG00000021444
papio_anubis ENSPANG00000002789
cercocebus_atys ENSCATG00000035204
mandrillus_leucophaeus ENSMLEG00000033795
macaca_fascicularis ENSMFAG00000039051
macaca_mulatta ENSMMUG00000016625
macaca_nemestrina ENSMNEG00000032923
chlorocebus_sabaeus ENSCSAG00000004382
rhinopithecus_bieti ENSRBIG00000026771
rhinopithecus_roxellana ENSRROG00000010966
piliocolobus_tephrosceles ENSPTEG00000023896
colobus_angolensis_palliatus ENSCANG00000013365
cebus_capucinus ENSCCAG00000025748
saimiri_boliviensis_boliviensis ENSSBOG00000031631
callithrix_jacchus ENSCJAG00000014525
aotus_nancymaae ENSANAG00000025490
carlito_syrichta ENSTSYG00000001631
castor_canadensis ENSCCNG00000030400
phascolarctos_cinereus ENSPCIG00000030567
notamacropus_eugenii ENSMEUG00000013692
sarcophilus_harrisii ENSSHAG00000006102
monodelphis_domestica ENSMODG00000009096
ornithorhynchus_anatinus ENSOANG00000005923
latimeria_chalumnae ENSLACG00000001386
