myotis_lucifugus ENSMLUG00000030257
pteropus_vampyrus ENSPVAG00000009511
equus_asinus_asinus ENSEASG00005005341
equus_caballus ENSECAG00000006592
ursus_americanus ENSUAMG00000010711
ursus_maritimus ENSUMAG00000011403
ailuropoda_melanoleuca ENSAMEG00000017477
neovison_vison ENSNVIG00000012819
neovison_vison ENSNVIG00000023054
vulpes_vulpes ENSVVUG00000022452
vulpes_vulpes ENSVVUG00000016661
canis_lupus_familiaris ENSCAFG00000016168
canis_lupus_dingo ENSCAFG00020000067
panthera_tigris_altaica ENSPTIG00000009748
panthera_pardus ENSPPRG00000004108
felis_catus ENSFCAG00000011109
bos_mutus ENSBMUG00000008771
bos_taurus ENSBTAG00000013988
bison_bison_bison ENSBBBG00000000565
capra_hircus ENSCHIG00000014373
ovis_aries ENSOARG00000013519
tursiops_truncatus ENSTTRG00000015936
sus_scrofa ENSSSCG00000000769
sorex_araneus ENSSARG00000002270
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029842
mus_musculus ENSMUSG00000004446
mus_spicilegus ENSMSIG00000014015
mus_pahari MGP_PahariEiJ_G0022565
rattus_norvegicus ENSRNOG00000012439
meriones_unguiculatus ENSMUGG00000019122
cricetulus_griseus_chok1gshd ENSCGRG00001018855
cricetulus_griseus_crigri ENSCGRG00000006666
cricetulus_griseus_crigri-picr ENSCGRG00015012178
microtus_ochrogaster ENSMOCG00000018054
peromyscus_maniculatus_bairdii ENSPEMG00000023814
nannospalax_galili ENSNGAG00000000759
jaculus_jaculus ENSJJAG00000020401
castor_canadensis ENSCCNG00000023820
ictidomys_tridecemlineatus ENSSTOG00000020169
spermophilus_dauricus ENSSDAG00000018805
marmota_marmota_marmota ENSMMMG00000023963
dipodomys_ordii ENSDORG00000004014
heterocephalus_glaber_male ENSHGLG00100015845
heterocephalus_glaber_female ENSHGLG00000018877
fukomys_damarensis ENSFDAG00000003557
cavia_aperea ENSCAPG00000014218
cavia_porcellus ENSCPOG00000025688
chinchilla_lanigera ENSCLAG00000009563
ochotona_princeps ENSOPRG00000012809
oryctolagus_cuniculus ENSOCUG00000016266
cebus_capucinus ENSCCAG00000035616
saimiri_boliviensis_boliviensis ENSSBOG00000025343
aotus_nancymaae ENSANAG00000035339
callithrix_jacchus ENSCJAG00000017295
pan_paniscus ENSPPAG00000028969
pan_troglodytes ENSPTRG00000014041
gorilla_gorilla ENSGGOG00000010562
homo_sapiens ENSG00000015475
pongo_abelii ENSPPYG00000012005
nomascus_leucogenys ENSNLEG00000029261
colobus_angolensis_palliatus ENSCANG00000036270
piliocolobus_tephrosceles ENSPTEG00000034514
rhinopithecus_bieti ENSRBIG00000028595
rhinopithecus_roxellana ENSRROG00000035691
mandrillus_leucophaeus ENSMLEG00000033562
cercocebus_atys ENSCATG00000032461
theropithecus_gelada ENSTGEG00000001787
papio_anubis ENSPANG00000025534
macaca_mulatta ENSMMUG00000020799
macaca_fascicularis ENSMFAG00000045106
macaca_nemestrina ENSMNEG00000032014
chlorocebus_sabaeus ENSCSAG00000014281
carlito_syrichta ENSTSYG00000031654
prolemur_simus ENSPSMG00000014892
microcebus_murinus ENSMICG00000008670
propithecus_coquereli ENSPCOG00000028838
otolemur_garnettii ENSOGAG00000002832
tupaia_belangeri ENSTBEG00000006804
dasypus_novemcinctus ENSDNOG00000004145
choloepus_hoffmanni ENSCHOG00000005469
loxodonta_africana ENSLAFG00000008187
echinops_telfairi ENSETEG00000011794
phascolarctos_cinereus ENSPCIG00000012006
monodelphis_domestica ENSMODG00000018457
sarcophilus_harrisii ENSSHAG00000009324
ornithorhynchus_anatinus ENSOANG00000011113
