chelonoidis_abingdonii ENSCABG00000000436
gopherus_agassizii ENSGAGG00000012975
chrysemys_picta ENSCPBG00000001714
lonchura_striata ENSLSDG00000017016
taeniopygia_guttata ENSTGUG00000008718
serinus_canaria ENSSCAG00000007167
junco_hyemalis ENSJHYG00000014228
zonotrichia_albicollis ENSZALG00000001644
parus_major ENSPMJG00000014033
cyanistes_caeruleus ENSCCEG00000012990
ficedula_albicollis ENSFALG00000004890
lepidothrix_coronata ENSLCOG00000010943
manacus_vitellinus ENSMVIG00005002166
melopsittacus_undulatus ENSMUNG00000002808
anser_brachyrhynchus ENSABRG00000019255
anas_platyrhynchos ENSAPLG00000013444
meleagris_gallopavo ENSMGAG00000007570
gallus_gallus ENSGALG00000013400
coturnix_japonica ENSCJPG00005007040
numida_meleagris ENSNMEG00000009356
calidris_pygmaea ENSCPGG00000002551
calidris_pugnax ENSCPUG00000006219
apteryx_haastii ENSAHAG00000000133
apteryx_owenii ENSAOWG00000017884
apteryx_rowi ENSARWG00000013846
dromaius_novaehollandiae ENSDNVG00000012399
nothoprocta_perdicaria ENSNPEG00000013113
anolis_carolinensis ENSACAG00000028414
notechis_scutatus ENSNSUG00000005727
salvator_merianae ENSSMRG00000009919
sphenodon_punctatus ENSSPUG00000013399
crocodylus_porosus ENSCPRG00005013819
pogona_vitticeps ENSPVIG00000000668
vulpes_vulpes ENSVVUG00000022002
bison_bison ENSBBBG00000009145
phascolarctos_cinereus ENSPCIG00000016981
vombatus_ursinus ENSVURG00010021822
monodelphis_domestica ENSMODG00000000631
equus_caballus ENSECAG00000021111
equus_asinus ENSEASG00005018093
neovison_vison ENSNVIG00000022350
mustela_putorius ENSMPUG00000010275
ovis_aries ENSOARG00000015678
capra_hircus ENSCHIG00000011811
ovis_aries ENSOARG00000020223
capra_hircus ENSCHIG00000024535
capra_hircus ENSCHIG00000008009
bos_indicus ENSBIXG00000016944
bos_indicus ENSBIXG00005007641
bos_taurus ENSBTAG00000046493
bison_bison ENSBBBG00000021350
bos_mutus ENSBMUG00000013029
sus_scrofa ENSSSCG00000032090
ursus_americanus ENSUAMG00000022231
ursus_maritimus ENSUMAG00000022171
ailuropoda_melanoleuca ENSAMEG00000008464
canis_lupus ENSCAFG00020023071
canis_lupus ENSCAFG00000011044
vulpes_vulpes ENSVVUG00000002972
vulpes_vulpes ENSVVUG00000002978
canis_lupus ENSCAFG00020004609
canis_lupus ENSCAFG00000049947
vulpes_vulpes ENSVVUG00000022001
panthera_pardus ENSPPRG00000002870
panthera_pardus ENSPPRG00000009167
panthera_tigris ENSPTIG00000006915
felis_catus ENSFCAG00000041352
myotis_lucifugus ENSMLUG00000027283
heterocephalus_glaber ENSHGLG00000004728
heterocephalus_glaber ENSHGLG00100003042
fukomys_damarensis ENSFDAG00000018298
cavia_porcellus ENSCPOG00000024481
cavia_aperea ENSCAPG00000012266
octodon_degus ENSODEG00000018264
chinchilla_lanigera ENSCLAG00000003275
mus_spicilegus ENSMSIG00000015609
mus_spretus MGP_SPRETEiJ_G0019603
mus_musculus ENSMUSG00000021576
mus_caroli MGP_CAROLIEiJ_G0018719
mus_pahari MGP_PahariEiJ_G0015799
rattus_norvegicus ENSRNOG00000014485
meriones_unguiculatus ENSMUGG00000016824
cricetulus_griseus ENSCGRG00001009329
cricetulus_griseus ENSCGRG00000009035
cricetulus_griseus ENSCGRG00015009743
cricetulus_griseus ENSCGRG00001014067
cricetulus_griseus ENSCGRG00000012415
cricetulus_griseus ENSCGRG00015012818
mesocricetus_auratus ENSMAUG00000008435
mesocricetus_auratus ENSMAUG00000010341
mesocricetus_auratus ENSMAUG00000009467
peromyscus_maniculatus ENSPEMG00000008592
microtus_ochrogaster ENSMOCG00000020217
microtus_ochrogaster ENSMOCG00000002018
nannospalax_galili ENSNGAG00000004643
jaculus_jaculus ENSJJAG00000018975
castor_canadensis ENSCCNG00000028725
dipodomys_ordii ENSDORG00000029717
urocitellus_parryii ENSUPAG00010019449
ictidomys_tridecemlineatus ENSSTOG00000028872
marmota_marmota ENSMMMG00000016043
