ursus_americanus ENSUAMG00000000558
ursus_maritimus ENSUMAG00000010291
ailuropoda_melanoleuca ENSAMEG00000019302
mustela_putorius_furo ENSMPUG00000018454
neovison_vison ENSNVIG00000018084
canis_lupus_dingo ENSCAFG00020024421
canis_lupus_familiaris ENSCAFG00000019048
vulpes_vulpes ENSVVUG00000000503
panthera_pardus ENSPPRG00000011860
ovis_aries ENSOARG00000009392
capra_hircus ENSCHIG00000019089
bos_taurus ENSBTAG00000039377
bos_taurus ENSBTAG00000054874
bos_mutus ENSBMUG00000019368
bison_bison_bison ENSBBBG00000000417
sus_scrofa ENSSSCG00000012724
tursiops_truncatus ENSTTRG00000017178
equus_caballus ENSECAG00000020489
equus_asinus_asinus ENSEASG00005023012
pteropus_vampyrus ENSPVAG00000001989
myotis_lucifugus ENSMLUG00000015168
chinchilla_lanigera ENSCLAG00000000094
cavia_aperea ENSCAPG00000011736
octodon_degus ENSODEG00000000040
heterocephalus_glaber_female ENSHGLG00000007935
heterocephalus_glaber_male ENSHGLG00100003548
fukomys_damarensis ENSFDAG00000017430
spermophilus_dauricus ENSSDAG00000019229
ictidomys_tridecemlineatus ENSSTOG00000003070
urocitellus_parryii ENSUPAG00010007476
marmota_marmota_marmota ENSMMMG00000012547
castor_canadensis ENSCCNG00000004671
dipodomys_ordii ENSDORG00000000545
mus_musculus ENSMUSG00000036790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034272
mus_spicilegus ENSMSIG00000022271
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033119
mus_pahari MGP_PahariEiJ_G0031660
rattus_norvegicus ENSRNOG00000011562
meriones_unguiculatus ENSMUGG00000000863
cricetulus_griseus_crigri-picr ENSCGRG00015011681
cricetulus_griseus_chok1gshd ENSCGRG00001010877
mesocricetus_auratus ENSMAUG00000000060
peromyscus_maniculatus_bairdii ENSPEMG00000016076
microtus_ochrogaster ENSMOCG00000002229
nannospalax_galili ENSNGAG00000019413
jaculus_jaculus ENSJJAG00000011723
oryctolagus_cuniculus ENSOCUG00000002285
pan_troglodytes ENSPTRG00000049407
pan_troglodytes ENSPTRG00000023037
pan_paniscus ENSPPAG00000026296
homo_sapiens ENSG00000185985
pongo_abelii ENSPPYG00000020795
nomascus_leucogenys ENSNLEG00000013244
piliocolobus_tephrosceles ENSPTEG00000018065
colobus_angolensis_palliatus ENSCANG00000037569
rhinopithecus_bieti ENSRBIG00000026565
rhinopithecus_roxellana ENSRROG00000004865
cercocebus_atys ENSCATG00000014801
mandrillus_leucophaeus ENSMLEG00000004634
theropithecus_gelada ENSTGEG00000005703
papio_anubis ENSPANG00000011464
macaca_fascicularis ENSMFAG00000030304
macaca_mulatta ENSMMUG00000009719
macaca_nemestrina ENSMNEG00000012473
chlorocebus_sabaeus ENSCSAG00000000284
cebus_capucinus ENSCCAG00000031346
callithrix_jacchus ENSCJAG00000005992
saimiri_boliviensis_boliviensis ENSSBOG00000014161
aotus_nancymaae ENSANAG00000018916
carlito_syrichta ENSTSYG00000034419
prolemur_simus ENSPSMG00000006829
microcebus_murinus ENSMICG00000003910
otolemur_garnettii ENSOGAG00000034490
loxodonta_africana ENSLAFG00000028207
dasypus_novemcinctus ENSDNOG00000040845
notamacropus_eugenii ENSMEUG00000003429
phascolarctos_cinereus ENSPCIG00000017825
sarcophilus_harrisii ENSSHAG00000009617
ornithorhynchus_anatinus ENSOANG00000003708
calidris_pygmaea ENSCPGG00000011176
calidris_pugnax ENSCPUG00000001201
melopsittacus_undulatus ENSMUNG00000007570
lepidothrix_coronata ENSLCOG00000013856
manacus_vitellinus ENSMVIG00005005057
lonchura_striata_domestica ENSLSDG00000001556
taeniopygia_guttata ENSTGUG00000004763
serinus_canaria ENSSCAG00000016333
cyanistes_caeruleus ENSCCEG00000020020
parus_major ENSPMJG00000011443
ficedula_albicollis ENSFALG00000015217
zonotrichia_albicollis ENSZALG00000001187
junco_hyemalis ENSJHYG00000012501
anas_platyrhynchos_platyrhynchos ENSAPLG00000001736
anser_brachyrhynchus ENSABRG00000001893
coturnix_japonica ENSCJPG00005000358
gallus_gallus ENSGALG00000009192
meleagris_gallopavo ENSMGAG00000015400
numida_meleagris ENSNMEG00000008026
apteryx_haastii ENSAHAG00000002378
apteryx_owenii ENSAOWG00000005317
apteryx_rowi ENSARWG00000013410
dromaius_novaehollandiae ENSDNVG00000009321
nothoprocta_perdicaria ENSNPEG00000003247
crocodylus_porosus ENSCPRG00005006946
gopherus_agassizii ENSGAGG00000013030
chelonoidis_abingdonii ENSCABG00000002686
chrysemys_picta_bellii ENSCPBG00000020846
pelodiscus_sinensis ENSPSIG00000000218
salvator_merianae ENSSMRG00000018175
notechis_scutatus ENSNSUG00000004351
xenopus_tropicalis ENSXETG00000004288
latimeria_chalumnae ENSLACG00000003851
pygocentrus_nattereri ENSPNAG00000024697
astyanax_mexicanus ENSAMXG00000025539
ictalurus_punctatus ENSIPUG00000014371
danio_rerio ENSDARG00000006636
takifugu_rubripes ENSTRUG00000002398
tetraodon_nigroviridis ENSTNIG00000006071
cynoglossus_semilaevis ENSCSEG00000001894
xiphophorus_maculatus ENSXMAG00000013810
xiphophorus_couchianus ENSXCOG00000000369
gambusia_affinis ENSGAFG00000003123
poecilia_latipinna ENSPLAG00000023979
poecilia_formosa ENSPFOG00000020970
poecilia_mexicana ENSPMEG00000007829
poecilia_reticulata ENSPREG00000019208
fundulus_heteroclitus ENSFHEG00000022966
cyprinodon_variegatus ENSCVAG00000022899
kryptolebias_marmoratus ENSKMAG00000020947
oryzias_latipes ENSORLG00020020960
oryzias_latipes ENSORLG00000008527
oryzias_latipes_asm223469v1 ENSORLG00015016331
oryzias_melastigma ENSOMEG00000019685
amphiprion_ocellaris ENSAOCG00000020602
amphiprion_percula ENSAPEG00000019167
acanthochromis_polyacanthus ENSAPOG00000015072
stegastes_partitus ENSSPAG00000019820
astatotilapia_calliptera ENSACLG00000018391
maylandia_zebra ENSMZEG00005004787
haplochromis_burtoni ENSHBUG00000018466
pundamilia_nyererei ENSPNYG00000002279
neolamprologus_brichardi ENSNBRG00000001452
oreochromis_niloticus ENSONIG00000021252
amphilophus_citrinellus ENSACIG00000002753
mastacembelus_armatus ENSMAMG00000016419
monopterus_albus ENSMALG00000016140
anabas_testudineus ENSATEG00000016546
seriola_dumerili ENSSDUG00000021132
seriola_lalandi_dorsalis ENSSLDG00000011756
scophthalmus_maximus ENSSMAG00000014675
labrus_bergylta ENSLBEG00000021466
mola_mola ENSMMOG00000017429
gasterosteus_aculeatus ENSGACG00000019553
hippocampus_comes ENSHCOG00000003622
periophthalmus_magnuspinnatus ENSPMGG00000016897
esox_lucius ENSELUG00000000481
paramormyrops_kingsleyae ENSPKIG00000001667
scleropages_formosus ENSSFOG00015004061
scleropages_formosus ENSSFOG00015009156
paramormyrops_kingsleyae ENSPKIG00000014638
lepisosteus_oculatus ENSLOCG00000017499
petromyzon_marinus ENSPMAG00000000992
