apteryx_haastii ENSAHAG00000002757
apteryx_owenii ENSAOWG00000004832
apteryx_rowi ENSARWG00000001442
dromaius_novaehollandiae ENSDNVG00000002920
nothoprocta_perdicaria ENSNPEG00000002997
calidris_pygmaea ENSCPGG00000003761
calidris_pugnax ENSCPUG00000007748
melopsittacus_undulatus ENSMUNG00000011975
manacus_vitellinus ENSMVIG00005017563
lepidothrix_coronata ENSLCOG00000011092
parus_major ENSPMJG00000006313
cyanistes_caeruleus ENSCCEG00000019147
ficedula_albicollis ENSFALG00000008903
taeniopygia_guttata ENSTGUG00000000197
lonchura_striata_domestica ENSLSDG00000004325
serinus_canaria ENSSCAG00000001624
junco_hyemalis ENSJHYG00000006954
zonotrichia_albicollis ENSZALG00000014025
meleagris_gallopavo ENSMGAG00000002942
coturnix_japonica ENSCJPG00005008773
gallus_gallus ENSGALG00000001445
numida_meleagris ENSNMEG00000017904
anser_brachyrhynchus ENSABRG00000001532
anas_platyrhynchos_platyrhynchos ENSAPLG00000008611
crocodylus_porosus ENSCPRG00005007064
chrysemys_picta_bellii ENSCPBG00000008028
chelonoidis_abingdonii ENSCABG00000012261
pelodiscus_sinensis ENSPSIG00000011450
pogona_vitticeps ENSPVIG00000013171
anolis_carolinensis ENSACAG00000003260
notechis_scutatus ENSNSUG00000002641
notechis_scutatus ENSNSUG00000010423
salvator_merianae ENSSMRG00000004297
sphenodon_punctatus ENSSPUG00000000729
myotis_lucifugus ENSMLUG00000003069
pteropus_vampyrus ENSPVAG00000015928
ursus_maritimus ENSUMAG00000015026
ursus_americanus ENSUAMG00000001796
ursus_americanus ENSUAMG00000007513
ursus_maritimus ENSUMAG00000000423
ailuropoda_melanoleuca ENSAMEG00000006588
neovison_vison ENSNVIG00000005311
mustela_putorius_furo ENSMPUG00000013299
canis_lupus_familiaris ENSCAFG00000017275
canis_lupus_dingo ENSCAFG00020001419
vulpes_vulpes ENSVVUG00000004029
panthera_pardus ENSPPRG00000014547
panthera_tigris_altaica ENSPTIG00000019586
felis_catus ENSFCAG00000036330
ovis_aries ENSOARG00000013268
capra_hircus ENSCHIG00000013198
bos_mutus ENSBMUG00000003224
bos_taurus ENSBTAG00000010632
bison_bison_bison ENSBBBG00000022234
tursiops_truncatus ENSTTRG00000012640
sus_scrofa ENSSSCG00000017037
equus_asinus_asinus ENSEASG00005000639
equus_asinus_asinus ENSEASG00005016078
equus_caballus ENSECAG00000022261
sorex_araneus ENSSARG00000010003
erinaceus_europaeus ENSEEUG00000003076
dasypus_novemcinctus ENSDNOG00000048304
choloepus_hoffmanni ENSCHOG00000006789
echinops_telfairi ENSETEG00000012449
dipodomys_ordii ENSDORG00000024729
castor_canadensis ENSCCNG00000003914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016226
mus_musculus ENSMUSG00000020405
mus_spicilegus ENSMSIG00000023313
mus_pahari MGP_PahariEiJ_G0017362
rattus_norvegicus ENSRNOG00000003902
meriones_unguiculatus ENSMUGG00000007072
cricetulus_griseus_crigri-picr ENSCGRG00015022955
cricetulus_griseus_crigri ENSCGRG00000017656
cricetulus_griseus_chok1gshd ENSCGRG00001016322
mesocricetus_auratus ENSMAUG00000000683
microtus_ochrogaster ENSMOCG00000019592
peromyscus_maniculatus_bairdii ENSPEMG00000004485
nannospalax_galili ENSNGAG00000016034
jaculus_jaculus ENSJJAG00000012423
heterocephalus_glaber_female ENSHGLG00000009227
heterocephalus_glaber_male ENSHGLG00100010610
fukomys_damarensis ENSFDAG00000005331
octodon_degus ENSODEG00000012262
octodon_degus ENSODEG00000019844
cavia_porcellus ENSCPOG00000025902
cavia_aperea ENSCAPG00000015550
chinchilla_lanigera ENSCLAG00000012776
urocitellus_parryii ENSUPAG00010005815
ictidomys_tridecemlineatus ENSSTOG00000002847
spermophilus_dauricus ENSSDAG00000023930
spermophilus_dauricus ENSSDAG00000023931
marmota_marmota_marmota ENSMMMG00000012902
oryctolagus_cuniculus ENSOCUG00000005435
ochotona_princeps ENSOPRG00000004502
