castor_canadensis ENSCCNG00000021263
spermophilus_dauricus ENSSDAG00000016994
macaca_nemestrina ENSMNEG00000004139
macaca_fascicularis ENSMFAG00000044661
theropithecus_gelada ENSTGEG00000024314
theropithecus_gelada ENSTGEG00000016466
piliocolobus_tephrosceles ENSPTEG00000026275
piliocolobus_tephrosceles ENSPTEG00000009398
prolemur_simus ENSPSMG00000009404
bison_bison_bison ENSBBBG00000021655
bos_taurus ENSBTAG00000049463
myotis_lucifugus ENSMLUG00000027571
canis_lupus_dingo ENSCAFG00020022589
canis_lupus_dingo ENSCAFG00020014818
vulpes_vulpes ENSVVUG00000021984
equus_asinus_asinus ENSEASG00005011671
equus_caballus ENSECAG00000037276
phascolarctos_cinereus ENSPCIG00000037015
manacus_vitellinus ENSMVIG00005007573
numida_meleagris ENSNMEG00000005335
