loxodonta_africana ENSLAFG00000012233
procavia_capensis ENSPCAG00000013416
echinops_telfairi ENSETEG00000000787
octodon_degus ENSODEG00000014271
chinchilla_lanigera ENSCLAG00000008856
cavia_porcellus ENSCPOG00000002457
fukomys_damarensis ENSFDAG00000011723
spermophilus_dauricus ENSSDAG00000000873
urocitellus_parryii ENSUPAG00010017301
ictidomys_tridecemlineatus ENSSTOG00000034873
marmota_marmota_marmota ENSMMMG00000000314
castor_canadensis ENSCCNG00000020398
dipodomys_ordii ENSDORG00000014481
mus_spicilegus ENSMSIG00000029382
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015843
mus_musculus ENSMUSG00000057072
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015043
mus_pahari MGP_PahariEiJ_G0028275
rattus_norvegicus ENSRNOG00000048659
rattus_norvegicus ENSRNOG00000039841
meriones_unguiculatus ENSMUGG00000005505
cricetulus_griseus_chok1gshd ENSCGRG00001020534
cricetulus_griseus_crigri-picr ENSCGRG00015005427
cricetulus_griseus_crigri ENSCGRG00000015661
mesocricetus_auratus ENSMAUG00000016023
microtus_ochrogaster ENSMOCG00000017094
peromyscus_maniculatus_bairdii ENSPEMG00000015887
nannospalax_galili ENSNGAG00000001409
oryctolagus_cuniculus ENSOCUG00000004799
ochotona_princeps ENSOPRG00000010296
gorilla_gorilla ENSGGOG00000037749
homo_sapiens ENSG00000185523
pan_troglodytes ENSPTRG00000001967
pan_troglodytes ENSPTRG00000041487
pan_paniscus ENSPPAG00000034742
pongo_abelii ENSPPYG00000000231
nomascus_leucogenys ENSNLEG00000018668
rhinopithecus_roxellana ENSRROG00000043163
rhinopithecus_bieti ENSRBIG00000032945
piliocolobus_tephrosceles ENSPTEG00000038099
macaca_fascicularis ENSMFAG00000040298
mandrillus_leucophaeus ENSMLEG00000040911
cercocebus_atys ENSCATG00000015825
papio_anubis ENSPANG00000003460
theropithecus_gelada ENSTGEG00000007844
cebus_capucinus ENSCCAG00000016193
callithrix_jacchus ENSCJAG00000015706
saimiri_boliviensis_boliviensis ENSSBOG00000031495
carlito_syrichta ENSTSYG00000005993
propithecus_coquereli ENSPCOG00000011584
prolemur_simus ENSPSMG00000024684
tupaia_belangeri ENSTBEG00000009710
pteropus_vampyrus ENSPVAG00000001681
myotis_lucifugus ENSMLUG00000009716
equus_caballus ENSECAG00000038528
equus_asinus_asinus ENSEASG00005002830
erinaceus_europaeus ENSEEUG00000011274
bos_mutus ENSBMUG00000005696
bos_taurus ENSBTAG00000010016
bison_bison_bison ENSBBBG00000006263
capra_hircus ENSCHIG00000012564
ovis_aries ENSOARG00000010078
sus_scrofa ENSSSCG00000015591
vicugna_pacos ENSVPAG00000011567
ursus_maritimus ENSUMAG00000018025
ursus_americanus ENSUAMG00000021995
ailuropoda_melanoleuca ENSAMEG00000001391
neovison_vison ENSNVIG00000005023
canis_lupus_dingo ENSCAFG00020013949
canis_lupus_familiaris ENSCAFG00000029517
vulpes_vulpes ENSVVUG00000007935
panthera_tigris_altaica ENSPTIG00000010479
panthera_pardus ENSPPRG00000005103
felis_catus ENSFCAG00000044441
choloepus_hoffmanni ENSCHOG00000005542
dasypus_novemcinctus ENSDNOG00000003477
phascolarctos_cinereus ENSPCIG00000030031
chrysemys_picta_bellii ENSCPBG00000010189
danio_rerio ENSDARG00000095457
