pan_troglodytes ENSPTRG00000010837
pan_paniscus ENSPPAG00000039823
homo_sapiens ENSG00000105697
gorilla_gorilla ENSGGOG00000000768
pongo_abelii ENSPPYG00000009856
nomascus_leucogenys ENSNLEG00000011124
piliocolobus_tephrosceles ENSPTEG00000018909
colobus_angolensis_palliatus ENSCANG00000009476
rhinopithecus_roxellana ENSRROG00000044409
rhinopithecus_bieti ENSRBIG00000025955
cercocebus_atys ENSCATG00000036093
papio_anubis ENSPANG00000006647
theropithecus_gelada ENSTGEG00000012378
mandrillus_leucophaeus ENSMLEG00000030770
chlorocebus_sabaeus ENSCSAG00000004516
macaca_nemestrina ENSMNEG00000040168
macaca_fascicularis ENSMFAG00000034420
macaca_mulatta ENSMMUG00000011288
cebus_capucinus ENSCCAG00000036820
callithrix_jacchus ENSCJAG00000043821
saimiri_boliviensis_boliviensis ENSSBOG00000032972
aotus_nancymaae ENSANAG00000001616
carlito_syrichta ENSTSYG00000026527
propithecus_coquereli ENSPCOG00000021510
microcebus_murinus ENSMICG00000026832
prolemur_simus ENSPSMG00000024351
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030647
mus_musculus ENSMUSG00000056978
mus_musculus ENSMUSG00000050440
mus_spicilegus ENSMSIG00000011984
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029551
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029552
rattus_norvegicus ENSRNOG00000021029
meriones_unguiculatus ENSMUGG00000014035
peromyscus_maniculatus_bairdii ENSPEMG00000014389
microtus_ochrogaster ENSMOCG00000020398
cricetulus_griseus_chok1gshd ENSCGRG00001015853
cricetulus_griseus_crigri-picr ENSCGRG00015013147
mesocricetus_auratus ENSMAUG00000009819
nannospalax_galili ENSNGAG00000015641
jaculus_jaculus ENSJJAG00000010683
dipodomys_ordii ENSDORG00000027242
pteropus_vampyrus ENSPVAG00000004162
myotis_lucifugus ENSMLUG00000006207
tursiops_truncatus ENSTTRG00000009312
sus_scrofa ENSSSCG00000035436
bos_mutus ENSBMUG00000006303
bos_taurus ENSBTAG00000017042
bison_bison_bison ENSBBBG00000006227
ovis_aries ENSOARG00000004756
capra_hircus ENSCHIG00000026218
equus_caballus ENSECAG00000037842
equus_asinus_asinus ENSEASG00005000193
erinaceus_europaeus ENSEEUG00000000188
ursus_americanus ENSUAMG00000015410
ursus_maritimus ENSUMAG00000018434
ailuropoda_melanoleuca ENSAMEG00000000244
neovison_vison ENSNVIG00000018472
vulpes_vulpes ENSVVUG00000003586
vulpes_vulpes ENSVVUG00000015230
canis_lupus_familiaris ENSCAFG00000007048
canis_lupus_dingo ENSCAFG00020019205
panthera_pardus ENSPPRG00000006819
panthera_tigris_altaica ENSPTIG00000011323
felis_catus ENSFCAG00000040064
dasypus_novemcinctus ENSDNOG00000037870
procavia_capensis ENSPCAG00000013971
ictidomys_tridecemlineatus ENSSTOG00000031167
marmota_marmota_marmota ENSMMMG00000006164
spermophilus_dauricus ENSSDAG00000008214
urocitellus_parryii ENSUPAG00010011082
castor_canadensis ENSCCNG00000008141
cavia_porcellus ENSCPOG00000036468
cavia_aperea ENSCAPG00000017253
octodon_degus ENSODEG00000015547
chinchilla_lanigera ENSCLAG00000014780
heterocephalus_glaber_female ENSHGLG00000008083
fukomys_damarensis ENSFDAG00000007202
ochotona_princeps ENSOPRG00000017015
oryctolagus_cuniculus ENSOCUG00000026224
monodelphis_domestica ENSMODG00000025576
xenopus_tropicalis ENSXETG00000032192
xenopus_tropicalis ENSXETG00000032918
danio_rerio ENSDARG00000102175
