petromyzon_marinus ENSPMAG00000000721
eptatretus_burgeri ENSEBUG00000004140
tetraodon_nigroviridis ENSTNIG00000009418
takifugu_rubripes ENSTRUG00000017249
labrus_bergylta ENSLBEG00000011579
seriola_dumerili ENSSDUG00000006961
seriola_lalandi_dorsalis ENSSLDG00000021875
scophthalmus_maximus ENSSMAG00000021346
mastacembelus_armatus ENSMAMG00000002110
monopterus_albus ENSMALG00000016891
anabas_testudineus ENSATEG00000011700
poecilia_latipinna ENSPLAG00000008741
poecilia_latipinna ENSPLAG00000018395
poecilia_formosa ENSPFOG00000007037
poecilia_mexicana ENSPMEG00000009068
poecilia_reticulata ENSPREG00000022524
xiphophorus_maculatus ENSXMAG00000018880
xiphophorus_couchianus ENSXCOG00000003241
gambusia_affinis ENSGAFG00000012493
fundulus_heteroclitus ENSFHEG00000018277
cyprinodon_variegatus ENSCVAG00000015498
kryptolebias_marmoratus ENSKMAG00000001019
oryzias_latipes ENSORLG00000005520
oryzias_latipes_asm223469v1 ENSORLG00015013594
oryzias_latipes ENSORLG00020015136
oryzias_melastigma ENSOMEG00000000443
maylandia_zebra ENSMZEG00005002219
astatotilapia_calliptera ENSACLG00000025082
haplochromis_burtoni ENSHBUG00000002433
pundamilia_nyererei ENSPNYG00000004704
neolamprologus_brichardi ENSNBRG00000017114
oreochromis_niloticus ENSONIG00000003051
amphilophus_citrinellus ENSACIG00000021440
amphiprion_percula ENSAPEG00000019580
amphiprion_ocellaris ENSAOCG00000001453
acanthochromis_polyacanthus ENSAPOG00000024562
stegastes_partitus ENSSPAG00000017917
hippocampus_comes ENSHCOG00000004126
gasterosteus_aculeatus ENSGACG00000015424
mola_mola ENSMMOG00000017726
periophthalmus_magnuspinnatus ENSPMGG00000013931
cynoglossus_semilaevis ENSCSEG00000001134
gadus_morhua ENSGMOG00000001371
esox_lucius ENSELUG00000018586
astyanax_mexicanus ENSAMXG00000010887
pygocentrus_nattereri ENSPNAG00000006303
ictalurus_punctatus ENSIPUG00000023592
danio_rerio ENSDARG00000051853
scleropages_formosus ENSSFOG00015015865
paramormyrops_kingsleyae ENSPKIG00000008276
