loxodonta_africana ENSLAFG00000023145
procavia_capensis ENSPCAG00000012990
echinops_telfairi ENSETEG00000008694
tursiops_truncatus ENSTTRG00000000731
sus_scrofa ENSSSCG00000034731
capra_hircus ENSCHIG00000020308
ovis_aries ENSOARG00000010715
bos_mutus ENSBMUG00000012234
bos_taurus ENSBTAG00000048276
bison_bison_bison ENSBBBG00000014105
equus_asinus_asinus ENSEASG00005003840
equus_caballus ENSECAG00000018260
ursus_americanus ENSUAMG00000025501
ursus_maritimus ENSUMAG00000025545
ailuropoda_melanoleuca ENSAMEG00000002023
neovison_vison ENSNVIG00000005753
mustela_putorius_furo ENSMPUG00000009203
canis_lupus_dingo ENSCAFG00020018416
canis_lupus_familiaris ENSCAFG00000010351
vulpes_vulpes ENSVVUG00000016656
panthera_pardus ENSPPRG00000007925
panthera_tigris_altaica ENSPTIG00000012738
felis_catus ENSFCAG00000012704
myotis_lucifugus ENSMLUG00000000125
pteropus_vampyrus ENSPVAG00000013891
cricetulus_griseus_crigri-picr ENSCGRG00015023219
cricetulus_griseus_crigri ENSCGRG00000012500
cricetulus_griseus_chok1gshd ENSCGRG00001003463
mesocricetus_auratus ENSMAUG00000020003
peromyscus_maniculatus_bairdii ENSPEMG00000010221
microtus_ochrogaster ENSMOCG00000009311
mus_spicilegus ENSMSIG00000011643
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022276
mus_musculus ENSMUSG00000024032
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021362
mus_pahari MGP_PahariEiJ_G0023681
rattus_norvegicus ENSRNOG00000001164
meriones_unguiculatus ENSMUGG00000008342
nannospalax_galili ENSNGAG00000000843
jaculus_jaculus ENSJJAG00000020776
castor_canadensis ENSCCNG00000029792
castor_canadensis ENSCCNG00000028674
dipodomys_ordii ENSDORG00000009227
oryctolagus_cuniculus ENSOCUG00000010608
pan_paniscus ENSPPAG00000030343
pan_troglodytes ENSPTRG00000013941
homo_sapiens ENSG00000160182
gorilla_gorilla ENSGGOG00000014689
pongo_abelii ENSPPYG00000011451
nomascus_leucogenys ENSNLEG00000014554
mandrillus_leucophaeus ENSMLEG00000030600
cercocebus_atys ENSCATG00000042160
chlorocebus_sabaeus ENSCSAG00000008127
papio_anubis ENSPANG00000015741
theropithecus_gelada ENSTGEG00000022426
macaca_nemestrina ENSMNEG00000040403
macaca_fascicularis ENSMFAG00000030916
rhinopithecus_bieti ENSRBIG00000032818
rhinopithecus_roxellana ENSRROG00000029183
colobus_angolensis_palliatus ENSCANG00000029918
piliocolobus_tephrosceles ENSPTEG00000037905
cebus_capucinus ENSCCAG00000022303
saimiri_boliviensis_boliviensis ENSSBOG00000032001
callithrix_jacchus ENSCJAG00000007371
aotus_nancymaae ENSANAG00000032792
carlito_syrichta ENSTSYG00000031507
propithecus_coquereli ENSPCOG00000026713
prolemur_simus ENSPSMG00000020281
microcebus_murinus ENSMICG00000045652
otolemur_garnettii ENSOGAG00000032775
heterocephalus_glaber_male ENSHGLG00100001808
heterocephalus_glaber_female ENSHGLG00000008909
fukomys_damarensis ENSFDAG00000009729
octodon_degus ENSODEG00000014901
dasypus_novemcinctus ENSDNOG00000042323
monodelphis_domestica ENSMODG00000021019
