labrus_bergylta ENSLBEG00000025154
mola_mola ENSMMOG00000011752
gasterosteus_aculeatus ENSGACG00000018588
monopterus_albus ENSMALG00000004763
mastacembelus_armatus ENSMAMG00000007306
anabas_testudineus ENSATEG00000014788
scophthalmus_maximus ENSSMAG00000016354
cynoglossus_semilaevis ENSCSEG00000005706
seriola_dumerili ENSSDUG00000011081
amphiprion_ocellaris ENSAOCG00000007890
amphiprion_percula ENSAPEG00000023702
acanthochromis_polyacanthus ENSAPOG00000022651
stegastes_partitus ENSSPAG00000005019
cyprinodon_variegatus ENSCVAG00000009813
fundulus_heteroclitus ENSFHEG00000000197
poecilia_formosa ENSPFOG00000017860
poecilia_latipinna ENSPLAG00000009776
poecilia_reticulata ENSPREG00000002434
poecilia_mexicana ENSPMEG00000007805
xiphophorus_maculatus ENSXMAG00000009765
xiphophorus_couchianus ENSXCOG00000007557
gambusia_affinis ENSGAFG00000008628
astatotilapia_calliptera ENSACLG00000015270
haplochromis_burtoni ENSHBUG00000014975
maylandia_zebra ENSMZEG00005019656
pundamilia_nyererei ENSPNYG00000006499
neolamprologus_brichardi ENSNBRG00000001226
oreochromis_niloticus ENSONIG00000011659
amphilophus_citrinellus ENSACIG00000007967
oryzias_melastigma ENSOMEG00000023381
oryzias_latipes ENSORLG00020020845
periophthalmus_magnuspinnatus ENSPMGG00000020544
gadus_morhua ENSGMOG00000003960
petromyzon_marinus ENSPMAG00000002741
ciona_savignyi ENSCSAVG00000000006
ciona_intestinalis ENSCING00000000662
