astyanax_mexicanus ENSAMXG00000002173
pygocentrus_nattereri ENSPNAG00000015674
ictalurus_punctatus ENSIPUG00000022902
ictalurus_punctatus ENSIPUG00000022801
danio_rerio ENSDARG00000054239
monopterus_albus ENSMALG00000015921
mastacembelus_armatus ENSMAMG00000000322
anabas_testudineus ENSATEG00000002475
seriola_lalandi ENSSLDG00000025098
seriola_dumerili ENSSDUG00000007720
scophthalmus_maximus ENSSMAG00000001732
gasterosteus_aculeatus ENSGACG00000000762
astatotilapia_calliptera ENSACLG00000024808
maylandia_zebra ENSMZEG00005009255
pundamilia_nyererei ENSPNYG00000005438
haplochromis_burtoni ENSHBUG00000008681
neolamprologus_brichardi ENSNBRG00000017614
oreochromis_niloticus ENSONIG00000019046
amphilophus_citrinellus ENSACIG00000022594
amphiprion_ocellaris ENSAOCG00000008259
amphiprion_percula ENSAPEG00000016686
acanthochromis_polyacanthus ENSAPOG00000015625
stegastes_partitus ENSSPAG00000001063
periophthalmus_magnuspinnatus ENSPMGG00000002139
gadus_morhua ENSGMOG00000007658
scleropages_formosus ENSSFOG00015019787
paramormyrops_kingsleyae ENSPKIG00000025212
